Requirement ID,Authority,Targets,Missing targets,Circular
KBDL-MOT-012,Lifecycle authority: Approved (directly restates the safety/correctness priority already established in KBDL-PRN-002 and §3.3),KBDL-PRN-002,None,False
KBDL-MOT-013,"Lifecycle authority: Approved (per KBDL-DEC-014, decision packet item 15)",KBDL-DEC-014,None,False
KBDL-MOT-014,"Lifecycle authority: Approved (directly restates Technical Utility's ""visible progress"" and ""error prevention"" qualities)",None,None,False
KBDL-MOT-015,Lifecycle authority: Approved (directly restates accessibility's requirement for a non-gesture equivalent),None,None,False
KBDL-MOT-016,"Lifecycle authority: Approved (directly restates the locked component-state-clarity rule — ""must not rely on color/motion alone"" — and Accessibility by Default)",None,None,False
KBDL-MOT-017,"Lifecycle authority: Approved (directly restates the locked Motion Purpose rule that continuous motion must be controlled, and the already-Approved reduced-motion requirement KBDL-THM-012a)",KBDL-THM-012a,None,False
KBDL-MOT-018,"Lifecycle authority: Approved (directly restates accessibility's requirement that content remain accessible without script/animation, and the reduced-motion requirement)",None,None,False
KBDL-MOT-019,"Lifecycle authority: Approved (directly restates WCAG 2.2 AA's autoplay-with-sound prohibition and pause/stop requirement, already adopted under KBDL-DEC-010)",KBDL-DEC-010,None,False
KBDL-MOT-020,"Lifecycle authority: Approved (per KBDL-DEC-014, decision packet item 10; the underlying non-blocking, readable, focus-preserving requirements were already Approved under KBDL-THM-012/012a and are unaffected)",KBDL-DEC-014; KBDL-THM-012,None,False
KBDL-MOT-021,Lifecycle authority: Approved (directly restates safety/correctness and state-comprehension priorities),None,None,False
KBDL-MOT-022,"Lifecycle authority: Approved (directly restates KBDL-THM-012a and KBDL's enhanced motion-safety baseline, KBDL-DEC-010)",KBDL-DEC-010; KBDL-THM-012a,None,False
KBDL-MOT-023,"Lifecycle authority: Approved (directly restates KBDL's enhanced motion-safety requirement, KBDL-DEC-010)",KBDL-DEC-010,None,False
KBDL-MOT-024,"Lifecycle authority: Approved (directly restates Performance-Aware Enhancement, KBDL-PRN-003/§6.9)",KBDL-PRN-003,None,False
KBDL-MOT-025,Lifecycle authority: Approved (directly restates Accessibility by Default),None,None,False
KBDL-MOT-026,"Lifecycle authority: Approved (directly restates KBDL-PRN-007, Adaptability Without Fragmentation)",KBDL-PRN-007,None,False
KBDL-MOT-027,Lifecycle authority: Approved (this governance rule itself directly restates conventions.md §1.1),None,None,False
KBDL-MOT-028,"Lifecycle authority: Approved (per KBDL-DEC-014, decision packet item 6)",KBDL-DEC-014,None,False
KBDL-MOT-029,"Lifecycle authority: Approved (per KBDL-DEC-014, decision packet item 7)",KBDL-DEC-014,None,False
KBDL-MOT-030,"Lifecycle authority: Approved (per KBDL-DEC-014, decision packet item 8)",KBDL-DEC-014,None,False
KBDL-MOT-031,"Lifecycle authority: Approved (per KBDL-DEC-014, decision packet item 9)",KBDL-DEC-014,None,False
KBDL-MOT-032,"Lifecycle authority: Approved (per KBDL-DEC-014, decision packet item 11)",KBDL-DEC-014,None,False
KBDL-MOT-033,"Lifecycle authority: Approved (per KBDL-DEC-014, decision packet item 12)",KBDL-DEC-014,None,False
KBDL-MOT-034,"Lifecycle authority: Approved (per KBDL-DEC-014, decision packet item 13)",KBDL-DEC-014,None,False
KBDL-PRN-001,Lifecycle authority: Approved,None,None,False
KBDL-PRN-002,Lifecycle authority: Approved,None,None,False
KBDL-PRN-003,Lifecycle authority: Approved,None,None,False
KBDL-PRN-004,Lifecycle authority: Approved,None,None,False
KBDL-PRN-005,Lifecycle authority: Approved,None,None,False
KBDL-PRN-006,Lifecycle authority: Approved,None,None,False
KBDL-PRN-007,Lifecycle authority: Approved,None,None,False
KBDL-PRN-008,Lifecycle authority: Approved,None,None,False
KBDL-PRO-001,"restates and consolidates the already-Approved KBDL-PRN-007, KBDL-FND-008, KBDL-THM-006, KBDL-MOT-026, KBDL-A11Y-040, KBDL-CMP-051, and KBDL-CMP-066, each of which independently requires shared architecture in its own module",KBDL-A11Y-040; KBDL-CMP-051; KBDL-CMP-066; KBDL-FND-008; KBDL-MOT-026; KBDL-PRN-007; KBDL-THM-006,None,False
KBDL-PRO-002,"the accessibility-preference distinction restates the already-Approved independence of reduced-motion and forced-colors preferences from any presentational grouping, accessibility.md §44; the complete terminology distinction is an explicit mandatory clause of the approved KBDL-009 prompt's Terminology section",None,None,False
KBDL-PRO-003,"restates principles.md §9.4 and the design-decision hierarchy, principles.md §8",None,None,False
KBDL-PRO-004,restates principles.md §5.2 and the already-Approved per-module profile-interpretation sections cited in §3,None,None,False
KBDL-PRO-005,restates principles.md §5.3,None,None,False
KBDL-PRO-006,"scope-control requirement, explicit mandatory clause of the approved KBDL-009 prompt's Locked/Controlled/ Open section",None,None,False
KBDL-PRO-007,the required field list is an explicit mandatory clause of the approved KBDL-009 prompt's Profile Selection and Declaration section,None,None,False
KBDL-PRO-008,"explicit mandatory clause of the approved KBDL-009 prompt's Profile Selection and Declaration section; also extends the already-Approved Accessibility by Default principle, principles.md §6.8",None,None,False
KBDL-PRO-009,Not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority,None,None,False
KBDL-PRO-010,"consolidates the already-Approved Showcase interpretation already established in principles.md §9.1, foundations/README.md §4.1, themes/README.md §8 Showcase, motion/patterns.md §10.1, and responsive.md §28",None,None,False
KBDL-PRO-011,"consolidates the already-Approved Precision interpretation in principles.md §9.2, foundations/README.md §4.2, themes/README.md §8 Precision, motion/patterns.md §10.2, and responsive.md §29",None,None,False
KBDL-PRO-012,"consolidates the already-Approved Flow interpretation in principles.md §9.3, foundations/README.md §4.3, themes/README.md §8 Flow, motion/patterns.md §10.3, and responsive.md §30",None,None,False
KBDL-PRO-013,"restates the already-Approved KBDL-CMP-051, KBDL-CMP-066, KBDL-CMP-055 hover-independent- discoverability prohibition, KBDL-CMP-072 tooltip-naming- independence rule, and KBDL-CMP-107 carousel pause/stop/hide requirement",KBDL-CMP-051; KBDL-CMP-055; KBDL-CMP-066; KBDL-CMP-072; KBDL-CMP-107,None,False
KBDL-PRO-014,"restates the already-Approved KBDL-CMP-051, KBDL-CMP-066, KBDL-CMP-010 WCAG 24×24 target- size minimum, KBDL-CMP-070 native-table/grid-misuse prohibition, and KBDL-CMP-055 hover-independent-discoverability prohibition",KBDL-CMP-010; KBDL-CMP-051; KBDL-CMP-055; KBDL-CMP-066; KBDL-CMP-070,None,False
KBDL-PRO-015,"restates the already-Approved KBDL-CMP-051, KBDL-CMP-066, and KBDL-CMP-090 toast critical-information-persistence requirement",KBDL-CMP-051; KBDL-CMP-066; KBDL-CMP-090,None,False
KBDL-PRO-016,Not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority,None,None,False
KBDL-PRO-017,Not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority,None,None,False
KBDL-PRO-018,Not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority,None,None,False
KBDL-PRO-019,"restates the already-Approved KBDL-PRN-003, extended explicitly to per-profile mapping",KBDL-PRN-003,None,False
KBDL-PRO-020,restates and extends the already- Approved KBDL-CMP-051 explicitly to this module's own mapping,KBDL-CMP-051,None,False
KBDL-PRO-021,restates and extends the already- Approved KBDL-CMP-066 explicitly to this module's own mapping,KBDL-CMP-066,None,False
KBDL-PRO-022,"restates the already-Approved Consumer Comprehension principle, principles.md §6.3, and the already-Approved KBDL-CMP-101/103 honest-system-state- communication rules",KBDL-CMP-101,None,False
KBDL-PRO-023,"restates the already-Approved KBDL-CMP-063, 064, 098, 101, 103, 104 security and correctness principles, extended explicitly to profile emphasis by the approved KBDL-009 prompt's Security Requirements section",KBDL-CMP-063,None,False
KBDL-PRO-024,restates principles.md §8 and governance.md § Exception process,None,None,False
KBDL-PRO-025,"scope-control requirement, explicit mandatory clause of the approved KBDL-009 prompt",None,None,False
KBDL-PRO-026,explicit mandatory field list from the approved KBDL-009 prompt's Profile Adoption and Change Management section,None,None,False
KBDL-PRO-027,Not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority,None,None,False
KBDL-PRO-028,Not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority,None,None,False
KBDL-PRO-029,Not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority,None,None,False
KBDL-RSP-001,"Lifecycle authority: Approved (directly restates the locked responsive-content-priority rule, principles.md §5.1)",None,None,False
KBDL-RSP-002,Lifecycle authority: Recommended,None,None,False
KBDL-RSP-003,Lifecycle authority: Recommended,None,None,False
KBDL-RSP-004,Lifecycle authority: Recommended,None,None,False
KBDL-RSP-005,Lifecycle authority: Recommended,None,None,False
KBDL-RSP-006,"Lifecycle authority: Approved (directly restates WCAG 2.2 SC 1.4.10, Level AA)",None,None,False
KBDL-RSP-007,"Lifecycle authority: Approved (directly restates WCAG 2.2 SC 1.3.2 and SC 2.4.3, both cited)",None,None,False
KBDL-RSP-008,Lifecycle authority: Recommended (the constant-meaning rule is Approved per KBDL-PRN-006; exact collapse thresholds are new),KBDL-PRN-006,None,False
KBDL-RSP-009,"Lifecycle authority: Approved (directly restates KBDL-PRN-003, Clarity Before Spectacle, and Technical Utility's density exclusion)",KBDL-PRN-003,None,False
KBDL-RSP-010,"Lifecycle authority: Approved (directly restates foundations/iconography-media.md §2.3, §2.5)",None,None,False
KBDL-RSP-011,Lifecycle authority: Recommended (new KBDL-006 policy),None,None,False
KBDL-RSP-012,"Lifecycle authority: Approved (restates Showcase's documented compositional emphasis, already Approved per principles.md §9.1)",None,None,False
KBDL-RSP-013,"Lifecycle authority: Approved (directly restates WCAG 2.2 SC 2.4.11, Level AA)",None,None,False
KBDL-RSP-014,Lifecycle authority: Approved (restates Technical Utility's predictable-behavior quality),None,None,False
KBDL-RSP-015,"Lifecycle authority: Approved (directly restates WCAG 2.2 SC 1.3.4, Level AA)",None,None,False
KBDL-RSP-016,"Lifecycle authority: Approved (directly restates WCAG 2.2 SC 1.4.4 and SC 1.4.10, both Level AA)",None,None,False
KBDL-RSP-017,"Lifecycle authority: Approved (restates motion/accessibility-performance.md §4, already Approved, extended with layout detail)",None,None,False
KBDL-RSP-018,"Lifecycle authority: Approved (directly restates WCAG 2.2 SC 2.5.1 and SC 2.5.2, both Level A)",None,None,False
KBDL-RSP-019,"Lifecycle authority: Approved (directly restates WCAG 2.2 SC 1.4.13, Level AA)",None,None,False
KBDL-RSP-020,"Lifecycle authority: Approved (directly restates WCAG 2.2 SC 2.4.3, Level A)",None,None,False
KBDL-RSP-021,"Lifecycle authority: Approved (restates motion/foundations.md §4, already Approved)",None,None,False
KBDL-RSP-022,Lifecycle authority: Approved (restates principles.md §6.9),None,None,False
KBDL-THM-001,Lifecycle authority: Approved,None,None,False
KBDL-THM-002,Lifecycle authority: Approved,None,None,False
KBDL-THM-003,"Lifecycle authority: Approved — directly and explicitly stated in the KBDL-004 preconditions (""explicit user theme choice taking precedence where a control exists"" and ""system preference as the default source when no user choice exists"")",None,None,False
KBDL-THM-004,Lifecycle authority: Approved,None,None,False
KBDL-THM-005,"Lifecycle authority: Approved — directly derived from the locked, already- approved accessibility rule in governance.md § KBDL-GOV-002 and principles.md §6.8; accessibility cannot be weakened by a project override",None,None,False
KBDL-THM-006,Lifecycle authority: Approved,None,None,False
KBDL-THM-007,Lifecycle authority: Approved (opaque mappings only; the three excluded opacity values remain Recommended),None,None,False
KBDL-THM-008,Lifecycle authority: Approved (opaque mappings only; the three excluded opacity values remain Recommended),None,None,False
KBDL-THM-009,Lifecycle authority: Approved,None,None,False
KBDL-THM-010,Lifecycle authority: Approved (opaque caption-band strategy only; translucent variants remain Not verified and excluded),None,None,False
KBDL-THM-011,Lifecycle authority: Approved,None,None,False
KBDL-THM-012,Lifecycle authority: Approved (conceptual guidance only; no timing/easing value exists or is approved here),None,None,False
KBDL-THM-012a,Lifecycle authority: Approved — directly derived from the already-approved enhanced motion-safety requirement (decision-register.md § KBDL-DEC-010),KBDL-DEC-010,None,False
KBDL-THM-013,Lifecycle authority: Approved,None,None,False
KBDL-THM-014,Lifecycle authority: Approved,None,None,False
KBDL-THM-015,Lifecycle authority: Approved,None,None,False
KBDL-VAL-001,approved KBDL-011 prompt,None,None,False
KBDL-VAL-002,approved prompt,None,None,False
KBDL-VAL-003,approved prompt and GOV-003,None,None,False
KBDL-VAL-004,approved prompt and GOV-003,None,None,False
KBDL-VAL-005,approved prompt,None,None,False
KBDL-VAL-006,approved prompt,None,None,False
KBDL-VAL-007,approved prompt,None,None,False
KBDL-VAL-008,approved prompt and prior shared-architecture rules,None,None,False
KBDL-VAL-009,approved prompt,None,None,False
KBDL-VAL-010,approved prompt,None,None,False
KBDL-VAL-011,approved prompt,None,None,False
KBDL-VAL-012,approved KBDL-011 prompt,None,None,False
