Requirement ID,Authoritative file,Block SHA-256,Direct fields parsed,Direct fields unresolved,Result,Defect details
KBDL-A11Y-001,accessibility.md,259153afa1f005f9b1e387a0d8d8452e820383eb24ca22be36211be0c4f973a3,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-039,components-core.md,bf4d243e1dcc7b30afb6fd43f5826d7419217a921d63858ef0313d73911a9bd9,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-040,components-core.md,8e18359c6cdcea2502422f1207dd45b19f0afa059b9be053ee9e570ace5299fd,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-041,components-core.md,c8d0325f96929359a7038f80496d93383908ff5cb04bb00f79ebadbf55320965,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-042,components-core.md,95dcfacd963e970890551ad9fee3135536cbbd4ab57178cf3d8649bb1252b01a,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-043,components-core.md,64ec07ec09561289726beee6ec2f6e9e460ef123184a75ceec4db44d10f74191,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-044,components-core.md,881c599e8367b77944cb9d5b6dcab9a294908e74d302202cf62b696b2f6aa697,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-045,components-core.md,46d4baf8d5273f73c565854ae57391a5dc6acd3b2fcb953405bd24aaa954af0e,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-046,components-core.md,ae0094f308e4dbb9f149430e798c54cc92cc1841ee04bc26442b659a7a46edd9,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-047,components-core.md,2ccc4bf27bfb41a7398d81a4163dc7f2ae02f158ed507cbc8c6c3f30fb21708d,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-048,components-core.md,c3df156fc7e4a79e729e9aebcbf0e225fbcf56786f18df3112db54d6b66ce8a4,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-049,components-core.md,f09e266ad2a87d3045e8b53d17b2dbc1eee94f1985d4f245719a54c3c471d52e,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-050,components-core.md,f10615092a0c97b0847da725f07d25f6a483535a4f470fa4af2658db4441355a,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-051,components-core.md,4214b2634a67ada965cbc7f25e7328cd269901a62d2e144c5cf6248f7af152de,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-052,components-system.md,bd9eb7e3fa92bad4a320b411f75137022c01f4799ff88b3739807a27a64e3035,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-053,components-system.md,d6f689f5a5d2d55326684e3513cad708611238237d6e45e31d3d37f60299db08,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-054,components-system.md,113bc46eeabf796083499606602472e465b4a590a4e1c023936b758327625ec6,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-055,components-system.md,3e50f368ce227d17a1be17c8a24d44149c64a0bcd9a2f9cfd6f609f9fc7af0cd,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-056,components-system.md,49e9605cd4b0ec693b3ee3adba9ad8809f8f22011133a221a995e673b0e5b03f,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-057,components-system.md,8efd51ec6502ed0a251cf4c02f2f9a3f9d8453fdedb627bafcee0a0740103054,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-058,components-system.md,73d1b4d9f2a72c878f1e3bd028050ccd5f1aef1a76ccd369551de8040c75bb43,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-059,components-system.md,d4bb3b29d4c565c293f55ebb95623fc3b3aa33b871e8a2a8818c20228562dd6c,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-060,components-system.md,3cb134a4ae344db014f378fbf49f039b27abe9570fade39e01a4d04a2afa6d51,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-061,components-system.md,446343b9b7bba8a313e564094d025bef26bbc7cbbfcd95cad2a8a3b6860f68a0,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-062,components-system.md,2731966fcdc41f5295fbc461d82d1c019f574fc40d19484523b24d213b7dc988,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-063,components-system.md,bf86b91d5072d948fcc80fffbe85e38ddd39fe2a798d9117f2e7b0f509d2f6a7,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-064,components-system.md,3e6c74c1a953a7167ff1fbd6ca95edb3783b048366179405a208beecde0ada1d,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-065,components-system.md,35081b0bb9072cd90a1e5394b8975ce52eb26ff54fe32aa2f8f03ca9337eb57c,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-066,components-system.md,4648d148211e5ef916b57575b5dcd53d46f33c28b237157592d7eec741a7a468,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-067,components-system.md,76b59025055a23618da758d9f4b6b2c7dba1377d8647e49034f5bb0bab28ab6f,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-068,components-system.md,824e09c2e96f95e5ccb98814b086eb90c160326ce27dff2a67f4306ad3e4c7e0,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-069,components-system.md,17a17fa95e1443185cd3506f90725e9439de4082d598f8ed12f71aa204e9d324,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-070,components-system.md,c98b79169ca45f1462659ea3ab4dcf92fcade1ffc162a908b535c33a5dc42102,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-071,components-system.md,a1d70d4cdee248d0c27e820c4d6b98402e667c4e439db1587c5d11746113c3ee,Specification location; Lifecycle status; Provenance; Validation classification; Authority; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-072,components-system.md,3f813e7b7bed1da4bb617ba3351da0f35399e970d19dd91d2e10bef15001381d,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-073,components-system.md,ec2c339239f483c44a9873b8162f4bc65b4212649d420da4f8a5789310ce1c46,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-074,components-system.md,5d50ea401a4b74669c6e953c852227b9fd6ea24cc62ad3b16e8f2050e0467f2e,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-075,components-system.md,f97adc5f3a835609e1bc0bc7291cc68ed8bf4d64bef69278df201d731810a8ec,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-076,components-system.md,60b6eebb81aa690529bf03cea40823c49dbff3fd6561972d0297cfd2e4766090,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-077,components-system.md,1a4215acbb089fe05ef229a2f3a9e297bfd67e0ba797a20d64547414c3c751ef,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-078,components-system.md,d217997c932a99da07c0ecae4cfd6f83acb40badbb5a6dc29dc072f714ef1dc5,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-079,components-system.md,245997ce36650c9e165642f053f5aab616e36bc1cb2844cf1fea48364ffcef32,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-080,components-system.md,25f630758b863a21f3ede269851a4236e4b1366036b537c26a0fb8fcf212a5aa,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-081,components-system.md,e5adb905011a5000dfb0f84146d349119098ca71079f4fce725dd52bb526bf33,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-082,components-system.md,52505e3eb4cbf3e317f3e39a75f52ce7babd81f88788614dadafa67916bb874b,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-083,components-system.md,e97bb93940bcee4b30ac6f15b863b3c2ac0fd0f461475a944b8320ae06fb7a57,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-084,components-system.md,da1b1cd3d539088f97cd83fa25de1e51570987bf97a3df86c4a6801a2cb73dc9,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-085,components-system.md,017052693ebe92627c5bbe244ff40a18eeec52a9cd4e0324b88e8ba501507fe2,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-086,components-system.md,ee66c9d5b31973f6ef359da15ce53c0b529119820f69b3248515713c9a0be154,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-087,components-system.md,f66695f7ed98f05bbffa8e9c716a94a2d3603df4cc20c8ec96b4ef5942029c6c,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-088,components-system.md,756754d449b0bdd3ce8e0c326d25ee86d0bf5862722aeb6b5dde89d1c84d31d9,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-089,components-system.md,8b15dd1fffbe6e43621c9dd7bdf9faf61fd6ce4a58899c849e172ce9b000c1a1,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-090,components-system.md,a796ec30f0d7b039a75df4f8ab5a445ae905fbc39bc5ff28eda26f658a067d2c,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-091,components-system.md,5df1d56db12d12ebd37c9fc3f21b8e38dce7a8d0bf1b775bd87fdfbb9a6177cc,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-092,components-system.md,37a8f014a8b531491bd940ad2a968ee8c9bbc37ce4ff46dc710cf7e3bcfd1636,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-093,components-system.md,74110ff9a535050ef07c54c5ee6bb9d3878ad84e58cd9b61f9ba120e529b652f,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-094,components-system.md,478be61597508d1657b000be4b155733d96b3adcdb94bd55b2654b766c965cf5,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-095,components-system.md,641dcefea376313717042b33b10f1b9417efa5b31334fd99055963f6fd164559,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-096,components-system.md,ba6107ac52113140041736bbdc3a6c45b20b7a9e67025d9fc2e74397335e89ea,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-097,components-system.md,96ecad16b26e1d67037dfe4ac00cbfa76d19bdf7ae86af7cc772da92eafb4ad6,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-098,components-system.md,945478a451da15ac734cc3f8382f8b614cf2b13014c11b108c50ce57e4042c49,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-099,components-system.md,b1f69f4723077fc04618b4bdc87dd9839e922aea7693c261c10452b328c90e94,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-100,components-system.md,1a3f908ef13a67e2cd587f787a991cab22bbadc43c6590ded04f4fb2cbcee4ba,Specification location; Lifecycle status; Provenance; Validation classification; Authority; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-101,components-system.md,98d642a4967dbfee47b91254d3c652d1a7365588a0f9bff71bc659024d6ef6b5,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-102,components-system.md,6fe009a39d51067033dfb8374cb149150f1d2c8f1b727d9f02acd06e730253c5,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-103,components-system.md,7afe797b0a4a11b3250cc2e2c7607cc10ce9322c4212570622f12002437a1381,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-104,components-system.md,0a29df83b541a2a432e0dc1eb1e2039562fdb79ff007f21a0075d11cdf9ed5dd,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-105,components-system.md,920be87aee9256ce175c89f92d64e6ac4e9e9aab152e90c935e5f91d71abf4c2,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-106,components-system.md,2cea47538eeb16e4e342dbdf32987724efa7d2a217b6bef68b8117278e89c62e,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-107,components-system.md,4befcc4e404984119b2136cfcfd7816b8ef53f417b0ca6e9d0bfc47a591c949a,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-108,components-system.md,8d614d4360cb233c7c6b76178da88157c6a82283eb82dd229897a0626f723815,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-109,components-system.md,4dab4707670a5c1a5eb7d9f19273502aff3a3fe65237a8b08b23ffddc4a501a5,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-110,components-system.md,11316b64760918fd167b49f9b45a6b8ab5ad16ba152b0c7eed4035bd9d8a0d86,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CMP-111,components-system.md,fce492f78ef5953af2ff79bfd944d129653b4a2c632b562a67d2096b0774c29e,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CUS-001,customization.md,701889f9556d7e33e055b7e9b1276f6291f452a9a0eb03697c176fcef9926236,Specification location; Lifecycle status; Provenance; Validation classification; Authority; Validation method; Known limitation; Pending dependencies,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Validation evidence; Packet or tracking destination; Related decision; Notes or exclusions,PASS,None
KBDL-CUS-002,customization.md,181952e5f8afae5548e2361afad9a50199a1858820ac622fe373b18bd6ac79ae,Specification location; Lifecycle status; Provenance; Validation classification; Authority; Validation method; Known limitation; Pending dependencies,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Validation evidence; Packet or tracking destination; Related decision; Notes or exclusions,PASS,None
KBDL-CUS-003,customization.md,d23df99461338a7903765457058c1d3a7383ff9f262cf547823b1f3852885c6f,Specification location; Lifecycle status; Provenance; Validation classification; Authority; Validation method; Known limitation; Pending dependencies,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Validation evidence; Packet or tracking destination; Related decision; Notes or exclusions,PASS,None
KBDL-CUS-004,customization.md,f2300ae685faf0a1523177bbd78487f3d10ab5e4407d897691cd92cdf1931e95,Specification location; Lifecycle status; Provenance; Validation classification; Authority; Validation method; Known limitation; Pending dependencies,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Validation evidence; Packet or tracking destination; Related decision; Notes or exclusions,PASS,None
KBDL-CUS-005,customization.md,5eafc54fe12e2fabac1a04b8fdda952658d9d7404a578510c5fc4c2dba8e644b,Specification location; Lifecycle status; Provenance; Validation classification; Authority; Validation method; Known limitation; Pending dependencies,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Validation evidence; Packet or tracking destination; Related decision; Notes or exclusions,PASS,None
KBDL-CUS-006,customization.md,762069384117d14f5f4a54dbf76d4591a6199a1f5bfb908469db48d2379b7a43,Specification location; Lifecycle status; Provenance; Validation classification; Authority; Validation method; Known limitation; Pending dependencies,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Validation evidence; Packet or tracking destination; Related decision; Notes or exclusions,PASS,None
