Requirement ID,Field name,Group heading,Value classification,Parsed value,Raw group field
KBDL-MOT-023,Notes or exclusions,"Interruption, recovery, and accessibility/performance requirements (KBDL-MOT-021 through KBDL-MOT-027)",Uniform default,"These seven requirements collectively ensure no motion default introduced by this module bypasses KBDL's existing accessibility, safety, performance, or approval-governance baseline.","These seven requirements collectively ensure no motion default introduced by this module bypasses KBDL's existing accessibility, safety, performance, or approval-governance baseline."
KBDL-MOT-024,Notes or exclusions,"Interruption, recovery, and accessibility/performance requirements (KBDL-MOT-021 through KBDL-MOT-027)",Uniform default,"These seven requirements collectively ensure no motion default introduced by this module bypasses KBDL's existing accessibility, safety, performance, or approval-governance baseline.","These seven requirements collectively ensure no motion default introduced by this module bypasses KBDL's existing accessibility, safety, performance, or approval-governance baseline."
KBDL-MOT-025,Notes or exclusions,"Interruption, recovery, and accessibility/performance requirements (KBDL-MOT-021 through KBDL-MOT-027)",Uniform default,"These seven requirements collectively ensure no motion default introduced by this module bypasses KBDL's existing accessibility, safety, performance, or approval-governance baseline.","These seven requirements collectively ensure no motion default introduced by this module bypasses KBDL's existing accessibility, safety, performance, or approval-governance baseline."
KBDL-MOT-026,Notes or exclusions,"Interruption, recovery, and accessibility/performance requirements (KBDL-MOT-021 through KBDL-MOT-027)",Uniform default,"These seven requirements collectively ensure no motion default introduced by this module bypasses KBDL's existing accessibility, safety, performance, or approval-governance baseline.","These seven requirements collectively ensure no motion default introduced by this module bypasses KBDL's existing accessibility, safety, performance, or approval-governance baseline."
KBDL-MOT-027,Notes or exclusions,"Interruption, recovery, and accessibility/performance requirements (KBDL-MOT-021 through KBDL-MOT-027)",Uniform default,"These seven requirements collectively ensure no motion default introduced by this module bypasses KBDL's existing accessibility, safety, performance, or approval-governance baseline.","These seven requirements collectively ensure no motion default introduced by this module bypasses KBDL's existing accessibility, safety, performance, or approval-governance baseline."
KBDL-MOT-028,Blueprint section,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,Entrance-versus-exit duration relationship; attention repetition default; detailed ambient-motion boundaries; detailed scroll-linked-motion boundaries; reduced-motion substitution matrix; conceptual motion-token naming architecture; profile-level motion-intensity adjustments,Entrance-versus-exit duration relationship; attention repetition default; detailed ambient-motion boundaries; detailed scroll-linked-motion boundaries; reduced-motion substitution matrix; conceptual motion-token naming architecture; profile-level motion-intensity adjustments
KBDL-MOT-029,Blueprint section,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,Entrance-versus-exit duration relationship; attention repetition default; detailed ambient-motion boundaries; detailed scroll-linked-motion boundaries; reduced-motion substitution matrix; conceptual motion-token naming architecture; profile-level motion-intensity adjustments,Entrance-versus-exit duration relationship; attention repetition default; detailed ambient-motion boundaries; detailed scroll-linked-motion boundaries; reduced-motion substitution matrix; conceptual motion-token naming architecture; profile-level motion-intensity adjustments
KBDL-MOT-030,Blueprint section,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,Entrance-versus-exit duration relationship; attention repetition default; detailed ambient-motion boundaries; detailed scroll-linked-motion boundaries; reduced-motion substitution matrix; conceptual motion-token naming architecture; profile-level motion-intensity adjustments,Entrance-versus-exit duration relationship; attention repetition default; detailed ambient-motion boundaries; detailed scroll-linked-motion boundaries; reduced-motion substitution matrix; conceptual motion-token naming architecture; profile-level motion-intensity adjustments
KBDL-MOT-031,Blueprint section,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,Entrance-versus-exit duration relationship; attention repetition default; detailed ambient-motion boundaries; detailed scroll-linked-motion boundaries; reduced-motion substitution matrix; conceptual motion-token naming architecture; profile-level motion-intensity adjustments,Entrance-versus-exit duration relationship; attention repetition default; detailed ambient-motion boundaries; detailed scroll-linked-motion boundaries; reduced-motion substitution matrix; conceptual motion-token naming architecture; profile-level motion-intensity adjustments
KBDL-MOT-032,Blueprint section,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,Entrance-versus-exit duration relationship; attention repetition default; detailed ambient-motion boundaries; detailed scroll-linked-motion boundaries; reduced-motion substitution matrix; conceptual motion-token naming architecture; profile-level motion-intensity adjustments,Entrance-versus-exit duration relationship; attention repetition default; detailed ambient-motion boundaries; detailed scroll-linked-motion boundaries; reduced-motion substitution matrix; conceptual motion-token naming architecture; profile-level motion-intensity adjustments
KBDL-MOT-033,Blueprint section,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,Entrance-versus-exit duration relationship; attention repetition default; detailed ambient-motion boundaries; detailed scroll-linked-motion boundaries; reduced-motion substitution matrix; conceptual motion-token naming architecture; profile-level motion-intensity adjustments,Entrance-versus-exit duration relationship; attention repetition default; detailed ambient-motion boundaries; detailed scroll-linked-motion boundaries; reduced-motion substitution matrix; conceptual motion-token naming architecture; profile-level motion-intensity adjustments
KBDL-MOT-034,Blueprint section,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,Entrance-versus-exit duration relationship; attention repetition default; detailed ambient-motion boundaries; detailed scroll-linked-motion boundaries; reduced-motion substitution matrix; conceptual motion-token naming architecture; profile-level motion-intensity adjustments,Entrance-versus-exit duration relationship; attention repetition default; detailed ambient-motion boundaries; detailed scroll-linked-motion boundaries; reduced-motion substitution matrix; conceptual motion-token naming architecture; profile-level motion-intensity adjustments
KBDL-MOT-028,Roadmap prompt,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,KBDL-005-R1 (added during remediation to separate new KBDL-005 policy that was previously bundled inside an Approved core requirement's section without its own lifecycle record),KBDL-005-R1 (added during remediation to separate new KBDL-005 policy that was previously bundled inside an Approved core requirement's section without its own lifecycle record)
KBDL-MOT-029,Roadmap prompt,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,KBDL-005-R1 (added during remediation to separate new KBDL-005 policy that was previously bundled inside an Approved core requirement's section without its own lifecycle record),KBDL-005-R1 (added during remediation to separate new KBDL-005 policy that was previously bundled inside an Approved core requirement's section without its own lifecycle record)
KBDL-MOT-030,Roadmap prompt,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,KBDL-005-R1 (added during remediation to separate new KBDL-005 policy that was previously bundled inside an Approved core requirement's section without its own lifecycle record),KBDL-005-R1 (added during remediation to separate new KBDL-005 policy that was previously bundled inside an Approved core requirement's section without its own lifecycle record)
KBDL-MOT-031,Roadmap prompt,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,KBDL-005-R1 (added during remediation to separate new KBDL-005 policy that was previously bundled inside an Approved core requirement's section without its own lifecycle record),KBDL-005-R1 (added during remediation to separate new KBDL-005 policy that was previously bundled inside an Approved core requirement's section without its own lifecycle record)
KBDL-MOT-032,Roadmap prompt,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,KBDL-005-R1 (added during remediation to separate new KBDL-005 policy that was previously bundled inside an Approved core requirement's section without its own lifecycle record),KBDL-005-R1 (added during remediation to separate new KBDL-005 policy that was previously bundled inside an Approved core requirement's section without its own lifecycle record)
KBDL-MOT-033,Roadmap prompt,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,KBDL-005-R1 (added during remediation to separate new KBDL-005 policy that was previously bundled inside an Approved core requirement's section without its own lifecycle record),KBDL-005-R1 (added during remediation to separate new KBDL-005 policy that was previously bundled inside an Approved core requirement's section without its own lifecycle record)
KBDL-MOT-034,Roadmap prompt,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,KBDL-005-R1 (added during remediation to separate new KBDL-005 policy that was previously bundled inside an Approved core requirement's section without its own lifecycle record),KBDL-005-R1 (added during remediation to separate new KBDL-005 policy that was previously bundled inside an Approved core requirement's section without its own lifecycle record)
KBDL-MOT-028,Specification location,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"[motion/foundations.md §7](motion/foundations.md#7-entrance-and-exit-behavior), [motion/patterns.md §4, §5, §6, §10](motion/patterns.md#4-attention-motion), [motion/accessibility-performance.md §1.4](motion/accessibility-performance.md#14-per-category-parity-matrix), [motion/timing-easing.md §4](motion/timing-easing.md#4-conceptual-motion-tokens)","[motion/foundations.md §7](motion/foundations.md#7-entrance-and-exit-behavior), [motion/patterns.md §4, §5, §6, §10](motion/patterns.md#4-attention-motion), [motion/accessibility-performance.md §1.4](motion/accessibility-performance.md#14-per-category-parity-matrix), [motion/timing-easing.md §4](motion/timing-easing.md#4-conceptual-motion-tokens)"
KBDL-MOT-029,Specification location,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"[motion/foundations.md §7](motion/foundations.md#7-entrance-and-exit-behavior), [motion/patterns.md §4, §5, §6, §10](motion/patterns.md#4-attention-motion), [motion/accessibility-performance.md §1.4](motion/accessibility-performance.md#14-per-category-parity-matrix), [motion/timing-easing.md §4](motion/timing-easing.md#4-conceptual-motion-tokens)","[motion/foundations.md §7](motion/foundations.md#7-entrance-and-exit-behavior), [motion/patterns.md §4, §5, §6, §10](motion/patterns.md#4-attention-motion), [motion/accessibility-performance.md §1.4](motion/accessibility-performance.md#14-per-category-parity-matrix), [motion/timing-easing.md §4](motion/timing-easing.md#4-conceptual-motion-tokens)"
KBDL-MOT-030,Specification location,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"[motion/foundations.md §7](motion/foundations.md#7-entrance-and-exit-behavior), [motion/patterns.md §4, §5, §6, §10](motion/patterns.md#4-attention-motion), [motion/accessibility-performance.md §1.4](motion/accessibility-performance.md#14-per-category-parity-matrix), [motion/timing-easing.md §4](motion/timing-easing.md#4-conceptual-motion-tokens)","[motion/foundations.md §7](motion/foundations.md#7-entrance-and-exit-behavior), [motion/patterns.md §4, §5, §6, §10](motion/patterns.md#4-attention-motion), [motion/accessibility-performance.md §1.4](motion/accessibility-performance.md#14-per-category-parity-matrix), [motion/timing-easing.md §4](motion/timing-easing.md#4-conceptual-motion-tokens)"
KBDL-MOT-031,Specification location,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"[motion/foundations.md §7](motion/foundations.md#7-entrance-and-exit-behavior), [motion/patterns.md §4, §5, §6, §10](motion/patterns.md#4-attention-motion), [motion/accessibility-performance.md §1.4](motion/accessibility-performance.md#14-per-category-parity-matrix), [motion/timing-easing.md §4](motion/timing-easing.md#4-conceptual-motion-tokens)","[motion/foundations.md §7](motion/foundations.md#7-entrance-and-exit-behavior), [motion/patterns.md §4, §5, §6, §10](motion/patterns.md#4-attention-motion), [motion/accessibility-performance.md §1.4](motion/accessibility-performance.md#14-per-category-parity-matrix), [motion/timing-easing.md §4](motion/timing-easing.md#4-conceptual-motion-tokens)"
KBDL-MOT-032,Specification location,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"[motion/foundations.md §7](motion/foundations.md#7-entrance-and-exit-behavior), [motion/patterns.md §4, §5, §6, §10](motion/patterns.md#4-attention-motion), [motion/accessibility-performance.md §1.4](motion/accessibility-performance.md#14-per-category-parity-matrix), [motion/timing-easing.md §4](motion/timing-easing.md#4-conceptual-motion-tokens)","[motion/foundations.md §7](motion/foundations.md#7-entrance-and-exit-behavior), [motion/patterns.md §4, §5, §6, §10](motion/patterns.md#4-attention-motion), [motion/accessibility-performance.md §1.4](motion/accessibility-performance.md#14-per-category-parity-matrix), [motion/timing-easing.md §4](motion/timing-easing.md#4-conceptual-motion-tokens)"
KBDL-MOT-033,Specification location,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"[motion/foundations.md §7](motion/foundations.md#7-entrance-and-exit-behavior), [motion/patterns.md §4, §5, §6, §10](motion/patterns.md#4-attention-motion), [motion/accessibility-performance.md §1.4](motion/accessibility-performance.md#14-per-category-parity-matrix), [motion/timing-easing.md §4](motion/timing-easing.md#4-conceptual-motion-tokens)","[motion/foundations.md §7](motion/foundations.md#7-entrance-and-exit-behavior), [motion/patterns.md §4, §5, §6, §10](motion/patterns.md#4-attention-motion), [motion/accessibility-performance.md §1.4](motion/accessibility-performance.md#14-per-category-parity-matrix), [motion/timing-easing.md §4](motion/timing-easing.md#4-conceptual-motion-tokens)"
KBDL-MOT-034,Specification location,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"[motion/foundations.md §7](motion/foundations.md#7-entrance-and-exit-behavior), [motion/patterns.md §4, §5, §6, §10](motion/patterns.md#4-attention-motion), [motion/accessibility-performance.md §1.4](motion/accessibility-performance.md#14-per-category-parity-matrix), [motion/timing-easing.md §4](motion/timing-easing.md#4-conceptual-motion-tokens)","[motion/foundations.md §7](motion/foundations.md#7-entrance-and-exit-behavior), [motion/patterns.md §4, §5, §6, §10](motion/patterns.md#4-attention-motion), [motion/accessibility-performance.md §1.4](motion/accessibility-performance.md#14-per-category-parity-matrix), [motion/timing-easing.md §4](motion/timing-easing.md#4-conceptual-motion-tokens)"
KBDL-MOT-028,Lifecycle status,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-029,Lifecycle status,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-030,Lifecycle status,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-031,Lifecycle status,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-032,Lifecycle status,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-033,Lifecycle status,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-034,Lifecycle status,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-028,Provenance,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-029,Provenance,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-030,Provenance,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-031,Provenance,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-032,Provenance,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-033,Provenance,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-034,Provenance,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-028,Validation classification,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"Not applicable: KBDL-MOT-028, KBDL-MOT-029, KBDL-MOT-032, KBDL-MOT-033; Not verified: KBDL-MOT-030, KBDL-MOT-031, KBDL-MOT-034","Not applicable: KBDL-MOT-028, KBDL-MOT-029, KBDL-MOT-032, KBDL-MOT-033; Not verified: KBDL-MOT-030, KBDL-MOT-031, KBDL-MOT-034"
KBDL-MOT-029,Validation classification,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"Not applicable: KBDL-MOT-028, KBDL-MOT-029, KBDL-MOT-032, KBDL-MOT-033; Not verified: KBDL-MOT-030, KBDL-MOT-031, KBDL-MOT-034","Not applicable: KBDL-MOT-028, KBDL-MOT-029, KBDL-MOT-032, KBDL-MOT-033; Not verified: KBDL-MOT-030, KBDL-MOT-031, KBDL-MOT-034"
KBDL-MOT-030,Validation classification,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"Not applicable: KBDL-MOT-028, KBDL-MOT-029, KBDL-MOT-032, KBDL-MOT-033; Not verified: KBDL-MOT-030, KBDL-MOT-031, KBDL-MOT-034","Not applicable: KBDL-MOT-028, KBDL-MOT-029, KBDL-MOT-032, KBDL-MOT-033; Not verified: KBDL-MOT-030, KBDL-MOT-031, KBDL-MOT-034"
KBDL-MOT-031,Validation classification,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"Not applicable: KBDL-MOT-028, KBDL-MOT-029, KBDL-MOT-032, KBDL-MOT-033; Not verified: KBDL-MOT-030, KBDL-MOT-031, KBDL-MOT-034","Not applicable: KBDL-MOT-028, KBDL-MOT-029, KBDL-MOT-032, KBDL-MOT-033; Not verified: KBDL-MOT-030, KBDL-MOT-031, KBDL-MOT-034"
KBDL-MOT-032,Validation classification,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"Not applicable: KBDL-MOT-028, KBDL-MOT-029, KBDL-MOT-032, KBDL-MOT-033; Not verified: KBDL-MOT-030, KBDL-MOT-031, KBDL-MOT-034","Not applicable: KBDL-MOT-028, KBDL-MOT-029, KBDL-MOT-032, KBDL-MOT-033; Not verified: KBDL-MOT-030, KBDL-MOT-031, KBDL-MOT-034"
KBDL-MOT-033,Validation classification,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"Not applicable: KBDL-MOT-028, KBDL-MOT-029, KBDL-MOT-032, KBDL-MOT-033; Not verified: KBDL-MOT-030, KBDL-MOT-031, KBDL-MOT-034","Not applicable: KBDL-MOT-028, KBDL-MOT-029, KBDL-MOT-032, KBDL-MOT-033; Not verified: KBDL-MOT-030, KBDL-MOT-031, KBDL-MOT-034"
KBDL-MOT-034,Validation classification,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"Not applicable: KBDL-MOT-028, KBDL-MOT-029, KBDL-MOT-032, KBDL-MOT-033; Not verified: KBDL-MOT-030, KBDL-MOT-031, KBDL-MOT-034","Not applicable: KBDL-MOT-028, KBDL-MOT-029, KBDL-MOT-032, KBDL-MOT-033; Not verified: KBDL-MOT-030, KBDL-MOT-031, KBDL-MOT-034"
KBDL-MOT-028,Authority,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-029,Authority,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-030,Authority,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-031,Authority,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-032,Authority,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-033,Authority,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-034,Authority,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-028,Validation method,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"Manual review once implemented; project-owner review via the [motion decision packet](motion/README.md#10-motion-decision-packet) (performed, see KBDL-DEC-014, items 6–9 and 11–13).","Manual review once implemented; project-owner review via the [motion decision packet](motion/README.md#10-motion-decision-packet) (performed, see KBDL-DEC-014, items 6–9 and 11–13)."
KBDL-MOT-029,Validation method,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"Manual review once implemented; project-owner review via the [motion decision packet](motion/README.md#10-motion-decision-packet) (performed, see KBDL-DEC-014, items 6–9 and 11–13).","Manual review once implemented; project-owner review via the [motion decision packet](motion/README.md#10-motion-decision-packet) (performed, see KBDL-DEC-014, items 6–9 and 11–13)."
KBDL-MOT-030,Validation method,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"Manual review once implemented; project-owner review via the [motion decision packet](motion/README.md#10-motion-decision-packet) (performed, see KBDL-DEC-014, items 6–9 and 11–13).","Manual review once implemented; project-owner review via the [motion decision packet](motion/README.md#10-motion-decision-packet) (performed, see KBDL-DEC-014, items 6–9 and 11–13)."
KBDL-MOT-031,Validation method,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"Manual review once implemented; project-owner review via the [motion decision packet](motion/README.md#10-motion-decision-packet) (performed, see KBDL-DEC-014, items 6–9 and 11–13).","Manual review once implemented; project-owner review via the [motion decision packet](motion/README.md#10-motion-decision-packet) (performed, see KBDL-DEC-014, items 6–9 and 11–13)."
KBDL-MOT-032,Validation method,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"Manual review once implemented; project-owner review via the [motion decision packet](motion/README.md#10-motion-decision-packet) (performed, see KBDL-DEC-014, items 6–9 and 11–13).","Manual review once implemented; project-owner review via the [motion decision packet](motion/README.md#10-motion-decision-packet) (performed, see KBDL-DEC-014, items 6–9 and 11–13)."
KBDL-MOT-033,Validation method,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"Manual review once implemented; project-owner review via the [motion decision packet](motion/README.md#10-motion-decision-packet) (performed, see KBDL-DEC-014, items 6–9 and 11–13).","Manual review once implemented; project-owner review via the [motion decision packet](motion/README.md#10-motion-decision-packet) (performed, see KBDL-DEC-014, items 6–9 and 11–13)."
KBDL-MOT-034,Validation method,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"Manual review once implemented; project-owner review via the [motion decision packet](motion/README.md#10-motion-decision-packet) (performed, see KBDL-DEC-014, items 6–9 and 11–13).","Manual review once implemented; project-owner review via the [motion decision packet](motion/README.md#10-motion-decision-packet) (performed, see KBDL-DEC-014, items 6–9 and 11–13)."
KBDL-MOT-028,Validation evidence,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,Not verified — no implementation exists yet; conceptual manual review recorded in [motion/validation.md](motion/validation.md) where applicable.,Not verified — no implementation exists yet; conceptual manual review recorded in [motion/validation.md](motion/validation.md) where applicable.
KBDL-MOT-029,Validation evidence,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,Not verified — no implementation exists yet; conceptual manual review recorded in [motion/validation.md](motion/validation.md) where applicable.,Not verified — no implementation exists yet; conceptual manual review recorded in [motion/validation.md](motion/validation.md) where applicable.
KBDL-MOT-030,Validation evidence,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,Not verified — no implementation exists yet; conceptual manual review recorded in [motion/validation.md](motion/validation.md) where applicable.,Not verified — no implementation exists yet; conceptual manual review recorded in [motion/validation.md](motion/validation.md) where applicable.
KBDL-MOT-031,Validation evidence,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,Not verified — no implementation exists yet; conceptual manual review recorded in [motion/validation.md](motion/validation.md) where applicable.,Not verified — no implementation exists yet; conceptual manual review recorded in [motion/validation.md](motion/validation.md) where applicable.
KBDL-MOT-032,Validation evidence,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,Not verified — no implementation exists yet; conceptual manual review recorded in [motion/validation.md](motion/validation.md) where applicable.,Not verified — no implementation exists yet; conceptual manual review recorded in [motion/validation.md](motion/validation.md) where applicable.
KBDL-MOT-033,Validation evidence,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,Not verified — no implementation exists yet; conceptual manual review recorded in [motion/validation.md](motion/validation.md) where applicable.,Not verified — no implementation exists yet; conceptual manual review recorded in [motion/validation.md](motion/validation.md) where applicable.
KBDL-MOT-034,Validation evidence,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,Not verified — no implementation exists yet; conceptual manual review recorded in [motion/validation.md](motion/validation.md) where applicable.,Not verified — no implementation exists yet; conceptual manual review recorded in [motion/validation.md](motion/validation.md) where applicable.
KBDL-MOT-028,Known limitation,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"Approval is a lifecycle decision, not implementation validation; these values must not be treated as `Verified` until an implementation exists and is measured.","Approval is a lifecycle decision, not implementation validation; these values must not be treated as `Verified` until an implementation exists and is measured."
KBDL-MOT-029,Known limitation,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"Approval is a lifecycle decision, not implementation validation; these values must not be treated as `Verified` until an implementation exists and is measured.","Approval is a lifecycle decision, not implementation validation; these values must not be treated as `Verified` until an implementation exists and is measured."
KBDL-MOT-030,Known limitation,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"Approval is a lifecycle decision, not implementation validation; these values must not be treated as `Verified` until an implementation exists and is measured.","Approval is a lifecycle decision, not implementation validation; these values must not be treated as `Verified` until an implementation exists and is measured."
KBDL-MOT-031,Known limitation,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"Approval is a lifecycle decision, not implementation validation; these values must not be treated as `Verified` until an implementation exists and is measured.","Approval is a lifecycle decision, not implementation validation; these values must not be treated as `Verified` until an implementation exists and is measured."
KBDL-MOT-032,Known limitation,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"Approval is a lifecycle decision, not implementation validation; these values must not be treated as `Verified` until an implementation exists and is measured.","Approval is a lifecycle decision, not implementation validation; these values must not be treated as `Verified` until an implementation exists and is measured."
KBDL-MOT-033,Known limitation,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"Approval is a lifecycle decision, not implementation validation; these values must not be treated as `Verified` until an implementation exists and is measured.","Approval is a lifecycle decision, not implementation validation; these values must not be treated as `Verified` until an implementation exists and is measured."
KBDL-MOT-034,Known limitation,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"Approval is a lifecycle decision, not implementation validation; these values must not be treated as `Verified` until an implementation exists and is measured.","Approval is a lifecycle decision, not implementation validation; these values must not be treated as `Verified` until an implementation exists and is measured."
KBDL-MOT-028,Packet or tracking destination,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-029,Packet or tracking destination,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-030,Packet or tracking destination,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-031,Packet or tracking destination,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-032,Packet or tracking destination,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
