Requirement ID,Field name,Field ownership class,Primary source type,Primary source path,Primary source section or anchor,Derivation rule,Authoritative expected value,Normative-block value,Approved-decision or confirmation value,Ledger value,Readable-group value,Effective value,Precedence result,Conflict result,Validation result,Defect details
KBDL-CMP-051,Pending dependencies,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-051,Derived from normative metadata or tracking row; explicit None permitted,None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-051,Related decision,B — Governance-owned,Approved decision register or explicit None,decision-register.md,KBDL-CMP-051,Every cited decision must exist and be Approved; None is explicit,None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-051,Notes or exclusions,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-051,Administrative reconciliation note bounded by higher-priority sources,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,Not applicable,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,GROUP PRESENT,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Owned fallback applied,None,PASS,None
KBDL-CMP-052,Requirement ID,A — Normative-owned,Normative requirement block,components-system.md,KBDL-CMP-052,ID parsed from normative block heading,KBDL-CMP-052,KBDL-CMP-052,Not applicable,KBDL-CMP-052,GROUP PRESENT,KBDL-CMP-052,Higher source preserved,None,PASS,None
KBDL-CMP-052,Blueprint section,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-052,Administrative grouping derived from readable traceability group,"KBDL-007 ownership boundary; extended system-component contract; surface architecture; Container Surface, Panel, Card, Accordion, Static Data Table",ABSENT,Not applicable,"KBDL-007 ownership boundary; extended system-component contract; surface architecture; Container Surface, Panel, Card, Accordion, Static Data Table",GROUP PRESENT,"KBDL-007 ownership boundary; extended system-component contract; surface architecture; Container Surface, Panel, Card, Accordion, Static Data Table",Owned fallback applied,None,PASS,None
KBDL-CMP-052,Roadmap prompt,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-052,Derived from owning module and approved roadmap sequence,KBDL-008,ABSENT,Not applicable,KBDL-008,GROUP PRESENT,KBDL-008,Owned fallback applied,None,PASS,None
KBDL-CMP-052,Specification location,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-052,Derived from normative source file and validated heading anchor,components-system.md#5-kbdl-007-ownership-boundary,[§5](#5-kbdl-007-ownership-boundary).,Not applicable,components-system.md#5-kbdl-007-ownership-boundary,GROUP PRESENT,components-system.md#5-kbdl-007-ownership-boundary,Higher source preserved,None,PASS,None
KBDL-CMP-052,Lifecycle status,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-052,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Approved,Approved,Not applicable,Approved,GROUP PRESENT,Approved,Higher source preserved,None,PASS,None
KBDL-CMP-052,Provenance,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-052,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Confirmed,Confirmed,Not applicable,Confirmed,GROUP PRESENT,Confirmed,Higher source preserved,None,PASS,None
KBDL-CMP-052,Validation classification,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-052,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Not applicable,Not applicable,Not applicable,Not applicable,GROUP PRESENT,Not applicable,Higher source preserved,None,PASS,None
KBDL-CMP-052,Verified scope,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-052,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-052,Not-verified scope,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-052,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-052,Authority,B — Governance-owned,AR2/decision/standard resolution of candidate expression,evidence/kbdl-011-r13/artifacts/approved-authority-chain-audit.csv,KBDL-CMP-052,Ledger expression is candidate only; independently resolve every target and scope,"Approved (scope-control requirement, extends KBDL-CMP-005)",ABSENT,PASS,"Approved (scope-control requirement, extends KBDL-CMP-005)",GROUP PRESENT,"Approved (scope-control requirement, extends KBDL-CMP-005)",Owned fallback applied,None,PASS,None
KBDL-CMP-052,Validation method,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-052,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,"Manual scope-compliance review (performed, see implementation report).","Manual scope-compliance review (performed, see implementation report).",Not applicable,"Manual scope-compliance review (performed, see implementation report)",GROUP PRESENT,"Manual scope-compliance review (performed, see implementation report).",Higher source preserved,None,PASS,None
KBDL-CMP-052,Validation evidence,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-052,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Not verified — no implementation exists yet,ABSENT,Not applicable,Not verified — no implementation exists yet,GROUP PRESENT,Not verified — no implementation exists yet,Owned fallback applied,None,PASS,None
KBDL-CMP-052,Known limitation,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-052,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Implementation-dependent,ABSENT,Not applicable,Implementation-dependent,GROUP PRESENT,Implementation-dependent,Owned fallback applied,None,PASS,None
KBDL-CMP-052,Packet or tracking destination,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-052,Derived from exact packet/tracking row; Approved permits explicit None,None — Approved,ABSENT,Not applicable,None — Approved,GROUP PRESENT,None — Approved,Owned fallback applied,None,PASS,None
KBDL-CMP-052,Pending dependencies,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-052,Derived from normative metadata or tracking row; explicit None permitted,None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-052,Related decision,B — Governance-owned,Approved decision register or explicit None,decision-register.md,KBDL-CMP-052,Every cited decision must exist and be Approved; None is explicit,None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-052,Notes or exclusions,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-052,Administrative reconciliation note bounded by higher-priority sources,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,Not applicable,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,GROUP PRESENT,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Owned fallback applied,None,PASS,None
KBDL-CMP-053,Requirement ID,A — Normative-owned,Normative requirement block,components-system.md,KBDL-CMP-053,ID parsed from normative block heading,KBDL-CMP-053,KBDL-CMP-053,Not applicable,KBDL-CMP-053,GROUP PRESENT,KBDL-CMP-053,Higher source preserved,None,PASS,None
KBDL-CMP-053,Blueprint section,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-053,Administrative grouping derived from readable traceability group,"KBDL-007 ownership boundary; extended system-component contract; surface architecture; Container Surface, Panel, Card, Accordion, Static Data Table",ABSENT,Not applicable,"KBDL-007 ownership boundary; extended system-component contract; surface architecture; Container Surface, Panel, Card, Accordion, Static Data Table",GROUP PRESENT,"KBDL-007 ownership boundary; extended system-component contract; surface architecture; Container Surface, Panel, Card, Accordion, Static Data Table",Owned fallback applied,None,PASS,None
KBDL-CMP-053,Roadmap prompt,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-053,Derived from owning module and approved roadmap sequence,KBDL-008,ABSENT,Not applicable,KBDL-008,GROUP PRESENT,KBDL-008,Owned fallback applied,None,PASS,None
KBDL-CMP-053,Specification location,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-053,Derived from normative source file and validated heading anchor,components-system.md#8-surface-architecture,[§8](#8-surface-architecture).,Not applicable,components-system.md#8-surface-architecture,GROUP PRESENT,components-system.md#8-surface-architecture,Higher source preserved,None,PASS,None
KBDL-CMP-053,Lifecycle status,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-053,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Approved,Approved,Not applicable,Approved,GROUP PRESENT,Approved,Higher source preserved,None,PASS,None
KBDL-CMP-053,Provenance,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-053,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Confirmed,Confirmed,Not applicable,Confirmed,GROUP PRESENT,Confirmed,Higher source preserved,None,PASS,None
KBDL-CMP-053,Validation classification,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-053,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Not verified,Not verified,Not applicable,Not verified,GROUP PRESENT,Not verified,Higher source preserved,None,PASS,None
KBDL-CMP-053,Verified scope,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-053,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-053,Not-verified scope,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-053,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Not verified,ABSENT,Not applicable,Not verified,GROUP PRESENT,Not verified,Owned fallback applied,None,PASS,None
KBDL-CMP-053,Authority,B — Governance-owned,AR2/decision/standard resolution of candidate expression,evidence/kbdl-011-r13/artifacts/approved-authority-chain-audit.csv,KBDL-CMP-053,Ledger expression is candidate only; independently resolve every target and scope,"Approved (extends the already-Approved native- semantics-first rule, KBDL-CMP-002, and the adopted ARIA 1.2 region role definition, to this module's surfaces)",ABSENT,PASS,"Approved (extends the already-Approved native- semantics-first rule, KBDL-CMP-002, and the adopted ARIA 1.2 region role definition, to this module's surfaces)",GROUP PRESENT,"Approved (extends the already-Approved native- semantics-first rule, KBDL-CMP-002, and the adopted ARIA 1.2 region role definition, to this module's surfaces)",Owned fallback applied,None,PASS,None
KBDL-CMP-053,Validation method,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-053,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Manual native-structure review once implemented.,Manual native-structure review once implemented.,Not applicable,Manual native-structure review once implemented,GROUP PRESENT,Manual native-structure review once implemented.,Higher source preserved,None,PASS,None
KBDL-CMP-053,Validation evidence,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-053,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Not verified — no implementation exists yet,ABSENT,Not applicable,Not verified — no implementation exists yet,GROUP PRESENT,Not verified — no implementation exists yet,Owned fallback applied,None,PASS,None
KBDL-CMP-053,Known limitation,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-053,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Implementation-dependent,ABSENT,Not applicable,Implementation-dependent,GROUP PRESENT,Implementation-dependent,Owned fallback applied,None,PASS,None
KBDL-CMP-053,Packet or tracking destination,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-053,Derived from exact packet/tracking row; Approved permits explicit None,None — Approved,ABSENT,Not applicable,None — Approved,GROUP PRESENT,None — Approved,Owned fallback applied,None,PASS,None
KBDL-CMP-053,Pending dependencies,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-053,Derived from normative metadata or tracking row; explicit None permitted,None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-053,Related decision,B — Governance-owned,Approved decision register or explicit None,decision-register.md,KBDL-CMP-053,Every cited decision must exist and be Approved; None is explicit,None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-053,Notes or exclusions,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-053,Administrative reconciliation note bounded by higher-priority sources,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,Not applicable,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,GROUP PRESENT,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Owned fallback applied,None,PASS,None
KBDL-CMP-054,Requirement ID,A — Normative-owned,Normative requirement block,components-system.md,KBDL-CMP-054,ID parsed from normative block heading,KBDL-CMP-054,KBDL-CMP-054,Not applicable,KBDL-CMP-054,GROUP PRESENT,KBDL-CMP-054,Higher source preserved,None,PASS,None
KBDL-CMP-054,Blueprint section,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-054,Administrative grouping derived from readable traceability group,"KBDL-007 ownership boundary; extended system-component contract; surface architecture; Container Surface, Panel, Card, Accordion, Static Data Table",ABSENT,Not applicable,"KBDL-007 ownership boundary; extended system-component contract; surface architecture; Container Surface, Panel, Card, Accordion, Static Data Table",GROUP PRESENT,"KBDL-007 ownership boundary; extended system-component contract; surface architecture; Container Surface, Panel, Card, Accordion, Static Data Table",Owned fallback applied,None,PASS,None
KBDL-CMP-054,Roadmap prompt,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-054,Derived from owning module and approved roadmap sequence,KBDL-008,ABSENT,Not applicable,KBDL-008,GROUP PRESENT,KBDL-008,Owned fallback applied,None,PASS,None
KBDL-CMP-054,Specification location,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-054,Derived from normative source file and validated heading anchor,components-system.md#91-container-surface; components-system.md#92-panel,"[§9.1](#91-container-surface), [§9.2](#92-panel).",Not applicable,components-system.md#91-container-surface; components-system.md#92-panel,GROUP PRESENT,components-system.md#91-container-surface; components-system.md#92-panel,Higher source preserved,None,PASS,None
KBDL-CMP-054,Lifecycle status,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-054,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Approved,Approved,Not applicable,Approved,GROUP PRESENT,Approved,Higher source preserved,None,PASS,None
KBDL-CMP-054,Provenance,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-054,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Confirmed,Confirmed,Not applicable,Confirmed,GROUP PRESENT,Confirmed,Higher source preserved,None,PASS,None
KBDL-CMP-054,Validation classification,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-054,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Not verified,Not verified,Not applicable,Not verified,GROUP PRESENT,Not verified,Higher source preserved,None,PASS,None
KBDL-CMP-054,Verified scope,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-054,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-054,Not-verified scope,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-054,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Not verified,ABSENT,Not applicable,Not verified,GROUP PRESENT,Not verified,Owned fallback applied,None,PASS,None
KBDL-CMP-054,Authority,B — Governance-owned,AR2/decision/standard resolution of candidate expression,evidence/kbdl-011-r13/artifacts/approved-authority-chain-audit.csv,KBDL-CMP-054,Ledger expression is candidate only; independently resolve every target and scope,Approved (restates ARIA 1.2's region role definition),ABSENT,PASS,Approved (restates ARIA 1.2's region role definition),GROUP PRESENT,Approved (restates ARIA 1.2's region role definition),Owned fallback applied,None,PASS,None
KBDL-CMP-054,Validation method,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-054,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,"Manual semantic-structure review once implemented. ### 9.2 Panel A section-level grouping surface with an optional heading and description. Uses `region` semantics only when it is a significant, independently navigable section (per `KBDL-CMP-054`); otherwise remains neutral. Internal actions follow the KBDL-007 button/link contract unchanged. Composes with loading/empty/error states ([§15](#15-system-state-architecture)). Differs from Container Surface by optionally carrying section-level identity; differs from Dialog by never requiring modality or focus containment; differs from Card by never functioning as a summary/preview unit. ### 9.3 Card A summary or preview surface with heading/content hierarchy, an optional media relationship, and optional actions or a whole-card link.","Manual semantic-structure review once implemented. ### 9.2 Panel A section-level grouping surface with an optional heading and description. Uses `region` semantics only when it is a significant, independently navigable section (per `KBDL-CMP-054`); otherwise remains neutral. Internal actions follow the KBDL-007 button/link contract unchanged. Composes with loading/empty/error states ([§15](#15-system-state-architecture)). Differs from Container Surface by optionally carrying section-level identity; differs from Dialog by never requiring modality or focus containment; differs from Card by never functioning as a summary/preview unit. ### 9.3 Card A summary or preview surface with heading/content hierarchy, an optional media relationship, and optional actions or a whole-card link.",Not applicable,"Manual semantic-structure review once implemented. ### 9.2 Panel A section-level grouping surface with an optional heading and description. Uses region semantics only when it is a significant, independently navigable section (per KBDL-CMP-054); otherwise remains neutral. Internal actions follow the KBDL-007 button/link contract unchanged. Composes with loading/empty/error states ([§15](#15-system-state-architecture)). Differs from Container Surface by optionally carrying section-level identity; differs from Dialog by never requiring modality or focus containment; differs from Card by never functioning as a summary/preview unit. ### 9.3 Card A summary or preview surface with heading/content hierarchy, an optional media relationship, and optional actions or a whole-card link",GROUP PRESENT,"Manual semantic-structure review once implemented. ### 9.2 Panel A section-level grouping surface with an optional heading and description. Uses `region` semantics only when it is a significant, independently navigable section (per `KBDL-CMP-054`); otherwise remains neutral. Internal actions follow the KBDL-007 button/link contract unchanged. Composes with loading/empty/error states ([§15](#15-system-state-architecture)). Differs from Container Surface by optionally carrying section-level identity; differs from Dialog by never requiring modality or focus containment; differs from Card by never functioning as a summary/preview unit. ### 9.3 Card A summary or preview surface with heading/content hierarchy, an optional media relationship, and optional actions or a whole-card link.",Higher source preserved,None,PASS,None
KBDL-CMP-054,Validation evidence,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-054,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Not verified — no implementation exists yet,ABSENT,Not applicable,Not verified — no implementation exists yet,GROUP PRESENT,Not verified — no implementation exists yet,Owned fallback applied,None,PASS,None
KBDL-CMP-054,Known limitation,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-054,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Implementation-dependent,ABSENT,Not applicable,Implementation-dependent,GROUP PRESENT,Implementation-dependent,Owned fallback applied,None,PASS,None
KBDL-CMP-054,Packet or tracking destination,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-054,Derived from exact packet/tracking row; Approved permits explicit None,None — Approved,ABSENT,Not applicable,None — Approved,GROUP PRESENT,None — Approved,Owned fallback applied,None,PASS,None
KBDL-CMP-054,Pending dependencies,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-054,Derived from normative metadata or tracking row; explicit None permitted,None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-054,Related decision,B — Governance-owned,Approved decision register or explicit None,decision-register.md,KBDL-CMP-054,Every cited decision must exist and be Approved; None is explicit,None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-054,Notes or exclusions,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-054,Administrative reconciliation note bounded by higher-priority sources,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,Not applicable,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,GROUP PRESENT,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Owned fallback applied,None,PASS,None
KBDL-CMP-055,Requirement ID,A — Normative-owned,Normative requirement block,components-system.md,KBDL-CMP-055,ID parsed from normative block heading,KBDL-CMP-055,KBDL-CMP-055,Not applicable,KBDL-CMP-055,GROUP PRESENT,KBDL-CMP-055,Higher source preserved,None,PASS,None
KBDL-CMP-055,Blueprint section,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-055,Administrative grouping derived from readable traceability group,"KBDL-007 ownership boundary; extended system-component contract; surface architecture; Container Surface, Panel, Card, Accordion, Static Data Table",ABSENT,Not applicable,"KBDL-007 ownership boundary; extended system-component contract; surface architecture; Container Surface, Panel, Card, Accordion, Static Data Table",GROUP PRESENT,"KBDL-007 ownership boundary; extended system-component contract; surface architecture; Container Surface, Panel, Card, Accordion, Static Data Table",Owned fallback applied,None,PASS,None
KBDL-CMP-055,Roadmap prompt,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-055,Derived from owning module and approved roadmap sequence,KBDL-008,ABSENT,Not applicable,KBDL-008,GROUP PRESENT,KBDL-008,Owned fallback applied,None,PASS,None
KBDL-CMP-055,Specification location,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-055,Derived from normative source file and validated heading anchor,components-system.md#93-card,[§9.3](#93-card).,Not applicable,components-system.md#93-card,GROUP PRESENT,components-system.md#93-card,Higher source preserved,None,PASS,None
KBDL-CMP-055,Lifecycle status,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-055,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Approved,Approved,Not applicable,Approved,GROUP PRESENT,Approved,Higher source preserved,None,PASS,None
KBDL-CMP-055,Provenance,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-055,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Confirmed,Confirmed,Not applicable,Confirmed,GROUP PRESENT,Confirmed,Higher source preserved,None,PASS,None
KBDL-CMP-055,Validation classification,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-055,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Not verified,Not verified,Not applicable,Not verified,GROUP PRESENT,Not verified,Higher source preserved,None,PASS,None
KBDL-CMP-055,Verified scope,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-055,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-055,Not-verified scope,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-055,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Not verified,ABSENT,Not applicable,Not verified,GROUP PRESENT,Not verified,Owned fallback applied,None,PASS,None
KBDL-CMP-055,Authority,B — Governance-owned,AR2/decision/standard resolution of candidate expression,evidence/kbdl-011-r13/artifacts/approved-authority-chain-audit.csv,KBDL-CMP-055,Ledger expression is candidate only; independently resolve every target and scope,"Approved (restates the native HTML prohibition on nested interactive elements and the already-Approved hover- independent-discoverability requirement, responsive.md §24); project-owner-approved KBDL-007/008 implementation prompt",ABSENT,PASS,"Approved (restates the native HTML prohibition on nested interactive elements and the already-Approved hover- independent-discoverability requirement, responsive.md §24); project-owner-approved KBDL-007/008 implementation prompt",GROUP PRESENT,"Approved (restates the native HTML prohibition on nested interactive elements and the already-Approved hover- independent-discoverability requirement, responsive.md §24); project-owner-approved KBDL-007/008 implementation prompt",Owned fallback applied,None,PASS,None
KBDL-CMP-055,Validation method,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-055,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,"Manual DOM-structure and keyboard review once implemented. A card's selected or current state must not be communicated by color alone, per `KBDL-CMP-004`'s already-Approved state-clarity rule, applied here without change. The exact card-variant taxonomy (media- forward, text-only, action-forward, and similar) is new KBDL-008 policy:","Manual DOM-structure and keyboard review once implemented. A card's selected or current state must not be communicated by color alone, per `KBDL-CMP-004`'s already-Approved state-clarity rule, applied here without change. The exact card-variant taxonomy (media- forward, text-only, action-forward, and similar) is new KBDL-008 policy:",Not applicable,"Manual DOM-structure and keyboard review once implemented. A card's selected or current state must not be communicated by color alone, per KBDL-CMP-004's already-Approved state-clarity rule, applied here without change. The exact card-variant taxonomy (media- forward, text-only, action-forward, and similar) is new KBDL-008 policy:",GROUP PRESENT,"Manual DOM-structure and keyboard review once implemented. A card's selected or current state must not be communicated by color alone, per `KBDL-CMP-004`'s already-Approved state-clarity rule, applied here without change. The exact card-variant taxonomy (media- forward, text-only, action-forward, and similar) is new KBDL-008 policy:",Higher source preserved,None,PASS,None
KBDL-CMP-055,Validation evidence,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-055,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Not verified — no implementation exists yet,ABSENT,Not applicable,Not verified — no implementation exists yet,GROUP PRESENT,Not verified — no implementation exists yet,Owned fallback applied,None,PASS,None
KBDL-CMP-055,Known limitation,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-055,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Implementation-dependent,ABSENT,Not applicable,Implementation-dependent,GROUP PRESENT,Implementation-dependent,Owned fallback applied,None,PASS,None
KBDL-CMP-055,Packet or tracking destination,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-055,Derived from exact packet/tracking row; Approved permits explicit None,None — Approved,ABSENT,Not applicable,None — Approved,GROUP PRESENT,None — Approved,Owned fallback applied,None,PASS,None
KBDL-CMP-055,Pending dependencies,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-055,Derived from normative metadata or tracking row; explicit None permitted,None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
