Requirement ID,Candidate authority expression,Authority classification,AR2 mapping,Resolved decisions,Resolved requirements,Adopted standard basis,Historical approval status,Result,Defect details
KBDL-CUS-007,"KBDL-GOV-002, governance exception process, and mandatory KBDL-010 Classes E/F",Prior-Approved-requirement-derived,None,None,KBDL-GOV-002,None,Not applicable,PASS,None
KBDL-CUS-008,Mandatory KBDL-010 workflow; project-owner-approved KBDL-010 implementation prompt,AR2 prompt-derived,KBDL-010,None,None,None,UNRECOVERED,PASS,None
KBDL-CUS-009,Mandatory KBDL-010 intake fields; project-owner-approved KBDL-010 implementation prompt,AR2 prompt-derived,KBDL-010,None,None,None,UNRECOVERED,PASS,None
KBDL-CUS-010,"KBDL-DEC-004, conventions, and mandatory KBDL-010 record fields",Approved decision-derived,None,KBDL-DEC-004,None,None,Not applicable,PASS,None
KBDL-CUS-011,Mandatory KBDL-010 impact and evidence clauses; project-owner-approved KBDL-010 implementation prompt,AR2 prompt-derived,KBDL-010,None,None,None,UNRECOVERED,PASS,None
KBDL-CUS-012,Mandatory KBDL-010 change and rollback clauses; project-owner-approved KBDL-010 implementation prompt,AR2 prompt-derived,KBDL-010,None,None,None,UNRECOVERED,PASS,None
KBDL-CUS-013,Approved foundation requirements plus mandatory KBDL-010 boundary; project-owner-approved KBDL-010 implementation prompt,AR2 prompt-derived,KBDL-010,None,None,None,UNRECOVERED,PASS,None
KBDL-CUS-014,"Approved KBDL-THM-003, 005, 006, 013, 014 plus mandatory KBDL-010 boundary",Prior-Approved-requirement-derived,None,None,KBDL-THM-003,None,Not applicable,PASS,None
KBDL-CUS-015,Approved motion requirements plus mandatory KBDL-010 boundary; project-owner-approved KBDL-010 implementation prompt,AR2 prompt-derived,KBDL-010,None,None,None,UNRECOVERED,PASS,None
KBDL-CUS-016,Approved responsive requirements plus mandatory KBDL-010 boundary; project-owner-approved KBDL-010 implementation prompt,AR2 prompt-derived,KBDL-010,None,None,None,UNRECOVERED,PASS,None
KBDL-CUS-017,"KBDL-GOV-002, Approved accessibility requirements, and mandatory KBDL-010 boundary",Prior-Approved-requirement-derived,None,None,KBDL-GOV-002,None,Not applicable,PASS,None
KBDL-CUS-018,Approved KBDL-007 requirements plus mandatory KBDL-010 boundary; project-owner-approved KBDL-010 implementation prompt,AR2 prompt-derived,KBDL-010,None,None,None,UNRECOVERED,PASS,None
KBDL-CUS-019,Approved KBDL-008 requirements plus mandatory KBDL-010 boundary; project-owner-approved KBDL-010 implementation prompt,AR2 prompt-derived,KBDL-010,None,None,None,UNRECOVERED,PASS,None
KBDL-CUS-020,"Approved KBDL-PRO-001–008, 010–015, 019–026 plus mandatory KBDL-010 boundary",Prior-Approved-requirement-derived,None,None,KBDL-PRO-001,None,Not applicable,PASS,None
KBDL-CUS-021,Prior Approved security/correctness requirements plus mandatory KBDL-010 boundary; project-owner-approved KBDL-010 implementation prompt,AR2 prompt-derived,KBDL-010,None,None,None,UNRECOVERED,PASS,None
KBDL-CUS-022,Mandatory KBDL-010 handoff and scope clauses; project-owner-approved KBDL-010 implementation prompt,AR2 prompt-derived,KBDL-010,None,None,None,UNRECOVERED,PASS,None
KBDL-FND-001,Project-owner-approved KBDL-003 implementation prompt; authoritative provenance: Confirmed (derived from KBDL-002),AR2 prompt-derived,KBDL-003,None,None,None,UNRECOVERED,PASS,None
KBDL-FND-002,Project-owner-approved KBDL-003 implementation prompt; authoritative provenance: Confirmed,AR2 prompt-derived,KBDL-003,None,None,None,UNRECOVERED,PASS,None
KBDL-FND-003,Project-owner-approved KBDL-003 implementation prompt; authoritative provenance: Confirmed,AR2 prompt-derived,KBDL-003,None,None,None,UNRECOVERED,PASS,None
KBDL-FND-004,Project-owner-approved KBDL-003 implementation prompt; authoritative provenance: Confirmed,AR2 prompt-derived,KBDL-003,None,None,None,UNRECOVERED,PASS,None
KBDL-FND-005,Project-owner-approved KBDL-003 implementation prompt; authoritative provenance: Confirmed,AR2 prompt-derived,KBDL-003,None,None,None,UNRECOVERED,PASS,None
KBDL-FND-006,Project-owner-approved KBDL-003 implementation prompt; authoritative provenance: Confirmed,AR2 prompt-derived,KBDL-003,None,None,None,UNRECOVERED,PASS,None
KBDL-FND-007,Project-owner-approved KBDL-003 implementation prompt; authoritative provenance: Confirmed,AR2 prompt-derived,KBDL-003,None,None,None,UNRECOVERED,PASS,None
KBDL-FND-008,Project-owner-approved KBDL-003 implementation prompt; authoritative provenance: Confirmed,AR2 prompt-derived,KBDL-003,None,None,None,UNRECOVERED,PASS,None
KBDL-FND-009,Approved (project owner approved via the foundation decision packet; see KBDL-DEC-012),Approved decision-derived,None,KBDL-DEC-012,None,None,Not applicable,PASS,None
KBDL-FND-010,Approved (project owner approved via the foundation decision packet; see KBDL-DEC-012),Approved decision-derived,None,KBDL-DEC-012,None,None,Not applicable,PASS,None
KBDL-FND-011,Approved (project owner approved via the foundation decision packet; see KBDL-DEC-012),Approved decision-derived,None,KBDL-DEC-012,None,None,Not applicable,PASS,None
KBDL-FND-012,Approved (project owner approved via the foundation decision packet; see KBDL-DEC-012),Approved decision-derived,None,KBDL-DEC-012,None,None,Not applicable,PASS,None
KBDL-GOV-001,Project-owner-approved KBDL-001 prompt and KBDL-DEC-002,Mixed,KBDL-001,KBDL-DEC-002,None,None,UNRECOVERED,PASS,None
KBDL-GOV-002,Project-owner-approved KBDL-001 prompt and KBDL-DEC-010,Mixed,KBDL-001,KBDL-DEC-010,None,None,UNRECOVERED,PASS,None
KBDL-GOV-003,Project-owner-approved KBDL-001 prompt and KBDL-DEC-011,Mixed,KBDL-001,KBDL-DEC-011,None,None,UNRECOVERED,PASS,None
KBDL-MOT-001,"Approved (directly restates the locked Motion Purpose rule, principles.md §5.1); project-owner-approved KBDL-005 implementation prompt",AR2 prompt-derived,KBDL-005,None,None,None,UNRECOVERED,PASS,None
KBDL-MOT-002,Project-owner-approved KBDL-005 implementation prompt; authoritative provenance: User-provided,AR2 prompt-derived,KBDL-005,None,None,None,UNRECOVERED,PASS,None
KBDL-MOT-003,Approved (directly extends KBDL-PRN-002),Prior-Approved-requirement-derived,None,None,KBDL-PRN-002,None,Not applicable,PASS,None
KBDL-MOT-004,"Approved (structural requirement; the categories' exact intensity defaults remain Recommended, see KBDL-MOT-006)",Prior-Approved-requirement-derived,None,None,KBDL-MOT-006,None,Not applicable,PASS,None
KBDL-MOT-005,Approved (per KBDL-DEC-014; the specific five-level structure and names were new KBDL-005 policy until this approval),Approved decision-derived,None,KBDL-DEC-014,None,None,Not applicable,PASS,None
KBDL-MOT-006,"Approved (per KBDL-DEC-014, decision packet item 14)",Approved decision-derived,None,KBDL-DEC-014,None,None,Not applicable,PASS,None
KBDL-MOT-007,"Approved (per KBDL-DEC-014, decision packet item 2, together with KBDL-MOT-008, as one timing system)",Approved decision-derived,None,KBDL-DEC-014,KBDL-MOT-008,None,Not applicable,PASS,None
KBDL-MOT-008,"Approved (per KBDL-DEC-014, decision packet item 2, together with KBDL-MOT-007, as one timing system)",Approved decision-derived,None,KBDL-DEC-014,KBDL-MOT-007,None,Not applicable,PASS,None
KBDL-MOT-009,"Approved (per KBDL-DEC-014, decision packet item 3)",Approved decision-derived,None,KBDL-DEC-014,None,None,Not applicable,PASS,None
KBDL-MOT-010,"Approved (per KBDL-DEC-014, decision packet item 4)",Approved decision-derived,None,KBDL-DEC-014,None,None,Not applicable,PASS,None
KBDL-MOT-011,"Approved (per KBDL-DEC-014, decision packet item 5)",Approved decision-derived,None,KBDL-DEC-014,None,None,Not applicable,PASS,None
KBDL-MOT-012,Approved (directly restates the safety/correctness priority already established in KBDL-PRN-002 and §3.3),Prior-Approved-requirement-derived,None,None,KBDL-PRN-002,None,Not applicable,PASS,None
KBDL-MOT-013,"Approved (per KBDL-DEC-014, decision packet item 15)",Approved decision-derived,None,KBDL-DEC-014,None,None,Not applicable,PASS,None
KBDL-MOT-014,"Approved (directly restates Technical Utility's ""visible progress"" and ""error prevention"" qualities); project-owner-approved KBDL-005 implementation prompt",AR2 prompt-derived,KBDL-005,None,None,None,UNRECOVERED,PASS,None
KBDL-MOT-015,Approved (directly restates accessibility's requirement for a non-gesture equivalent); project-owner-approved KBDL-005 implementation prompt,AR2 prompt-derived,KBDL-005,None,None,None,UNRECOVERED,PASS,None
KBDL-MOT-016,"Approved (directly restates the locked component-state-clarity rule — ""must not rely on color/motion alone"" — and Accessibility by Default); project-owner-approved KBDL-005 implementation prompt",AR2 prompt-derived,KBDL-005,None,None,None,UNRECOVERED,PASS,None
KBDL-MOT-017,"Approved (directly restates the locked Motion Purpose rule that continuous motion must be controlled, and the already-Approved reduced-motion requirement KBDL-THM-012a)",Prior-Approved-requirement-derived,None,None,KBDL-THM-012a,None,Not applicable,PASS,None
KBDL-MOT-018,"Approved (directly restates accessibility's requirement that content remain accessible without script/animation, and the reduced-motion requirement); project-owner-approved KBDL-005 implementation prompt",AR2 prompt-derived,KBDL-005,None,None,None,UNRECOVERED,PASS,None
KBDL-MOT-019,"Approved (directly restates WCAG 2.2 AA's autoplay-with-sound prohibition and pause/stop requirement, already adopted under KBDL-DEC-010)",Mixed,None,KBDL-DEC-010,None,adopted-standard-derived,Not applicable,PASS,None
KBDL-MOT-020,"Approved (per KBDL-DEC-014, decision packet item 10; the underlying non-blocking, readable, focus-preserving requirements were already Approved under KBDL-THM-012/012a and are unaffected)",Approved decision-derived,None,KBDL-DEC-014,KBDL-THM-012,None,Not applicable,PASS,None
KBDL-MOT-021,Approved (directly restates safety/correctness and state-comprehension priorities); project-owner-approved KBDL-005 implementation prompt,AR2 prompt-derived,KBDL-005,None,None,None,UNRECOVERED,PASS,None
KBDL-MOT-022,"Approved (directly restates KBDL-THM-012a and KBDL's enhanced motion-safety baseline, KBDL-DEC-010)",Approved decision-derived,None,KBDL-DEC-010,KBDL-THM-012a,None,Not applicable,PASS,None
KBDL-MOT-023,"Approved (directly restates KBDL's enhanced motion-safety requirement, KBDL-DEC-010)",Approved decision-derived,None,KBDL-DEC-010,None,None,Not applicable,PASS,None
KBDL-MOT-024,"Approved (directly restates Performance-Aware Enhancement, KBDL-PRN-003/§6.9)",Prior-Approved-requirement-derived,None,None,KBDL-PRN-003,None,Not applicable,PASS,None
KBDL-MOT-025,Approved (directly restates Accessibility by Default); project-owner-approved KBDL-005 implementation prompt,AR2 prompt-derived,KBDL-005,None,None,None,UNRECOVERED,PASS,None
KBDL-MOT-026,"Approved (directly restates KBDL-PRN-007, Adaptability Without Fragmentation)",Prior-Approved-requirement-derived,None,None,KBDL-PRN-007,None,Not applicable,PASS,None
KBDL-MOT-027,Approved (this governance rule itself directly restates conventions.md §1.1); project-owner-approved KBDL-005 implementation prompt,AR2 prompt-derived,KBDL-005,None,None,None,UNRECOVERED,PASS,None
KBDL-MOT-028,"Approved (per KBDL-DEC-014, decision packet item 6)",Approved decision-derived,None,KBDL-DEC-014,None,None,Not applicable,PASS,None
KBDL-MOT-029,"Approved (per KBDL-DEC-014, decision packet item 7)",Approved decision-derived,None,KBDL-DEC-014,None,None,Not applicable,PASS,None
KBDL-MOT-030,"Approved (per KBDL-DEC-014, decision packet item 8)",Approved decision-derived,None,KBDL-DEC-014,None,None,Not applicable,PASS,None
KBDL-MOT-031,"Approved (per KBDL-DEC-014, decision packet item 9)",Approved decision-derived,None,KBDL-DEC-014,None,None,Not applicable,PASS,None
KBDL-MOT-032,"Approved (per KBDL-DEC-014, decision packet item 11)",Approved decision-derived,None,KBDL-DEC-014,None,None,Not applicable,PASS,None
KBDL-MOT-033,"Approved (per KBDL-DEC-014, decision packet item 12)",Approved decision-derived,None,KBDL-DEC-014,None,None,Not applicable,PASS,None
KBDL-MOT-034,"Approved (per KBDL-DEC-014, decision packet item 13)",Approved decision-derived,None,KBDL-DEC-014,None,None,Not applicable,PASS,None
KBDL-PRN-001,Project-owner-approved KBDL-002 implementation prompt; authoritative provenance: User-provided (blueprint) and Confirmed (derived from KBDL-001 decisions),AR2 prompt-derived,KBDL-002,None,None,None,UNRECOVERED,PASS,None
KBDL-PRN-002,Project-owner-approved KBDL-002 implementation prompt; authoritative provenance: User-provided,AR2 prompt-derived,KBDL-002,None,None,None,UNRECOVERED,PASS,None
KBDL-PRN-003,Project-owner-approved KBDL-002 implementation prompt; authoritative provenance: User-provided,AR2 prompt-derived,KBDL-002,None,None,None,UNRECOVERED,PASS,None
KBDL-PRN-004,Project-owner-approved KBDL-002 implementation prompt; authoritative provenance: User-provided,AR2 prompt-derived,KBDL-002,None,None,None,UNRECOVERED,PASS,None
KBDL-PRN-005,Project-owner-approved KBDL-002 implementation prompt; authoritative provenance: User-provided,AR2 prompt-derived,KBDL-002,None,None,None,UNRECOVERED,PASS,None
KBDL-PRN-006,Project-owner-approved KBDL-002 implementation prompt; authoritative provenance: User-provided,AR2 prompt-derived,KBDL-002,None,None,None,UNRECOVERED,PASS,None
KBDL-PRN-007,Project-owner-approved KBDL-002 implementation prompt; authoritative provenance: User-provided,AR2 prompt-derived,KBDL-002,None,None,None,UNRECOVERED,PASS,None
KBDL-PRN-008,Project-owner-approved KBDL-002 implementation prompt; authoritative provenance: User-provided,AR2 prompt-derived,KBDL-002,None,None,None,UNRECOVERED,PASS,None
KBDL-PRO-001,"restates and consolidates the already-Approved KBDL-PRN-007, KBDL-FND-008, KBDL-THM-006, KBDL-MOT-026, KBDL-A11Y-040, KBDL-CMP-051, and KBDL-CMP-066, each of which independently requires shared architecture in its own module",Prior-Approved-requirement-derived,None,None,KBDL-PRN-007; KBDL-FND-008; KBDL-THM-006; KBDL-MOT-026; KBDL-A11Y-040; KBDL-CMP-051; KBDL-CMP-066,None,Not applicable,PASS,None
KBDL-PRO-002,"the accessibility-preference distinction restates the already-Approved independence of reduced-motion and forced-colors preferences from any presentational grouping, accessibility.md §44; the complete terminology distinction is an explicit mandatory clause of the approved KBDL-009 prompt's Terminology section",AR2 prompt-derived,KBDL-009,None,None,None,UNRECOVERED,PASS,None
KBDL-PRO-003,"restates principles.md §9.4 and the design-decision hierarchy, principles.md §8; project-owner-approved KBDL-009 implementation prompt",AR2 prompt-derived,KBDL-009,None,None,None,UNRECOVERED,PASS,None
KBDL-PRO-004,restates principles.md §5.2 and the already-Approved per-module profile-interpretation sections cited in §3; project-owner-approved KBDL-009 implementation prompt,AR2 prompt-derived,KBDL-009,None,None,None,UNRECOVERED,PASS,None
KBDL-PRO-005,restates principles.md §5.3; project-owner-approved KBDL-009 implementation prompt,AR2 prompt-derived,KBDL-009,None,None,None,UNRECOVERED,PASS,None
KBDL-PRO-006,"scope-control requirement, explicit mandatory clause of the approved KBDL-009 prompt's Locked/Controlled/ Open section",AR2 prompt-derived,KBDL-009,None,None,None,UNRECOVERED,PASS,None
KBDL-PRO-007,the required field list is an explicit mandatory clause of the approved KBDL-009 prompt's Profile Selection and Declaration section,AR2 prompt-derived,KBDL-009,None,None,None,UNRECOVERED,PASS,None
KBDL-PRO-008,"explicit mandatory clause of the approved KBDL-009 prompt's Profile Selection and Declaration section; also extends the already-Approved Accessibility by Default principle, principles.md §6.8",AR2 prompt-derived,KBDL-009,None,None,None,UNRECOVERED,PASS,None
KBDL-PRO-010,"consolidates the already-Approved Showcase interpretation already established in principles.md §9.1, foundations/README.md §4.1, themes/README.md §8 Showcase, motion/patterns.md §10.1, and responsive.md §28; project-owner-approved KBDL-009 implementation prompt",AR2 prompt-derived,KBDL-009,None,None,None,UNRECOVERED,PASS,None
KBDL-PRO-011,"consolidates the already-Approved Precision interpretation in principles.md §9.2, foundations/README.md §4.2, themes/README.md §8 Precision, motion/patterns.md §10.2, and responsive.md §29; project-owner-approved KBDL-009 implementation prompt",AR2 prompt-derived,KBDL-009,None,None,None,UNRECOVERED,PASS,None
KBDL-PRO-012,"consolidates the already-Approved Flow interpretation in principles.md §9.3, foundations/README.md §4.3, themes/README.md §8 Flow, motion/patterns.md §10.3, and responsive.md §30; project-owner-approved KBDL-009 implementation prompt",AR2 prompt-derived,KBDL-009,None,None,None,UNRECOVERED,PASS,None
KBDL-PRO-013,"restates the already-Approved KBDL-CMP-051, KBDL-CMP-066, KBDL-CMP-055 hover-independent- discoverability prohibition, KBDL-CMP-072 tooltip-naming- independence rule, and KBDL-CMP-107 carousel pause/stop/hide requirement",Prior-Approved-requirement-derived,None,None,KBDL-CMP-051; KBDL-CMP-066; KBDL-CMP-055; KBDL-CMP-072; KBDL-CMP-107,None,Not applicable,PASS,None
KBDL-PRO-014,"restates the already-Approved KBDL-CMP-051, KBDL-CMP-066, KBDL-CMP-010 WCAG 24×24 target- size minimum, KBDL-CMP-070 native-table/grid-misuse prohibition, and KBDL-CMP-055 hover-independent-discoverability prohibition",Mixed,None,None,KBDL-CMP-051; KBDL-CMP-066; KBDL-CMP-010; KBDL-CMP-070; KBDL-CMP-055,adopted-standard-derived,Not applicable,PASS,None
KBDL-PRO-015,"restates the already-Approved KBDL-CMP-051, KBDL-CMP-066, and KBDL-CMP-090 toast critical-information-persistence requirement",Prior-Approved-requirement-derived,None,None,KBDL-CMP-051; KBDL-CMP-066; KBDL-CMP-090,None,Not applicable,PASS,None
KBDL-PRO-019,"restates the already-Approved KBDL-PRN-003, extended explicitly to per-profile mapping",Prior-Approved-requirement-derived,None,None,KBDL-PRN-003,None,Not applicable,PASS,None
KBDL-PRO-020,restates and extends the already- Approved KBDL-CMP-051 explicitly to this module's own mapping,Prior-Approved-requirement-derived,None,None,KBDL-CMP-051,None,Not applicable,PASS,None
KBDL-PRO-021,restates and extends the already- Approved KBDL-CMP-066 explicitly to this module's own mapping,Prior-Approved-requirement-derived,None,None,KBDL-CMP-066,None,Not applicable,PASS,None
KBDL-PRO-022,"restates the already-Approved Consumer Comprehension principle, principles.md §6.3, and the already-Approved KBDL-CMP-101/103 honest-system-state- communication rules",Prior-Approved-requirement-derived,None,None,KBDL-CMP-101,None,Not applicable,PASS,None
KBDL-PRO-023,"restates the already-Approved KBDL-CMP-063, 064, 098, 101, 103, 104 security and correctness principles, extended explicitly to profile emphasis by the approved KBDL-009 prompt's Security Requirements section",Mixed,KBDL-009,None,KBDL-CMP-063,None,UNRECOVERED,PASS,None
KBDL-PRO-024,restates principles.md §8 and governance.md § Exception process; project-owner-approved KBDL-009 implementation prompt,AR2 prompt-derived,KBDL-009,None,None,None,UNRECOVERED,PASS,None
KBDL-PRO-025,"scope-control requirement, explicit mandatory clause of the approved KBDL-009 prompt",AR2 prompt-derived,KBDL-009,None,None,None,UNRECOVERED,PASS,None
KBDL-PRO-026,explicit mandatory field list from the approved KBDL-009 prompt's Profile Adoption and Change Management section,AR2 prompt-derived,KBDL-009,None,None,None,UNRECOVERED,PASS,None
KBDL-RSP-001,"Approved (directly restates the locked responsive-content-priority rule, principles.md §5.1); project-owner-approved KBDL-006 implementation prompt",AR2 prompt-derived,KBDL-006,None,None,None,UNRECOVERED,PASS,None
KBDL-RSP-006,"Approved (directly restates WCAG 2.2 SC 1.4.10, Level AA)",adopted-standard-derived,None,None,None,adopted-standard-derived,Not applicable,PASS,None
KBDL-RSP-007,"Approved (directly restates WCAG 2.2 SC 1.3.2 and SC 2.4.3, both cited)",adopted-standard-derived,None,None,None,adopted-standard-derived,Not applicable,PASS,None
KBDL-RSP-009,"Approved (directly restates KBDL-PRN-003, Clarity Before Spectacle, and Technical Utility's density exclusion)",Prior-Approved-requirement-derived,None,None,KBDL-PRN-003,None,Not applicable,PASS,None
KBDL-RSP-010,"Approved (directly restates foundations/iconography-media.md §2.3, §2.5); project-owner-approved KBDL-006 implementation prompt",AR2 prompt-derived,KBDL-006,None,None,None,UNRECOVERED,PASS,None
KBDL-RSP-012,"Approved (restates Showcase's documented compositional emphasis, already Approved per principles.md §9.1); project-owner-approved KBDL-006 implementation prompt",AR2 prompt-derived,KBDL-006,None,None,None,UNRECOVERED,PASS,None
KBDL-RSP-013,"Approved (directly restates WCAG 2.2 SC 2.4.11, Level AA)",adopted-standard-derived,None,None,None,adopted-standard-derived,Not applicable,PASS,None
KBDL-RSP-014,Approved (restates Technical Utility's predictable-behavior quality); project-owner-approved KBDL-006 implementation prompt,AR2 prompt-derived,KBDL-006,None,None,None,UNRECOVERED,PASS,None
KBDL-RSP-015,"Approved (directly restates WCAG 2.2 SC 1.3.4, Level AA)",adopted-standard-derived,None,None,None,adopted-standard-derived,Not applicable,PASS,None
KBDL-RSP-016,"Approved (directly restates WCAG 2.2 SC 1.4.4 and SC 1.4.10, both Level AA)",adopted-standard-derived,None,None,None,adopted-standard-derived,Not applicable,PASS,None
KBDL-RSP-017,"Approved (restates motion/accessibility-performance.md §4, already Approved, extended with layout detail); project-owner-approved KBDL-006 implementation prompt",AR2 prompt-derived,KBDL-006,None,None,None,UNRECOVERED,PASS,None
KBDL-RSP-018,"Approved (directly restates WCAG 2.2 SC 2.5.1 and SC 2.5.2, both Level A)",adopted-standard-derived,None,None,None,adopted-standard-derived,Not applicable,PASS,None
KBDL-RSP-019,"Approved (directly restates WCAG 2.2 SC 1.4.13, Level AA)",adopted-standard-derived,None,None,None,adopted-standard-derived,Not applicable,PASS,None
KBDL-RSP-020,"Approved (directly restates WCAG 2.2 SC 2.4.3, Level A)",adopted-standard-derived,None,None,None,adopted-standard-derived,Not applicable,PASS,None
KBDL-RSP-021,"Approved (restates motion/foundations.md §4, already Approved); project-owner-approved KBDL-006 implementation prompt",AR2 prompt-derived,KBDL-006,None,None,None,UNRECOVERED,PASS,None
KBDL-RSP-022,Approved (restates principles.md §6.9); project-owner-approved KBDL-006 implementation prompt,AR2 prompt-derived,KBDL-006,None,None,None,UNRECOVERED,PASS,None
KBDL-THM-001,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: Confirmed,AR2 prompt-derived,KBDL-004,None,None,None,UNRECOVERED,PASS,None
KBDL-THM-002,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: Confirmed,AR2 prompt-derived,KBDL-004,None,None,None,UNRECOVERED,PASS,None
KBDL-THM-003,"Approved — directly and explicitly stated in the KBDL-004 preconditions (""explicit user theme choice taking precedence where a control exists"" and ""system preference as the default source when no user choice exists""); project-owner-approved KBDL-004 implementation prompt",AR2 prompt-derived,KBDL-004,None,None,None,UNRECOVERED,PASS,None
KBDL-THM-004,"Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval, see KBDL-DEC-013)",Mixed,KBDL-004,KBDL-DEC-013,None,None,UNRECOVERED,PASS,None
KBDL-THM-005,"Approved — directly derived from the locked, already- approved accessibility rule in governance.md § KBDL-GOV-002 and principles.md §6.8; accessibility cannot be weakened by a project override",Prior-Approved-requirement-derived,None,None,KBDL-GOV-002,None,Not applicable,PASS,None
KBDL-THM-006,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: Confirmed,AR2 prompt-derived,KBDL-004,None,None,None,UNRECOVERED,PASS,None
KBDL-THM-007,Approved (opaque mappings only; the three excluded opacity values remain Recommended); project-owner-approved KBDL-004 implementation prompt,AR2 prompt-derived,KBDL-004,None,None,None,UNRECOVERED,PASS,None
KBDL-THM-008,Approved (opaque mappings only; the three excluded opacity values remain Recommended); project-owner-approved KBDL-004 implementation prompt,AR2 prompt-derived,KBDL-004,None,None,None,UNRECOVERED,PASS,None
KBDL-THM-009,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval),AR2 prompt-derived,KBDL-004,None,None,None,UNRECOVERED,PASS,None
KBDL-THM-010,Approved (opaque caption-band strategy only; translucent variants remain Not verified and excluded),adopted-standard-derived,None,None,None,adopted-standard-derived,Not applicable,PASS,None
KBDL-THM-011,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval),AR2 prompt-derived,KBDL-004,None,None,None,UNRECOVERED,PASS,None
KBDL-THM-012,Approved (conceptual guidance only; no timing/easing value exists or is approved here); project-owner-approved KBDL-004 implementation prompt,AR2 prompt-derived,KBDL-004,None,None,None,UNRECOVERED,PASS,None
KBDL-THM-012a,Approved — directly derived from the already-approved enhanced motion-safety requirement (decision-register.md § KBDL-DEC-010),Approved decision-derived,None,KBDL-DEC-010,None,None,Not applicable,PASS,None
KBDL-THM-013,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval),AR2 prompt-derived,KBDL-004,None,None,None,UNRECOVERED,PASS,None
KBDL-THM-014,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval),AR2 prompt-derived,KBDL-004,None,None,None,UNRECOVERED,PASS,None
KBDL-THM-015,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval),AR2 prompt-derived,KBDL-004,None,None,None,UNRECOVERED,PASS,None
KBDL-VAL-001,approved KBDL-011 prompt,AR2 prompt-derived,KBDL-011,None,None,None,UNRECOVERED,PASS,None
KBDL-VAL-002,approved prompt,AR2 prompt-derived,KBDL-011,None,None,None,UNRECOVERED,PASS,None
KBDL-VAL-003,approved prompt and GOV-003,AR2 prompt-derived,KBDL-011,None,None,None,UNRECOVERED,PASS,None
KBDL-VAL-004,approved prompt and GOV-003,AR2 prompt-derived,KBDL-011,None,None,None,UNRECOVERED,PASS,None
KBDL-VAL-005,approved prompt,AR2 prompt-derived,KBDL-011,None,None,None,UNRECOVERED,PASS,None
KBDL-VAL-006,approved prompt,AR2 prompt-derived,KBDL-011,None,None,None,UNRECOVERED,PASS,None
KBDL-VAL-007,approved prompt,AR2 prompt-derived,KBDL-011,None,None,None,UNRECOVERED,PASS,None
KBDL-VAL-008,approved prompt and prior shared-architecture rules,AR2 prompt-derived,KBDL-011,None,None,None,UNRECOVERED,PASS,None
KBDL-VAL-009,approved prompt,AR2 prompt-derived,KBDL-011,None,None,None,UNRECOVERED,PASS,None
KBDL-VAL-010,approved prompt,AR2 prompt-derived,KBDL-011,None,None,None,UNRECOVERED,PASS,None
KBDL-VAL-011,approved prompt,AR2 prompt-derived,KBDL-011,None,None,None,UNRECOVERED,PASS,None
KBDL-VAL-012,approved KBDL-011 prompt,AR2 prompt-derived,KBDL-011,None,None,None,UNRECOVERED,PASS,None
