Requirement ID,Readable group,Group source values,Ledger row SHA-256,Effective fields complete,Conflict
KBDL-CMP-001,54,Blueprint section:group='Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility';ledger='Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='User-provided';ledger='User-provided';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True,10cf556ead49717d2c56b6939b5d93eed5fcc2f7b28aae68870fb1da33deb394,True,None
KBDL-CMP-002,54,Blueprint section:group='Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility';ledger='Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True,d560dcf0ee218d43644df593a2a2e7fa48e12cda86ccee71eceaa9ea13e44049,True,None
KBDL-CMP-003,54,Blueprint section:group='Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility';ledger='Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True,de3b4c5a460c8d6b9838e059b5d4fc525b6d01ea5d8719cae2d75d539c4f2c91,True,None
KBDL-CMP-004,54,Blueprint section:group='Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility';ledger='Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True,1a5846c9a50ef5a54e308250a1a9a573848e82d56fd8dfc443c1933237b8595a,True,None
KBDL-CMP-005,54,Blueprint section:group='Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility';ledger='Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not applicable';ledger='Not applicable';match=True,ebf66f028d1de183869f0a903b684423e938aed2291b7f861a81a50ec3ff6538,True,None
KBDL-CMP-006,54,Blueprint section:group='Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility';ledger='Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True,5a00131208fd882ca145bdbc154728920cc55a60fe21615d72e7c5c63e10fdc6,True,None
KBDL-CMP-007,54,Blueprint section:group='Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility';ledger='Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True,5891995d7c5307b8b2345700437f4223565950f3f6e35037c4324efd7cc7066f,True,None
KBDL-CMP-008,54,Blueprint section:group='Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility';ledger='Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True,ac79608369c4c845e418c63da804afb260f5e0a1df244b042f4117bb00508fe7,True,None
KBDL-CMP-009,54,Blueprint section:group='Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility';ledger='Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True,58c06577cda3068a7ae25e6ab73e75003772ca70c7876c8f068f8fc3c9de6f3a,True,None
KBDL-CMP-010,54,Blueprint section:group='Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility';ledger='Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True,4c068dc25905a94adbdd875cba74a143fc83523db740c6ebcc5c762ee940f102,True,None
KBDL-CMP-011,54,Blueprint section:group='Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility';ledger='Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True,dc3b52d78df9ab1e7a5ad42527f130eb2c922d8c0bb6d55c14193b29d9bd26a7,True,None
KBDL-CMP-012,54,Blueprint section:group='Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility';ledger='Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True,302b26e561eadf39078ed8936c874b7db3a7ab269edd66dc00339faf600295c9,True,None
KBDL-CMP-013,54,Blueprint section:group='Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility';ledger='Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True,4eb12b6a1ceb88af3aaf92c1e9a8c551a2baa06d85f767d8dbc62cf5083df4a7,True,None
KBDL-CMP-014,55,"Blueprint section:group='Button, Icon Button, Toggle Button, Link, Button Group, Disclosure/Menu Trigger';ledger='Button, Icon Button, Toggle Button, Link, Button Group, Disclosure/Menu Trigger';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True",e8435eb6bd3d422ea8129cedb2e6607b7122de8442dad234af39dac1f7017dac,True,None
KBDL-CMP-015,55,"Blueprint section:group='Button, Icon Button, Toggle Button, Link, Button Group, Disclosure/Menu Trigger';ledger='Button, Icon Button, Toggle Button, Link, Button Group, Disclosure/Menu Trigger';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Recommended';ledger='Recommended';match=True | Provenance:group='Assumed';ledger='Assumed';match=True | Validation classification:group='Not applicable';ledger='Not applicable';match=True",4ac0391ed8cd1a68220bccf0631fa698372d5dd61decf5adde8808980f55ddc7,True,None
KBDL-CMP-016,55,"Blueprint section:group='Button, Icon Button, Toggle Button, Link, Button Group, Disclosure/Menu Trigger';ledger='Button, Icon Button, Toggle Button, Link, Button Group, Disclosure/Menu Trigger';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True",54ed17c5af3fbca0ae73e29144aa1c60a51252be93a845fec698d4d21572273c,True,None
KBDL-CMP-017,55,"Blueprint section:group='Button, Icon Button, Toggle Button, Link, Button Group, Disclosure/Menu Trigger';ledger='Button, Icon Button, Toggle Button, Link, Button Group, Disclosure/Menu Trigger';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Recommended';ledger='Recommended';match=True | Provenance:group='Assumed';ledger='Assumed';match=True | Validation classification:group='Not applicable';ledger='Not applicable';match=True",3c7332c26aafc8f827d44bffa286a023dc47c518874fc80750994d3adca8270e,True,None
KBDL-CMP-018,55,"Blueprint section:group='Button, Icon Button, Toggle Button, Link, Button Group, Disclosure/Menu Trigger';ledger='Button, Icon Button, Toggle Button, Link, Button Group, Disclosure/Menu Trigger';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True",ce5ddba2d0ccf6f56897d0ade9e81849429844ed3759811af0738c51ecd2238f,True,None
KBDL-CMP-019,55,"Blueprint section:group='Button, Icon Button, Toggle Button, Link, Button Group, Disclosure/Menu Trigger';ledger='Button, Icon Button, Toggle Button, Link, Button Group, Disclosure/Menu Trigger';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True",b6031593d8ded10205bdd60bf1860f417137b895e59b31c09775af6d4d712f35,True,None
KBDL-CMP-020,55,"Blueprint section:group='Button, Icon Button, Toggle Button, Link, Button Group, Disclosure/Menu Trigger';ledger='Button, Icon Button, Toggle Button, Link, Button Group, Disclosure/Menu Trigger';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Recommended';ledger='Recommended';match=True | Provenance:group='Assumed';ledger='Assumed';match=True | Validation classification:group='Not applicable';ledger='Not applicable';match=True",411a169462133df247c57bc12b901b8742ab2b619921745ef265a604d318194c,True,None
KBDL-CMP-021,55,"Blueprint section:group='Button, Icon Button, Toggle Button, Link, Button Group, Disclosure/Menu Trigger';ledger='Button, Icon Button, Toggle Button, Link, Button Group, Disclosure/Menu Trigger';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True",20bf73c7bdc627479e4c9a431204ccf3337ccb5a35e1ed0795d021291870e11d,True,None
KBDL-CMP-022,56,"Blueprint section:group='Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery';ledger='Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True",a962f276e78e6d1e55f1b97d2dc586165ad26eec88c20b79fbe3ba922022b301,True,None
KBDL-CMP-023,56,"Blueprint section:group='Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery';ledger='Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True",4144a7c17f214b7407ebceab010877d5e8dc8f559108de44681b36a98500bb15,True,None
KBDL-CMP-024,56,"Blueprint section:group='Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery';ledger='Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True",8c4a1f459e411cdf491949982a46f60a182346498cb8991cb9f7bb398e8661ba,True,None
KBDL-CMP-025,56,"Blueprint section:group='Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery';ledger='Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Recommended';ledger='Recommended';match=True | Provenance:group='Assumed';ledger='Assumed';match=True | Validation classification:group='Not applicable';ledger='Not applicable';match=True",861ec650c8ea5f20f76d6f680d3f1ac9386af0dd201ad26ebbbda13f4a7263a9,True,None
KBDL-CMP-026,56,"Blueprint section:group='Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery';ledger='Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True",9d317a76e9b093fe74a85c7e0f85b1db2359fe22640681c9de72192a05837e69,True,None
KBDL-CMP-027,56,"Blueprint section:group='Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery';ledger='Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True",dda51675cf8bdfbbad9ec45b1c5d04641050e0958f769d8bfb62c9944297fd5b,True,None
KBDL-CMP-028,56,"Blueprint section:group='Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery';ledger='Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True",ce025d0ada71e351a626c04e37a9615aef649896d00c9b33edfe6d7425e35576,True,None
KBDL-CMP-029,56,"Blueprint section:group='Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery';ledger='Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Recommended';ledger='Recommended';match=True | Provenance:group='Assumed';ledger='Assumed';match=True | Validation classification:group='Not applicable';ledger='Not applicable';match=True",1f38f5bb72d33873d7ff7096a95c46b798b2d17857425833940411f90b024ad9,True,None
KBDL-CMP-030,56,"Blueprint section:group='Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery';ledger='Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True",c80bca13a393e1aa1a8dad30b53ae4c4a95102e44f9af43796e2d0889312272b,True,None
KBDL-CMP-031,56,"Blueprint section:group='Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery';ledger='Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True",b62ef42a5ae919119b80190d9323e3e33fb00f16e5f5b3504d3ffbfd7f86f96c,True,None
KBDL-CMP-032,56,"Blueprint section:group='Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery';ledger='Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True",07875052e3540434801680b8c2f1f56a65b6ff59dd12a8f1411d3219a66b2092,True,None
KBDL-CMP-033,56,"Blueprint section:group='Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery';ledger='Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True",a2e32549296925e4c167a69048935deb0c46bd25730da9b8bbe849bb59e35623,True,None
KBDL-CMP-034,56,"Blueprint section:group='Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery';ledger='Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True",e77916bc77093a3424cdde20de18a7b60119cb3f14c5727220aa1867d63e7caf,True,None
KBDL-CMP-035,56,"Blueprint section:group='Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery';ledger='Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True",cac08132814108dbb51935e7024801842c91b19db356b19efd07837c1078ce02,True,None
KBDL-CMP-036,56,"Blueprint section:group='Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery';ledger='Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Recommended';ledger='Recommended';match=True | Provenance:group='Assumed';ledger='Assumed';match=True | Validation classification:group='Not applicable';ledger='Not applicable';match=True",5fbd06ed6042a5d955a4c467cc2a5d76fe65914bdd6ce9090d63d8a90114915a,True,None
KBDL-CMP-037,56,"Blueprint section:group='Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery';ledger='Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True",0adfa3cf89eccfbf1fe42cb05806568e4b7f54f6e007974f3f7817709ec68994,True,None
KBDL-CMP-038,57,"Blueprint section:group='Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link';ledger='Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True",53621f030cac9bd2f096ba7c698d0697359b1c172ae1ee729dbe59b92bc59839,True,None
KBDL-CMP-039,57,"Blueprint section:group='Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link';ledger='Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True",9ff5bb3b362d0b532dedf82616eb661279db1c0910d2f8172c1ded2233e710d3,True,None
KBDL-CMP-040,57,"Blueprint section:group='Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link';ledger='Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True",786834f5223137ac6f276b5270969890a0f557636372496c7b74f934c71a94f2,True,None
KBDL-CMP-041,57,"Blueprint section:group='Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link';ledger='Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Recommended';ledger='Recommended';match=True | Provenance:group='Assumed';ledger='Assumed';match=True | Validation classification:group='Not applicable';ledger='Not applicable';match=True",c5ae8de647f649b23462c5425a1e4b6e24965d37eb9857d6d7411643d11a7fe1,True,None
KBDL-CMP-042,57,"Blueprint section:group='Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link';ledger='Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link';match=True | Roadmap prompt:group='KBDL-007';ledger='KBDL-007';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Provenance:group='Confirmed';ledger='Confirmed';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True",0a42a60b743dd9c4d2c128b735c08e086a70d503ac65bfee1ae8c3779c61fde2,True,None
