Requirement ID,Blueprint section,Roadmap prompt,Specification location,Lifecycle status,Provenance,Validation classification,Verified scope,Not-verified scope,Authority,Validation method,Validation evidence,Known limitation,Packet or tracking destination,Pending dependencies,Related decision,Notes or exclusions,Result,Defect fields
KBDL-CMP-006,Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility,KBDL-007,components-core.md#12-focus-behavior,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual keyboard-focus review once implemented.,Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until real components exist,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-007,Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility,KBDL-007,components-core.md#13-keyboard-interaction,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual keyboard testing once implemented.,Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until real components exist,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-008,Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility,KBDL-007,components-core.md#14-pointer-and-touch-interaction,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual pointer/touch testing once implemented.,Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until real components exist,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-009,Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility,KBDL-007,components-core.md#15-responsive-behavior,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual reflow/zoom testing once implemented.,Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until real components exist,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-010,Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility,KBDL-007,components-core.md#16-target-size-handling,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual measurement once implemented.,Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until real components exist,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-011,Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility,KBDL-007,components-core.md#17-theme-and-contrast-behavior,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual theme-role mapping review once implemented.,Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until real components exist,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-012,Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility,KBDL-007,components-core.md#18-foundation-behavior,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual foundation-mapping review once implemented.,Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until real components exist,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-013,Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility,KBDL-007,components-core.md#19-motion-behavior,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review once implemented.,Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until real components exist,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-014,"Button, Icon Button, Toggle Button, Link, Button Group, Disclosure/Menu Trigger",KBDL-007,components-core.md#201-button,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review once implemented.,Not verified — no implementation exists yet,Implementation-dependent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-015,"Button, Icon Button, Toggle Button, Link, Button Group, Disclosure/Menu Trigger",KBDL-007,components-core.md#201-button,Recommended,Assumed,Not applicable,None,None,RESOLVED,Project-owner review (not yet performed).,Not verified — no implementation exists yet,Implementation-dependent,components-core.md — 35.2 Recommended Decisions — Ready for Approval — item 1,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-016,"Button, Icon Button, Toggle Button, Link, Button Group, Disclosure/Menu Trigger",KBDL-007,components-core.md#202-icon-button,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual + automated static accessibility check once implemented.,Not verified — no implementation exists yet,Implementation-dependent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-017,"Button, Icon Button, Toggle Button, Link, Button Group, Disclosure/Menu Trigger",KBDL-007,components-core.md#202-icon-button,Recommended,Assumed,Not applicable,None,None,RESOLVED,Project-owner review (not yet performed).,Not verified — no implementation exists yet,Implementation-dependent,components-core.md — 35.2 Recommended Decisions — Ready for Approval — item 3,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-018,"Button, Icon Button, Toggle Button, Link, Button Group, Disclosure/Menu Trigger",KBDL-007,components-core.md#203-toggle-button,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual ARIA review once implemented.,Not verified — no implementation exists yet,Implementation-dependent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-019,"Button, Icon Button, Toggle Button, Link, Button Group, Disclosure/Menu Trigger",KBDL-007,components-core.md#204-link,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review once implemented.,Not verified — no implementation exists yet,Implementation-dependent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-020,"Button, Icon Button, Toggle Button, Link, Button Group, Disclosure/Menu Trigger",KBDL-007,components-core.md#205-button-group,Recommended,Assumed,Not applicable,None,None,RESOLVED,Project-owner review (not yet performed).,Not verified — no implementation exists yet,Implementation-dependent,components-core.md — 35.2 Recommended Decisions — Ready for Approval — item 9,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-021,"Button, Icon Button, Toggle Button, Link, Button Group, Disclosure/Menu Trigger",KBDL-007,components-core.md#206-disclosure-and-menu-triggers,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual keyboard review once implemented.,Not verified — no implementation exists yet,Implementation-dependent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-022,"Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery",KBDL-007,components-core.md#21-form-architecture,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual + automated static check once implemented.,Not verified — no implementation exists yet,Implementation-dependent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-023,"Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery",KBDL-007,components-core.md#221-text-input,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review once implemented.,Not verified — no implementation exists yet,Implementation-dependent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-024,"Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery",KBDL-007,components-core.md#222-password-input,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review once implemented.,Not verified — no implementation exists yet,Implementation-dependent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-025,"Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery",KBDL-007,components-core.md#223-search-field,Recommended,Assumed,Not applicable,None,None,RESOLVED,Project-owner review (not yet performed).,Not verified — no implementation exists yet,Implementation-dependent,components-core.md — 35.2 Recommended Decisions — Ready for Approval — item 4,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-026,"Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery",KBDL-007,components-core.md#224-textarea,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review once implemented.,Not verified — no implementation exists yet,Implementation-dependent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-027,"Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery",KBDL-007,components-core.md#225-select,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review once implemented.,Not verified — no implementation exists yet,Implementation-dependent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-028,"Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery",KBDL-007,components-core.md#226-combobox-boundary,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual ARIA/keyboard review once implemented.,Not verified — no implementation exists yet,Implementation-dependent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-029,"Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery",KBDL-007,components-core.md#226-combobox-boundary,Recommended,Assumed,Not applicable,None,None,RESOLVED,Project-owner review (not yet performed).,Not verified — no implementation exists yet,Implementation-dependent,components-core.md — 35.2 Recommended Decisions — Ready for Approval — item 5,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-030,"Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery",KBDL-007,components-core.md#227-checkbox,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review once implemented.,Not verified — no implementation exists yet,Implementation-dependent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-031,"Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery",KBDL-007,components-core.md#228-radio-group,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review once implemented.,Not verified — no implementation exists yet,Implementation-dependent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-032,"Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery",KBDL-007,components-core.md#229-switch,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review once implemented.,Not verified — no implementation exists yet,Implementation-dependent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-033,"Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery",KBDL-007,components-core.md#2210-file-input,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review once implemented.,Not verified — no implementation exists yet,Implementation-dependent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-034,"Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery",KBDL-007,components-core.md#2211-field-group,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review once implemented.,Not verified — no implementation exists yet,Implementation-dependent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-035,"Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery",KBDL-007,components-core.md#2212-form-action-row,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review once implemented.,Not verified — no implementation exists yet,Implementation-dependent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-036,"Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery",KBDL-007,components-core.md#2212-form-action-row,Recommended,Assumed,Not applicable,None,None,RESOLVED,Project-owner review (not yet performed).,Not verified — no implementation exists yet,Implementation-dependent,components-core.md — 35.2 Recommended Decisions — Ready for Approval — item 6,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-037,"Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery",KBDL-007,components-core.md#23-form-validation-and-recovery,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review once implemented.,Not verified — no implementation exists yet,Implementation-dependent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-038,"Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link",KBDL-007,components-core.md#241-skip-link,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual keyboard testing once implemented.,Not verified — no implementation exists yet,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-039,"Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link",KBDL-007,components-core.md#242-navigation-link-and-list,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review once implemented.,Not verified — no implementation exists yet,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-040,"Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link",KBDL-007,components-core.md#243-primary-or-global-navigation,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review once implemented.,Not verified — no implementation exists yet,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-041,"Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link",KBDL-007,components-core.md#243-primary-or-global-navigation,Recommended,Assumed,Not applicable,None,None,RESOLVED,Project-owner review (not yet performed).,Not verified — no implementation exists yet,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,components-core.md — §35.3 Unresolved or Not Approval-Ready — contingent item KBDL-CMP-041,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-042,"Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link",KBDL-007,components-core.md#244-local-or-section-navigation,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review once implemented.,Not verified — no implementation exists yet,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-043,"Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link",KBDL-007,components-core.md#245-breadcrumb,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review once implemented.,Not verified — no implementation exists yet,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-044,"Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link",KBDL-007,components-core.md#245-breadcrumb,Recommended,Assumed,Not applicable,None,None,RESOLVED,Project-owner review (not yet performed).,Not verified — no implementation exists yet,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,components-core.md — 35.2 Recommended Decisions — Ready for Approval — item 7,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-045,"Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link",KBDL-007,components-core.md#246-tabs,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual keyboard/ARIA review once implemented.,Not verified — no implementation exists yet,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-046,"Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link",KBDL-007,components-core.md#246-tabs,Recommended,Assumed,Not applicable,None,None,RESOLVED,Project-owner review (not yet performed).,Not verified — no implementation exists yet,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,components-core.md — 35.2 Recommended Decisions — Ready for Approval — item 2,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-047,"Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link",KBDL-007,components-core.md#247-pagination,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review once implemented.,Not verified — no implementation exists yet,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-048,"Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link",KBDL-007,components-core.md#247-pagination,Recommended,Assumed,Not applicable,None,None,RESOLVED,Project-owner review (not yet performed).,Not verified — no implementation exists yet,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,components-core.md — 35.2 Recommended Decisions — Ready for Approval — item 8,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-049,"Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link",KBDL-007,components-core.md#248-back-link,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review once implemented.,Not verified — no implementation exists yet,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-050,Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility,KBDL-007,components-core.md#25-cross-component-composition-rules,Approved,Confirmed,Not applicable,None,None,RESOLVED,Manual composition review once implemented.,Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until real components exist,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-051,Shared component contract; native-semantics-first rule; accessible naming; component state model; KBDL-008 scope boundary; focus/keyboard/pointer behavior; responsive/target-size/theme/foundation/motion mapping; cross-component composition; profile compatibility,KBDL-007,components-core.md#26-profile-compatibility,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual cross-profile review once the project-profiles module is approved.,Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until real components exist,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-052,"KBDL-007 ownership boundary; extended system-component contract; surface architecture; Container Surface, Panel, Card, Accordion, Static Data Table",KBDL-008,components-system.md#5-kbdl-007-ownership-boundary,Approved,Confirmed,Not applicable,None,None,RESOLVED,"Manual scope-compliance review (performed, see implementation report).",Not verified — no implementation exists yet,Implementation-dependent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-053,"KBDL-007 ownership boundary; extended system-component contract; surface architecture; Container Surface, Panel, Card, Accordion, Static Data Table",KBDL-008,components-system.md#8-surface-architecture,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual native-structure review once implemented.,Not verified — no implementation exists yet,Implementation-dependent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-054,"KBDL-007 ownership boundary; extended system-component contract; surface architecture; Container Surface, Panel, Card, Accordion, Static Data Table",KBDL-008,components-system.md#91-container-surface,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,"Manual semantic-structure review once implemented. ### 9.2 Panel A section-level grouping surface with an optional heading and description. Uses `region` semantics only when it is a significant, independently navigable section (per `KBDL-CMP-054`); otherwise remains neutral. Internal actions follow the KBDL-007 button/link contract unchanged. Composes with loading/empty/error states ([§15](#15-system-state-architecture)). Differs from Container Surface by optionally carrying section-level identity; differs from Dialog by never requiring modality or focus containment; differs from Card by never functioning as a summary/preview unit. ### 9.3 Card A summary or preview surface with heading/content hierarchy, an optional media relationship, and optional actions or a whole-card link.",Not verified — no implementation exists yet,Implementation-dependent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-055,"KBDL-007 ownership boundary; extended system-component contract; surface architecture; Container Surface, Panel, Card, Accordion, Static Data Table",KBDL-008,components-system.md#93-card,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,"Manual DOM-structure and keyboard review once implemented. A card's selected or current state must not be communicated by color alone, per `KBDL-CMP-004`'s already-Approved state-clarity rule, applied here without change. The exact card-variant taxonomy (media- forward, text-only, action-forward, and similar) is new KBDL-008 policy:",Not verified — no implementation exists yet,Implementation-dependent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-056,"Overlay architecture; Tooltip, Popover, Menu surface, Listbox popup, Dialog, Modal Dialog, Alert Dialog, Drawer/Sheet; overlay layering and nesting",KBDL-008,components-system.md#10-overlay-architecture,Approved,Confirmed,Not applicable,None,None,RESOLVED,"Manual scope-compliance review (performed, see implementation report).",Not verified — no implementation exists yet,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-057,"Overlay architecture; Tooltip, Popover, Menu surface, Listbox popup, Dialog, Modal Dialog, Alert Dialog, Drawer/Sheet; overlay layering and nesting",KBDL-008,components-system.md#10-overlay-architecture,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual keyboard-trap review once implemented.,Not verified — no implementation exists yet,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-058,"Overlay architecture; Tooltip, Popover, Menu surface, Listbox popup, Dialog, Modal Dialog, Alert Dialog, Drawer/Sheet; overlay layering and nesting",KBDL-008,components-system.md#10-overlay-architecture,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual focus-restoration review once implemented.,Not verified — no implementation exists yet,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-059,"Overlay architecture; Tooltip, Popover, Menu surface, Listbox popup, Dialog, Modal Dialog, Alert Dialog, Drawer/Sheet; overlay layering and nesting",KBDL-008,components-system.md#10-overlay-architecture,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual content-persistence review once implemented.,Not verified — no implementation exists yet,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-060,"Overlay architecture; Tooltip, Popover, Menu surface, Listbox popup, Dialog, Modal Dialog, Alert Dialog, Drawer/Sheet; overlay layering and nesting",KBDL-008,components-system.md#10-overlay-architecture,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual reduced/no-motion parity review once implemented.,Not verified — no implementation exists yet,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-061,"Feedback architecture; Inline Feedback, Alert, Banner, Toast/Snackbar, Status Region/Log, Badge, Progress Indicator, Meter, Skeleton",KBDL-008,components-system.md#13-feedback-architecture,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,"Manual color-independence review once implemented. Feedback components are further distinguished by persistence (transient versus persistent), interruption level, and recovery-action relationship, documented per component below.",Not verified — no implementation exists yet,Implementation-dependent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
