Defect ID,Requirement ID,Category,Details
LIMITATION_MISMATCH:KBDL-CUS-021,KBDL-CUS-021,LIMITATION_MISMATCH,Backend architecture is out of scope
LIMITATION_MISMATCH:KBDL-CUS-022,KBDL-CUS-022,LIMITATION_MISMATCH,No implementation handoff exists
LIMITATION_MISMATCH:KBDL-FND-001,KBDL-FND-001,LIMITATION_MISMATCH,Cannot be fully validated until THM and CMP requirements exist
LIMITATION_MISMATCH:KBDL-FND-002,KBDL-FND-002,LIMITATION_MISMATCH,Cannot be fully validated until THM and CMP requirements exist
LIMITATION_MISMATCH:KBDL-FND-003,KBDL-FND-003,LIMITATION_MISMATCH,Cannot be fully validated until RSP requirements exist
LIMITATION_MISMATCH:KBDL-FND-004,KBDL-FND-004,LIMITATION_MISMATCH,Cannot be fully validated until RSP requirements exist
LIMITATION_MISMATCH:KBDL-FND-005,KBDL-FND-005,LIMITATION_MISMATCH,No implementation exists to execute the stated typography validation method.
LIMITATION_MISMATCH:KBDL-FND-006,KBDL-FND-006,LIMITATION_MISMATCH,No implementation exists to execute the stated iconography validation method.
LIMITATION_MISMATCH:KBDL-FND-007,KBDL-FND-007,LIMITATION_MISMATCH,No implementation exists to execute the stated spacing validation method.
LIMITATION_MISMATCH:KBDL-FND-008,KBDL-FND-008,LIMITATION_MISMATCH,Cannot be fully validated until PRO requirements exist
LIMITATION_MISMATCH:KBDL-FND-010,KBDL-FND-010,LIMITATION_MISMATCH,"Approval authorizes these defaults for implementation; it does not itself constitute rendering, brand-suitability, or licensing validation — those remain Not verified as noted above"
LIMITATION_MISMATCH:KBDL-FND-011,KBDL-FND-011,LIMITATION_MISMATCH,"Approval authorizes these defaults for implementation; it does not itself constitute rendering, brand-suitability, or licensing validation — those remain Not verified as noted above"
LIMITATION_MISMATCH:KBDL-FND-012,KBDL-FND-012,LIMITATION_MISMATCH,"Approval authorizes these defaults for implementation; it does not itself constitute rendering, brand-suitability, or licensing validation — those remain Not verified as noted above"
LIMITATION_MISMATCH:KBDL-GOV-002,KBDL-GOV-002,LIMITATION_MISMATCH,"Cannot be validated against a real accessibility requirement, since none exist yet"
LIMITATION_MISMATCH:KBDL-MOT-001,KBDL-MOT-001,LIMITATION_MISMATCH,"Per-component purpose assignment depends on the Components module (CMP), not yet reached"
LIMITATION_MISMATCH:KBDL-MOT-002,KBDL-MOT-002,LIMITATION_MISMATCH,"Per-component purpose assignment depends on the Components module (CMP), not yet reached"
LIMITATION_MISMATCH:KBDL-MOT-003,KBDL-MOT-003,LIMITATION_MISMATCH,"Per-component purpose assignment depends on the Components module (CMP), not yet reached"
LIMITATION_MISMATCH:KBDL-MOT-004,KBDL-MOT-004,LIMITATION_MISMATCH,"Exceptional-level (Level 4) usage requires project-owner review each time; not yet exercised, since no implementation exists"
LIMITATION_MISMATCH:KBDL-MOT-005,KBDL-MOT-005,LIMITATION_MISMATCH,"Exceptional-level (Level 4) usage requires project-owner review each time; not yet exercised, since no implementation exists"
LIMITATION_MISMATCH:KBDL-MOT-006,KBDL-MOT-006,LIMITATION_MISMATCH,"Exceptional-level (Level 4) usage requires project-owner review each time; not yet exercised, since no implementation exists"
LIMITATION_MISMATCH:KBDL-MOT-007,KBDL-MOT-007,LIMITATION_MISMATCH,"Approval is a lifecycle decision, not implementation validation; these values must not be treated as Verified until an implementation exists and is measured"
LIMITATION_MISMATCH:KBDL-MOT-010,KBDL-MOT-010,LIMITATION_MISMATCH,Exact pixel/percentage movement and scale values are deferred to the Components module
LIMITATION_MISMATCH:KBDL-MOT-011,KBDL-MOT-011,LIMITATION_MISMATCH,Exact pixel/percentage movement and scale values are deferred to the Components module
LIMITATION_MISMATCH:KBDL-MOT-012,KBDL-MOT-012,LIMITATION_MISMATCH,Exact pixel/percentage movement and scale values are deferred to the Components module
LIMITATION_MISMATCH:KBDL-MOT-013,KBDL-MOT-013,LIMITATION_MISMATCH,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review
LIMITATION_MISMATCH:KBDL-MOT-014,KBDL-MOT-014,LIMITATION_MISMATCH,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review
LIMITATION_MISMATCH:KBDL-MOT-015,KBDL-MOT-015,LIMITATION_MISMATCH,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review
LIMITATION_MISMATCH:KBDL-MOT-016,KBDL-MOT-016,LIMITATION_MISMATCH,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review
LIMITATION_MISMATCH:KBDL-MOT-017,KBDL-MOT-017,LIMITATION_MISMATCH,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review
LIMITATION_MISMATCH:KBDL-MOT-018,KBDL-MOT-018,LIMITATION_MISMATCH,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review
LIMITATION_MISMATCH:KBDL-MOT-019,KBDL-MOT-019,LIMITATION_MISMATCH,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review
LIMITATION_MISMATCH:KBDL-MOT-020,KBDL-MOT-020,LIMITATION_MISMATCH,No intermediate-frame contrast measurement has actually been performed against a live implementation
LIMITATION_MISMATCH:KBDL-MOT-021,KBDL-MOT-021,LIMITATION_MISMATCH,"No implementation exists to measure actual frame rate, input latency, or cross-input-method behavior"
LIMITATION_MISMATCH:KBDL-MOT-022,KBDL-MOT-022,LIMITATION_MISMATCH,"No implementation exists to measure actual frame rate, input latency, or cross-input-method behavior"
LIMITATION_MISMATCH:KBDL-MOT-023,KBDL-MOT-023,LIMITATION_MISMATCH,"No implementation exists to measure actual frame rate, input latency, or cross-input-method behavior"
LIMITATION_MISMATCH:KBDL-MOT-024,KBDL-MOT-024,LIMITATION_MISMATCH,"No implementation exists to measure actual frame rate, input latency, or cross-input-method behavior"
LIMITATION_MISMATCH:KBDL-MOT-025,KBDL-MOT-025,LIMITATION_MISMATCH,"No implementation exists to measure actual frame rate, input latency, or cross-input-method behavior"
LIMITATION_MISMATCH:KBDL-MOT-026,KBDL-MOT-026,LIMITATION_MISMATCH,"No implementation exists to measure actual frame rate, input latency, or cross-input-method behavior"
LIMITATION_MISMATCH:KBDL-MOT-030,KBDL-MOT-030,LIMITATION_MISMATCH,"Approval is a lifecycle decision, not implementation validation; these values must not be treated as Verified until an implementation exists and is measured"
LIMITATION_MISMATCH:KBDL-MOT-031,KBDL-MOT-031,LIMITATION_MISMATCH,"Approval is a lifecycle decision, not implementation validation; these values must not be treated as Verified until an implementation exists and is measured"
LIMITATION_MISMATCH:KBDL-MOT-034,KBDL-MOT-034,LIMITATION_MISMATCH,"Approval is a lifecycle decision, not implementation validation; these values must not be treated as Verified until an implementation exists and is measured"
LIMITATION_MISMATCH:KBDL-PRN-001,KBDL-PRN-001,LIMITATION_MISMATCH,"Cannot be checked against real foundation, theme, or component content until those modules exist"
LIMITATION_MISMATCH:KBDL-PRN-002,KBDL-PRN-002,LIMITATION_MISMATCH,No real design decisions exist yet to test the priority order against
LIMITATION_MISMATCH:KBDL-PRN-003,KBDL-PRN-003,LIMITATION_MISMATCH,Complete evidence across every later module is unavailable
LIMITATION_MISMATCH:KBDL-PRN-004,KBDL-PRN-004,LIMITATION_MISMATCH,"Cannot be fully validated until FND, THM, and RSP requirements exist"
LIMITATION_MISMATCH:KBDL-PRN-005,KBDL-PRN-005,LIMITATION_MISMATCH,Controlled-variable ranges are intentionally undefined pending later modules
LIMITATION_MISMATCH:KBDL-PRN-006,KBDL-PRN-006,LIMITATION_MISMATCH,Later-module conflict-resolution behavior has not been executed.
LIMITATION_MISMATCH:KBDL-PRN-007,KBDL-PRN-007,LIMITATION_MISMATCH,Cannot be fully validated until PRO requirements exist
LIMITATION_MISMATCH:KBDL-PRN-008,KBDL-PRN-008,LIMITATION_MISMATCH,Examples are conceptual; no mockups or token values exist to check them against yet
LIMITATION_MISMATCH:KBDL-PRO-001,KBDL-PRO-001,LIMITATION_MISMATCH,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against
LIMITATION_MISMATCH:KBDL-PRO-002,KBDL-PRO-002,LIMITATION_MISMATCH,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against
LIMITATION_MISMATCH:KBDL-PRO-003,KBDL-PRO-003,LIMITATION_MISMATCH,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against
LIMITATION_MISMATCH:KBDL-PRO-004,KBDL-PRO-004,LIMITATION_MISMATCH,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against
LIMITATION_MISMATCH:KBDL-PRO-005,KBDL-PRO-005,LIMITATION_MISMATCH,"Not applicable — restates an existing scope/governance rule, not independently testable against an implementation"
LIMITATION_MISMATCH:KBDL-PRO-010,KBDL-PRO-010,LIMITATION_MISMATCH,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against. ### 10.2 Component Interpretation
LIMITATION_MISMATCH:KBDL-PRO-011,KBDL-PRO-011,LIMITATION_MISMATCH,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against. ### 11.2 Component Interpretation
LIMITATION_MISMATCH:KBDL-PRO-012,KBDL-PRO-012,LIMITATION_MISMATCH,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against. ### 12.2 Component Interpretation
LIMITATION_MISMATCH:KBDL-PRO-013,KBDL-PRO-013,LIMITATION_MISMATCH,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against. Any exact Showcase card-variant or composition default remains new policy:
LIMITATION_MISMATCH:KBDL-PRO-014,KBDL-PRO-014,LIMITATION_MISMATCH,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against. Any exact Precision density or component-variant default remains new policy:
LIMITATION_MISMATCH:KBDL-PRO-015,KBDL-PRO-015,LIMITATION_MISMATCH,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against. Any exact Flow action-hierarchy or workflow-component default remains new policy:
LIMITATION_MISMATCH:KBDL-PRO-019,KBDL-PRO-019,LIMITATION_MISMATCH,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against
LIMITATION_MISMATCH:KBDL-PRO-020,KBDL-PRO-020,LIMITATION_MISMATCH,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against
LIMITATION_MISMATCH:KBDL-PRO-021,KBDL-PRO-021,LIMITATION_MISMATCH,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against
LIMITATION_MISMATCH:KBDL-PRO-022,KBDL-PRO-022,LIMITATION_MISMATCH,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against
LIMITATION_MISMATCH:KBDL-PRO-023,KBDL-PRO-023,LIMITATION_MISMATCH,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against
LIMITATION_MISMATCH:KBDL-PRO-024,KBDL-PRO-024,LIMITATION_MISMATCH,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against
LIMITATION_MISMATCH:KBDL-RSP-001,KBDL-RSP-001,LIMITATION_MISMATCH,Implementation-dependent; cannot be tested until a real layout exists
LIMITATION_MISMATCH:KBDL-RSP-006,KBDL-RSP-006,LIMITATION_MISMATCH,Implementation-dependent; cannot be tested until a real layout exists
LIMITATION_MISMATCH:KBDL-RSP-007,KBDL-RSP-007,LIMITATION_MISMATCH,Implementation-dependent; cannot be tested until a real layout exists
LIMITATION_MISMATCH:KBDL-RSP-008,KBDL-RSP-008,LIMITATION_MISMATCH,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review
LIMITATION_MISMATCH:KBDL-RSP-009,KBDL-RSP-009,LIMITATION_MISMATCH,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review
LIMITATION_MISMATCH:KBDL-RSP-010,KBDL-RSP-010,LIMITATION_MISMATCH,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review
LIMITATION_MISMATCH:KBDL-RSP-011,KBDL-RSP-011,LIMITATION_MISMATCH,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review
LIMITATION_MISMATCH:KBDL-RSP-012,KBDL-RSP-012,LIMITATION_MISMATCH,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review
LIMITATION_MISMATCH:KBDL-RSP-013,KBDL-RSP-013,LIMITATION_MISMATCH,Implementation- and device-dependent
LIMITATION_MISMATCH:KBDL-RSP-014,KBDL-RSP-014,LIMITATION_MISMATCH,Implementation- and device-dependent
LIMITATION_MISMATCH:KBDL-RSP-015,KBDL-RSP-015,LIMITATION_MISMATCH,Implementation-dependent; cannot be tested until a real layout exists
LIMITATION_MISMATCH:KBDL-RSP-016,KBDL-RSP-016,LIMITATION_MISMATCH,Implementation-dependent; cannot be tested until a real layout exists
LIMITATION_MISMATCH:KBDL-RSP-017,KBDL-RSP-017,LIMITATION_MISMATCH,Implementation- and device-dependent
LIMITATION_MISMATCH:KBDL-RSP-018,KBDL-RSP-018,LIMITATION_MISMATCH,Implementation- and device-dependent
LIMITATION_MISMATCH:KBDL-RSP-019,KBDL-RSP-019,LIMITATION_MISMATCH,Implementation- and device-dependent
LIMITATION_MISMATCH:KBDL-RSP-020,KBDL-RSP-020,LIMITATION_MISMATCH,Implementation-dependent; cannot be tested until a real layout exists
LIMITATION_MISMATCH:KBDL-RSP-021,KBDL-RSP-021,LIMITATION_MISMATCH,Performance claims cannot be Verified without a real implementation to measure
LIMITATION_MISMATCH:KBDL-RSP-022,KBDL-RSP-022,LIMITATION_MISMATCH,Performance claims cannot be Verified without a real implementation to measure
LIMITATION_MISMATCH:KBDL-THM-001,KBDL-THM-001,LIMITATION_MISMATCH,Cannot be fully validated until component modules (CMP) exist
LIMITATION_MISMATCH:KBDL-THM-003,KBDL-THM-003,LIMITATION_MISMATCH,Cannot be validated until an implementation exists
LIMITATION_MISMATCH:KBDL-THM-005,KBDL-THM-005,LIMITATION_MISMATCH,Cannot be fully validated until PRO requirements exist
LIMITATION_MISMATCH:KBDL-THM-006,KBDL-THM-006,LIMITATION_MISMATCH,Cannot be fully validated until PRO requirements exist
LIMITATION_MISMATCH:KBDL-THM-012,KBDL-THM-012,LIMITATION_MISMATCH,"Exact timing/easing depends entirely on KBDL-005, which is eligible for its own future prompt and has not been started by this approval"
LIMITATION_MISMATCH:KBDL-THM-012a,KBDL-THM-012a,LIMITATION_MISMATCH,"Exact timing/easing depends entirely on KBDL-005, which is eligible for its own future prompt and has not been started by this approval"
LIMITATION_MISMATCH:KBDL-THM-013,KBDL-THM-013,LIMITATION_MISMATCH,Cannot be validated until an implementation exists
LIMITATION_MISMATCH:KBDL-THM-014,KBDL-THM-014,LIMITATION_MISMATCH,Cannot be validated until a project theme exists
LIMITATION_MISMATCH:KBDL-THM-015,KBDL-THM-015,LIMITATION_MISMATCH,Cannot be validated until an implementation exists
LIMITATION_MISMATCH:KBDL-VAL-003,KBDL-VAL-003,LIMITATION_MISMATCH,Historical approval commands remain unrecovered
LIMITATION_MISMATCH:KBDL-VAL-005,KBDL-VAL-005,LIMITATION_MISMATCH,Pending choices remain unavailable for implementation
LIMITATION_MISMATCH:KBDL-VAL-006,KBDL-VAL-006,LIMITATION_MISMATCH,Implementation remains unverified
LIMITATION_MISMATCH:KBDL-VAL-008,KBDL-VAL-008,LIMITATION_MISMATCH,static and runtime architecture require further evidence
LIMITATION_MISMATCH:KBDL-VAL-010,KBDL-VAL-010,LIMITATION_MISMATCH,listed behavior and ledger completeness remain Not verified
LIMITATION_MISMATCH:KBDL-VAL-011,KBDL-VAL-011,LIMITATION_MISMATCH,No adopting project
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-001:Validation classification,KBDL-A11Y-001:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-001:Known limitation,KBDL-A11Y-001:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-002:Known limitation,KBDL-A11Y-002:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-003:Known limitation,KBDL-A11Y-003:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-004:Validation classification,KBDL-A11Y-004:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-004:Known limitation,KBDL-A11Y-004:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-005:Known limitation,KBDL-A11Y-005:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-006:Known limitation,KBDL-A11Y-006:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-007:Validation evidence,KBDL-A11Y-007:Validation evidence,UNRESOLVED_FIELD_SOURCE,Resolved evidence/classification relationship
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-008:Authority,KBDL-A11Y-008:Authority,UNRESOLVED_FIELD_SOURCE,Authority graph
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-008:Validation evidence,KBDL-A11Y-008:Validation evidence,UNRESOLVED_FIELD_SOURCE,Resolved evidence/classification relationship
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-009:Validation evidence,KBDL-A11Y-009:Validation evidence,UNRESOLVED_FIELD_SOURCE,Resolved evidence/classification relationship
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-010:Authority,KBDL-A11Y-010:Authority,UNRESOLVED_FIELD_SOURCE,Authority graph
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-010:Known limitation,KBDL-A11Y-010:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-011:Known limitation,KBDL-A11Y-011:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-012:Known limitation,KBDL-A11Y-012:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-013:Authority,KBDL-A11Y-013:Authority,UNRESOLVED_FIELD_SOURCE,Authority graph
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-013:Known limitation,KBDL-A11Y-013:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-014:Authority,KBDL-A11Y-014:Authority,UNRESOLVED_FIELD_SOURCE,Authority graph
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-014:Known limitation,KBDL-A11Y-014:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-015:Known limitation,KBDL-A11Y-015:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-016:Validation classification,KBDL-A11Y-016:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-016:Known limitation,KBDL-A11Y-016:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-017:Known limitation,KBDL-A11Y-017:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-018:Known limitation,KBDL-A11Y-018:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-019:Validation classification,KBDL-A11Y-019:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-020:Known limitation,KBDL-A11Y-020:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-022:Known limitation,KBDL-A11Y-022:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-023:Validation classification,KBDL-A11Y-023:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-023:Known limitation,KBDL-A11Y-023:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-024:Known limitation,KBDL-A11Y-024:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-025:Known limitation,KBDL-A11Y-025:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-026:Known limitation,KBDL-A11Y-026:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-027:Known limitation,KBDL-A11Y-027:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-028:Known limitation,KBDL-A11Y-028:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-029:Validation classification,KBDL-A11Y-029:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-029:Known limitation,KBDL-A11Y-029:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-030:Known limitation,KBDL-A11Y-030:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-031:Known limitation,KBDL-A11Y-031:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-032:Known limitation,KBDL-A11Y-032:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-033:Known limitation,KBDL-A11Y-033:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-034:Validation classification,KBDL-A11Y-034:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-034:Known limitation,KBDL-A11Y-034:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-037:Known limitation,KBDL-A11Y-037:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-A11Y-040:Known limitation,KBDL-A11Y-040:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-001:Known limitation,KBDL-CMP-001:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-002:Known limitation,KBDL-CMP-002:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-003:Known limitation,KBDL-CMP-003:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-004:Validation classification,KBDL-CMP-004:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-004:Known limitation,KBDL-CMP-004:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-006:Known limitation,KBDL-CMP-006:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-007:Known limitation,KBDL-CMP-007:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-008:Known limitation,KBDL-CMP-008:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-009:Known limitation,KBDL-CMP-009:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-010:Known limitation,KBDL-CMP-010:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-011:Known limitation,KBDL-CMP-011:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-012:Known limitation,KBDL-CMP-012:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-013:Known limitation,KBDL-CMP-013:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-014:Known limitation,KBDL-CMP-014:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-016:Known limitation,KBDL-CMP-016:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-018:Authority,KBDL-CMP-018:Authority,UNRESOLVED_FIELD_SOURCE,Authority graph
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-018:Known limitation,KBDL-CMP-018:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-019:Known limitation,KBDL-CMP-019:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-021:Authority,KBDL-CMP-021:Authority,UNRESOLVED_FIELD_SOURCE,Authority graph
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-021:Known limitation,KBDL-CMP-021:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-022:Known limitation,KBDL-CMP-022:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-023:Validation classification,KBDL-CMP-023:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-023:Known limitation,KBDL-CMP-023:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-024:Known limitation,KBDL-CMP-024:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-026:Validation classification,KBDL-CMP-026:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
