Requirement ID,Field,Current candidate value,Candidate source,Permitted authoritative source type,Authoritative source found,Resolution result,Defect category,Reason unresolved,Owner decision required,Prohibited automatic correction
KBDL-CMP-045,Known limitation,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-047,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-047,Known limitation,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-048,Validation classification,Not applicable,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-049,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-049,Known limitation,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-051,Known limitation,Implementation-dependent; cannot be tested until real components exist,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-053,Known limitation,Implementation-dependent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-054,Authority,Approved (restates ARIA 1.2's region role definition),traceability-metadata.csv (candidate only),B — Governance-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Authority graph,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-054,Known limitation,Implementation-dependent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-055,Known limitation,Implementation-dependent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-056,Authority,"Approved (dictated outcome of the already-adopted WCAG 2.2 focus, keyboard, and reading-order rules applied to layered content — a structural scope statement, not new policy)",traceability-metadata.csv (candidate only),B — Governance-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Authority graph,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-057,Known limitation,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-058,Known limitation,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-059,Known limitation,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-060,Known limitation,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-061,Known limitation,Implementation-dependent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-062,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-062,Known limitation,Implementation-dependent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-063,Known limitation,KBDL-CMP-105 additionally cites the unapproved KBDL-RSP-011 as related context; KBDL-CMP-111 additionally depends on the eventual KBDL-RSP-002 value for its exact trigger point,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-064,Known limitation,KBDL-CMP-105 additionally cites the unapproved KBDL-RSP-011 as related context; KBDL-CMP-111 additionally depends on the eventual KBDL-RSP-002 value for its exact trigger point,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-065,Known limitation,Implementation-dependent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-066,Known limitation,KBDL-CMP-105 additionally cites the unapproved KBDL-RSP-011 as related context; KBDL-CMP-111 additionally depends on the eventual KBDL-RSP-002 value for its exact trigger point,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-068,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-068,Authority,Approved (restates the adopted ARIA disclosure pattern's role/state definitions and the already-Approved KBDL-007 disclosure-trigger contract),traceability-metadata.csv (candidate only),B — Governance-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Authority graph,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-068,Known limitation,Implementation-dependent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-070,Known limitation,Implementation-dependent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-071,Known limitation,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-072,Known limitation,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-075,Authority,Approved (restates the adopted WAI-ARIA 1.2 menu role definitions and the already-Approved KBDL-007 trigger contract),traceability-metadata.csv (candidate only),B — Governance-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Authority graph,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-075,Known limitation,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-077,Authority,Approved (restates the adopted WAI-ARIA 1.2 listbox role definitions and the already-Approved KBDL-007 combobox contract),traceability-metadata.csv (candidate only),B — Governance-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Authority graph,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-077,Known limitation,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-078,Known limitation,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-079,Known limitation,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-081,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-081,Authority,Approved (restates the adopted WAI-ARIA 1.2 alertdialog role definition),traceability-metadata.csv (candidate only),B — Governance-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Authority graph,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-081,Known limitation,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-082,Validation classification,Not applicable,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-084,Known limitation,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-086,Known limitation,Implementation-dependent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-087,Known limitation,Implementation-dependent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-088,Known limitation,Implementation-dependent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-090,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-090,Known limitation,Implementation-dependent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-092,Known limitation,Implementation-dependent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-093,Known limitation,Implementation-dependent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-094,Authority,Approved (restates the adopted WAI-ARIA 1.2 progressbar role definition and native <progress> semantics),traceability-metadata.csv (candidate only),B — Governance-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Authority graph,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-094,Known limitation,Implementation-dependent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-095,Authority,Approved (restates the adopted WAI-ARIA 1.2 meter role definition and native <meter> semantics),traceability-metadata.csv (candidate only),B — Governance-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Authority graph,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-095,Known limitation,Implementation-dependent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-096,Known limitation,Implementation-dependent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-097,Known limitation,KBDL-CMP-105 additionally cites the unapproved KBDL-RSP-011 as related context; KBDL-CMP-111 additionally depends on the eventual KBDL-RSP-002 value for its exact trigger point,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-098,Known limitation,Implementation-dependent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-100,Known limitation,KBDL-CMP-105 additionally cites the unapproved KBDL-RSP-011 as related context; KBDL-CMP-111 additionally depends on the eventual KBDL-RSP-002 value for its exact trigger point,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-101,Known limitation,KBDL-CMP-105 additionally cites the unapproved KBDL-RSP-011 as related context; KBDL-CMP-111 additionally depends on the eventual KBDL-RSP-002 value for its exact trigger point,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-103,Known limitation,KBDL-CMP-105 additionally cites the unapproved KBDL-RSP-011 as related context; KBDL-CMP-111 additionally depends on the eventual KBDL-RSP-002 value for its exact trigger point,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-104,Known limitation,KBDL-CMP-105 additionally cites the unapproved KBDL-RSP-011 as related context; KBDL-CMP-111 additionally depends on the eventual KBDL-RSP-002 value for its exact trigger point,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-107,Known limitation,KBDL-CMP-105 additionally cites the unapproved KBDL-RSP-011 as related context; KBDL-CMP-111 additionally depends on the eventual KBDL-RSP-002 value for its exact trigger point,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-109,Known limitation,KBDL-CMP-105 additionally cites the unapproved KBDL-RSP-011 as related context; KBDL-CMP-111 additionally depends on the eventual KBDL-RSP-002 value for its exact trigger point,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CMP-111,Validation classification,Not applicable,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CUS-001,Known limitation,No project customization exists to test,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CUS-002,Known limitation,Project records are not available,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CUS-003,Known limitation,Classification has not been applied to a real request,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CUS-004,Known limitation,Implementation choices are project-specific,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CUS-005,Known limitation,Actual assets require project review,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CUS-006,Known limitation,Exact reuse threshold is Recommended,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CUS-007,Known limitation,No exception is created here,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CUS-008,Known limitation,No real workflow history exists,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CUS-009,Known limitation,Inapplicable fields require project rationale,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CUS-010,Known limitation,No machine-readable format is mandated,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CUS-011,Known limitation,Final KBDL validation remains later scope,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CUS-012,Known limitation,Exact cadence/expiry are Recommended,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CUS-013,Known limitation,Project implementation absent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CUS-014,Known limitation,Pending theme items remain excluded,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CUS-015,Known limitation,Exact component values and technology remain excluded,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CUS-016,Known limitation,Pending exact values remain excluded,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CUS-017,Known limitation,Implementation testing is absent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CUS-018,Known limitation,Pending KBDL-007 items remain excluded,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CUS-019,Known limitation,Pending KBDL-008 items remain excluded,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CUS-020,Known limitation,Pending KBDL-009 policies remain excluded,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CUS-021,Known limitation,Backend architecture is out of scope,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-CUS-022,Known limitation,No implementation handoff exists,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-FND-001,Known limitation,Cannot be fully validated until THM and CMP requirements exist,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-FND-002,Known limitation,Cannot be fully validated until THM and CMP requirements exist,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-FND-003,Known limitation,Cannot be fully validated until RSP requirements exist,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-FND-004,Known limitation,Cannot be fully validated until RSP requirements exist,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-FND-005,Known limitation,No implementation exists to execute the stated typography validation method.,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-FND-006,Known limitation,No implementation exists to execute the stated iconography validation method.,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-FND-007,Known limitation,No implementation exists to execute the stated spacing validation method.,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-FND-008,Known limitation,Cannot be fully validated until PRO requirements exist,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-FND-009,Validation evidence,"Contrast-ratio table in foundations/color.md §4, computed via a local dependency-free script (see the KBDL-003 validation evidence for the script and full output). Updated under KBDL-003-R1: neutral-50 (3.25:1) was found to fail the 4.5:1 normal-text threshold and is now restricted to large-text/non-text-UI/decorative use only; a new neutral-60 (5.59:1) was added and verified as the safe value for normal-sized secondary/tertiary text",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Resolved evidence/classification relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-FND-010,Known limitation,"Approval authorizes these defaults for implementation; it does not itself constitute rendering, brand-suitability, or licensing validation — those remain Not verified as noted above",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
