Requirement ID,Field name,Group heading,Raw group field,Parsed grammar,Per-ID resolved value,Classification,Overriding status,Resolution result,Defect details
KBDL-THM-007,Validation evidence,"Recommended light and dark theme mappings (KBDL-THM-007, KBDL-THM-008)","[themes/validation.md §3](themes/validation.md#3-consolidated-contrast-evidence) — 52 pairs tested, all opaque, all passing their applicable threshold except 4 explicitly decorative-exempt borders/gridlines. The two Informational failures identified in the original KBDL-004 report (3.78:1, 4.21:1) are resolved by a revised hue (`#164499`) for the Text/Icon/Border/Strong-surface roles, with `neutral-10` correctly retained for On-strong-surface content (role assignment corrected under KBDL-004-R2) — see [adaptation.md §5.2](themes/adaptation.md#52-informational-correction-kbdl-004-r1). The Media caption row was corrected under KBDL-004-R2 to describe a fully opaque `neutral-100` band (17.17:1 is directly correct for this pair, not inherited or assumed).",Broad descriptive summary,"[themes/validation.md §3](themes/validation.md#3-consolidated-contrast-evidence) — 52 pairs tested, all opaque, all passing their applicable threshold except 4 explicitly decorative-exempt borders/gridlines. The two Informational failures identified in the original KBDL-004 report (3.78:1, 4.21:1) are resolved by a revised hue (`#164499`) for the Text/Icon/Border/Strong-surface roles, with `neutral-10` correctly retained for On-strong-surface content (role assignment corrected under KBDL-004-R2) — see [adaptation.md §5.2](themes/adaptation.md#52-informational-correction-kbdl-004-r1). The Media caption row was corrected under KBDL-004-R2 to describe a fully opaque `neutral-100` band (17.17:1 is directly correct for this pair, not inherited or assumed).",Non-overriding summary,No,PASS,None
KBDL-THM-008,Validation evidence,"Recommended light and dark theme mappings (KBDL-THM-007, KBDL-THM-008)","[themes/validation.md §3](themes/validation.md#3-consolidated-contrast-evidence) — 52 pairs tested, all opaque, all passing their applicable threshold except 4 explicitly decorative-exempt borders/gridlines. The two Informational failures identified in the original KBDL-004 report (3.78:1, 4.21:1) are resolved by a revised hue (`#164499`) for the Text/Icon/Border/Strong-surface roles, with `neutral-10` correctly retained for On-strong-surface content (role assignment corrected under KBDL-004-R2) — see [adaptation.md §5.2](themes/adaptation.md#52-informational-correction-kbdl-004-r1). The Media caption row was corrected under KBDL-004-R2 to describe a fully opaque `neutral-100` band (17.17:1 is directly correct for this pair, not inherited or assumed).",Broad descriptive summary,"[themes/validation.md §3](themes/validation.md#3-consolidated-contrast-evidence) — 52 pairs tested, all opaque, all passing their applicable threshold except 4 explicitly decorative-exempt borders/gridlines. The two Informational failures identified in the original KBDL-004 report (3.78:1, 4.21:1) are resolved by a revised hue (`#164499`) for the Text/Icon/Border/Strong-surface roles, with `neutral-10` correctly retained for On-strong-surface content (role assignment corrected under KBDL-004-R2) — see [adaptation.md §5.2](themes/adaptation.md#52-informational-correction-kbdl-004-r1). The Media caption row was corrected under KBDL-004-R2 to describe a fully opaque `neutral-100` band (17.17:1 is directly correct for this pair, not inherited or assumed).",Non-overriding summary,No,PASS,None
KBDL-THM-007,Known limitation,"Recommended light and dark theme mappings (KBDL-THM-007, KBDL-THM-008)","Approval covers the opaque mappings only; opacity values must not be treated as `Approved` or implemented until a future decision addresses them. The dark theme was independently designed, not inverted from light — see [dark-theme.md § Design Strategy](themes/dark-theme.md#design-strategy--why-some-roles-use-a-different-step-than-light-mode) for the `neutral-60`/`neutral-50` asymmetry this produced. Translucent opacity values remain entirely out of scope for this row.",Broad descriptive summary,"Approval covers the opaque mappings only; opacity values must not be treated as `Approved` or implemented until a future decision addresses them. The dark theme was independently designed, not inverted from light — see [dark-theme.md § Design Strategy](themes/dark-theme.md#design-strategy--why-some-roles-use-a-different-step-than-light-mode) for the `neutral-60`/`neutral-50` asymmetry this produced. Translucent opacity values remain entirely out of scope for this row.",Non-overriding summary,No,PASS,None
KBDL-THM-008,Known limitation,"Recommended light and dark theme mappings (KBDL-THM-007, KBDL-THM-008)","Approval covers the opaque mappings only; opacity values must not be treated as `Approved` or implemented until a future decision addresses them. The dark theme was independently designed, not inverted from light — see [dark-theme.md § Design Strategy](themes/dark-theme.md#design-strategy--why-some-roles-use-a-different-step-than-light-mode) for the `neutral-60`/`neutral-50` asymmetry this produced. Translucent opacity values remain entirely out of scope for this row.",Broad descriptive summary,"Approval covers the opaque mappings only; opacity values must not be treated as `Approved` or implemented until a future decision addresses them. The dark theme was independently designed, not inverted from light — see [dark-theme.md § Design Strategy](themes/dark-theme.md#design-strategy--why-some-roles-use-a-different-step-than-light-mode) for the `neutral-60`/`neutral-50` asymmetry this produced. Translucent opacity values remain entirely out of scope for this row.",Non-overriding summary,No,PASS,None
KBDL-THM-007,Packet or tracking destination,"Recommended light and dark theme mappings (KBDL-THM-007, KBDL-THM-008)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-THM-008,Packet or tracking destination,"Recommended light and dark theme mappings (KBDL-THM-007, KBDL-THM-008)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-THM-007,Pending dependencies,"Recommended light and dark theme mappings (KBDL-THM-007, KBDL-THM-008)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-THM-008,Pending dependencies,"Recommended light and dark theme mappings (KBDL-THM-007, KBDL-THM-008)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-THM-007,Related decision,"Recommended light and dark theme mappings (KBDL-THM-007, KBDL-THM-008)",KBDL-DEC-013 (opaque mappings only),Broad descriptive summary,KBDL-DEC-013 (opaque mappings only),Non-overriding summary,No,PASS,None
KBDL-THM-008,Related decision,"Recommended light and dark theme mappings (KBDL-THM-007, KBDL-THM-008)",KBDL-DEC-013 (opaque mappings only),Broad descriptive summary,KBDL-DEC-013 (opaque mappings only),Non-overriding summary,No,PASS,None
KBDL-THM-007,Notes or exclusions,"Recommended light and dark theme mappings (KBDL-THM-007, KBDL-THM-008)","Uses only already-`Approved` KBDL-003 foundation colors (`neutral-*`, `accent-30`/`accent-50`); no new primitive hues were introduced for the light/dark base mapping.",Broad descriptive summary,"Uses only already-`Approved` KBDL-003 foundation colors (`neutral-*`, `accent-30`/`accent-50`); no new primitive hues were introduced for the light/dark base mapping.",Non-overriding summary,No,PASS,None
KBDL-THM-008,Notes or exclusions,"Recommended light and dark theme mappings (KBDL-THM-007, KBDL-THM-008)","Uses only already-`Approved` KBDL-003 foundation colors (`neutral-*`, `accent-30`/`accent-50`); no new primitive hues were introduced for the light/dark base mapping.",Broad descriptive summary,"Uses only already-`Approved` KBDL-003 foundation colors (`neutral-*`, `accent-30`/`accent-50`); no new primitive hues were introduced for the light/dark base mapping.",Non-overriding summary,No,PASS,None
KBDL-THM-009,Blueprint section,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)",Status-family theme colors; gradient strategy; color-value expression convention,Uniform default,Status-family theme colors; gradient strategy; color-value expression convention,Uniform default,Yes,PASS,None
KBDL-THM-010,Blueprint section,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)",Status-family theme colors; gradient strategy; color-value expression convention,Uniform default,Status-family theme colors; gradient strategy; color-value expression convention,Uniform default,Yes,PASS,None
KBDL-THM-011,Blueprint section,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)",Status-family theme colors; gradient strategy; color-value expression convention,Uniform default,Status-family theme colors; gradient strategy; color-value expression convention,Uniform default,Yes,PASS,None
KBDL-THM-009,Roadmap prompt,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)",KBDL-004,Uniform default,KBDL-004,Uniform default,Yes,PASS,None
KBDL-THM-010,Roadmap prompt,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)",KBDL-004,Uniform default,KBDL-004,Uniform default,Yes,PASS,None
KBDL-THM-011,Roadmap prompt,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)",KBDL-004,Uniform default,KBDL-004,Uniform default,Yes,PASS,None
KBDL-THM-009,Specification location,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)","[themes/adaptation.md §5, §4, §6](themes/adaptation.md#5-status-family-theme-behavior)",Broad descriptive summary,"[themes/adaptation.md §5, §4, §6](themes/adaptation.md#5-status-family-theme-behavior)",Non-overriding summary,No,PASS,None
KBDL-THM-010,Specification location,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)","[themes/adaptation.md §5, §4, §6](themes/adaptation.md#5-status-family-theme-behavior)",Broad descriptive summary,"[themes/adaptation.md §5, §4, §6](themes/adaptation.md#5-status-family-theme-behavior)",Non-overriding summary,No,PASS,None
KBDL-THM-011,Specification location,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)","[themes/adaptation.md §5, §4, §6](themes/adaptation.md#5-status-family-theme-behavior)",Broad descriptive summary,"[themes/adaptation.md §5, §4, §6](themes/adaptation.md#5-status-family-theme-behavior)",Non-overriding summary,No,PASS,None
KBDL-THM-009,Lifecycle status,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-THM-010,Lifecycle status,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-THM-011,Lifecycle status,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-THM-009,Provenance,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-THM-010,Provenance,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-THM-011,Provenance,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-THM-009,Validation classification,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)","Mixed — Verified / Not verified: KBDL-THM-009, KBDL-THM-010; Not applicable: KBDL-THM-011",Status bucket,Mixed — Verified / Not verified,Exact per-ID mapping,Yes,PASS,None
KBDL-THM-010,Validation classification,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)","Mixed — Verified / Not verified: KBDL-THM-009, KBDL-THM-010; Not applicable: KBDL-THM-011",Status bucket,Mixed — Verified / Not verified,Exact per-ID mapping,Yes,PASS,None
KBDL-THM-011,Validation classification,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)","Mixed — Verified / Not verified: KBDL-THM-009, KBDL-THM-010; Not applicable: KBDL-THM-011",Status bucket,Not applicable,Exact per-ID mapping,Yes,PASS,None
KBDL-THM-009,Authority,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-THM-010,Authority,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-THM-011,Authority,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-THM-009,Validation method,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)","WCAG contrast calculation (completed for status pairs and the opaque gradient caption substitute); manual review (color-expression, performed for approval scope).",Broad descriptive summary,"WCAG contrast calculation (completed for status pairs and the opaque gradient caption substitute); manual review (color-expression, performed for approval scope).",Non-overriding summary,No,PASS,None
KBDL-THM-010,Validation method,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)","WCAG contrast calculation (completed for status pairs and the opaque gradient caption substitute); manual review (color-expression, performed for approval scope).",Broad descriptive summary,"WCAG contrast calculation (completed for status pairs and the opaque gradient caption substitute); manual review (color-expression, performed for approval scope).",Non-overriding summary,No,PASS,None
KBDL-THM-011,Validation method,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)","WCAG contrast calculation (completed for status pairs and the opaque gradient caption substitute); manual review (color-expression, performed for approval scope).",Broad descriptive summary,"WCAG contrast calculation (completed for status pairs and the opaque gradient caption substitute); manual review (color-expression, performed for approval scope).",Non-overriding summary,No,PASS,None
KBDL-THM-009,Validation evidence,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)","[themes/validation.md §3](themes/validation.md#3-consolidated-contrast-evidence) for the recalculated pairs and [themes/adaptation.md §5.2](themes/adaptation.md#52-informational-correction-kbdl-004-r1) for the Informational correction record. [themes/adaptation.md §4.3](themes/adaptation.md#43-worked-example--worst-case-contrast-corrected-kbdl-004-r1) documents both gradient endpoints tested against both candidate text colors and the corrected, fully-opaque caption-band resolution (KBDL-004-R2).",Broad descriptive summary,"[themes/validation.md §3](themes/validation.md#3-consolidated-contrast-evidence) for the recalculated pairs and [themes/adaptation.md §5.2](themes/adaptation.md#52-informational-correction-kbdl-004-r1) for the Informational correction record. [themes/adaptation.md §4.3](themes/adaptation.md#43-worked-example--worst-case-contrast-corrected-kbdl-004-r1) documents both gradient endpoints tested against both candidate text colors and the corrected, fully-opaque caption-band resolution (KBDL-004-R2).",Non-overriding summary,No,PASS,None
KBDL-THM-010,Validation evidence,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)","[themes/validation.md §3](themes/validation.md#3-consolidated-contrast-evidence) for the recalculated pairs and [themes/adaptation.md §5.2](themes/adaptation.md#52-informational-correction-kbdl-004-r1) for the Informational correction record. [themes/adaptation.md §4.3](themes/adaptation.md#43-worked-example--worst-case-contrast-corrected-kbdl-004-r1) documents both gradient endpoints tested against both candidate text colors and the corrected, fully-opaque caption-band resolution (KBDL-004-R2).",Broad descriptive summary,"[themes/validation.md §3](themes/validation.md#3-consolidated-contrast-evidence) for the recalculated pairs and [themes/adaptation.md §5.2](themes/adaptation.md#52-informational-correction-kbdl-004-r1) for the Informational correction record. [themes/adaptation.md §4.3](themes/adaptation.md#43-worked-example--worst-case-contrast-corrected-kbdl-004-r1) documents both gradient endpoints tested against both candidate text colors and the corrected, fully-opaque caption-band resolution (KBDL-004-R2).",Non-overriding summary,No,PASS,None
KBDL-THM-011,Validation evidence,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)","[themes/validation.md §3](themes/validation.md#3-consolidated-contrast-evidence) for the recalculated pairs and [themes/adaptation.md §5.2](themes/adaptation.md#52-informational-correction-kbdl-004-r1) for the Informational correction record. [themes/adaptation.md §4.3](themes/adaptation.md#43-worked-example--worst-case-contrast-corrected-kbdl-004-r1) documents both gradient endpoints tested against both candidate text colors and the corrected, fully-opaque caption-band resolution (KBDL-004-R2).",Broad descriptive summary,"[themes/validation.md §3](themes/validation.md#3-consolidated-contrast-evidence) for the recalculated pairs and [themes/adaptation.md §5.2](themes/adaptation.md#52-informational-correction-kbdl-004-r1) for the Informational correction record. [themes/adaptation.md §4.3](themes/adaptation.md#43-worked-example--worst-case-contrast-corrected-kbdl-004-r1) documents both gradient endpoints tested against both candidate text colors and the corrected, fully-opaque caption-band resolution (KBDL-004-R2).",Non-overriding summary,No,PASS,None
KBDL-THM-009,Known limitation,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)","New dark-mode status hues (`#7CC4FF`, `#6FD19A`, `#E0A840`, `#FF8A80`) were introduced here since the light-mode-only values from KBDL-003 fail contrast against a dark canvas; these dark hues, along with the light-mode Informational value revised to `#164499` under KBDL-004-R1, are now `Approved` as part of the theme layer under KBDL-004-A1 (its correct role assignment — `#164499` for Text/Icon/Border/Strong-surface, `neutral-10` for On-strong-surface content — was clarified under KBDL-004-R2). Any translucent caption-band variant remains outside this row's approved scope.",Broad descriptive summary,"New dark-mode status hues (`#7CC4FF`, `#6FD19A`, `#E0A840`, `#FF8A80`) were introduced here since the light-mode-only values from KBDL-003 fail contrast against a dark canvas; these dark hues, along with the light-mode Informational value revised to `#164499` under KBDL-004-R1, are now `Approved` as part of the theme layer under KBDL-004-A1 (its correct role assignment — `#164499` for Text/Icon/Border/Strong-surface, `neutral-10` for On-strong-surface content — was clarified under KBDL-004-R2). Any translucent caption-band variant remains outside this row's approved scope.",Non-overriding summary,No,PASS,None
KBDL-THM-010,Known limitation,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)","New dark-mode status hues (`#7CC4FF`, `#6FD19A`, `#E0A840`, `#FF8A80`) were introduced here since the light-mode-only values from KBDL-003 fail contrast against a dark canvas; these dark hues, along with the light-mode Informational value revised to `#164499` under KBDL-004-R1, are now `Approved` as part of the theme layer under KBDL-004-A1 (its correct role assignment — `#164499` for Text/Icon/Border/Strong-surface, `neutral-10` for On-strong-surface content — was clarified under KBDL-004-R2). Any translucent caption-band variant remains outside this row's approved scope.",Broad descriptive summary,"New dark-mode status hues (`#7CC4FF`, `#6FD19A`, `#E0A840`, `#FF8A80`) were introduced here since the light-mode-only values from KBDL-003 fail contrast against a dark canvas; these dark hues, along with the light-mode Informational value revised to `#164499` under KBDL-004-R1, are now `Approved` as part of the theme layer under KBDL-004-A1 (its correct role assignment — `#164499` for Text/Icon/Border/Strong-surface, `neutral-10` for On-strong-surface content — was clarified under KBDL-004-R2). Any translucent caption-band variant remains outside this row's approved scope.",Non-overriding summary,No,PASS,None
KBDL-THM-011,Known limitation,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)","New dark-mode status hues (`#7CC4FF`, `#6FD19A`, `#E0A840`, `#FF8A80`) were introduced here since the light-mode-only values from KBDL-003 fail contrast against a dark canvas; these dark hues, along with the light-mode Informational value revised to `#164499` under KBDL-004-R1, are now `Approved` as part of the theme layer under KBDL-004-A1 (its correct role assignment — `#164499` for Text/Icon/Border/Strong-surface, `neutral-10` for On-strong-surface content — was clarified under KBDL-004-R2). Any translucent caption-band variant remains outside this row's approved scope.",Broad descriptive summary,"New dark-mode status hues (`#7CC4FF`, `#6FD19A`, `#E0A840`, `#FF8A80`) were introduced here since the light-mode-only values from KBDL-003 fail contrast against a dark canvas; these dark hues, along with the light-mode Informational value revised to `#164499` under KBDL-004-R1, are now `Approved` as part of the theme layer under KBDL-004-A1 (its correct role assignment — `#164499` for Text/Icon/Border/Strong-surface, `neutral-10` for On-strong-surface content — was clarified under KBDL-004-R2). Any translucent caption-band variant remains outside this row's approved scope.",Non-overriding summary,No,PASS,None
KBDL-THM-009,Packet or tracking destination,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-THM-010,Packet or tracking destination,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-THM-011,Packet or tracking destination,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-THM-009,Pending dependencies,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-THM-010,Pending dependencies,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-THM-011,Pending dependencies,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-THM-009,Related decision,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)",KBDL-DEC-013,Broad descriptive summary,KBDL-DEC-013,Non-overriding summary,No,PASS,None
KBDL-THM-010,Related decision,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)",KBDL-DEC-013,Broad descriptive summary,KBDL-DEC-013,Non-overriding summary,No,PASS,None
KBDL-THM-011,Related decision,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)",KBDL-DEC-013,Broad descriptive summary,KBDL-DEC-013,Non-overriding summary,No,PASS,None
KBDL-THM-009,Notes or exclusions,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)","Corrected under KBDL-004-R1: Informational no longer carries a large-text/icon restriction — the revised hue passes 4.5:1 in every context this family is used, in both modes. Corrected under KBDL-004-R2: the gradient caption-band example is now explicitly opaque, and Informational's role assignment is stated precisely.",Broad descriptive summary,"Corrected under KBDL-004-R1: Informational no longer carries a large-text/icon restriction — the revised hue passes 4.5:1 in every context this family is used, in both modes. Corrected under KBDL-004-R2: the gradient caption-band example is now explicitly opaque, and Informational's role assignment is stated precisely.",Non-overriding summary,No,PASS,None
KBDL-THM-010,Notes or exclusions,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)","Corrected under KBDL-004-R1: Informational no longer carries a large-text/icon restriction — the revised hue passes 4.5:1 in every context this family is used, in both modes. Corrected under KBDL-004-R2: the gradient caption-band example is now explicitly opaque, and Informational's role assignment is stated precisely.",Broad descriptive summary,"Corrected under KBDL-004-R1: Informational no longer carries a large-text/icon restriction — the revised hue passes 4.5:1 in every context this family is used, in both modes. Corrected under KBDL-004-R2: the gradient caption-band example is now explicitly opaque, and Informational's role assignment is stated precisely.",Non-overriding summary,No,PASS,None
KBDL-THM-011,Notes or exclusions,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)","Corrected under KBDL-004-R1: Informational no longer carries a large-text/icon restriction — the revised hue passes 4.5:1 in every context this family is used, in both modes. Corrected under KBDL-004-R2: the gradient caption-band example is now explicitly opaque, and Informational's role assignment is stated precisely.",Broad descriptive summary,"Corrected under KBDL-004-R1: Informational no longer carries a large-text/icon restriction — the revised hue passes 4.5:1 in every context this family is used, in both modes. Corrected under KBDL-004-R2: the gradient caption-band example is now explicitly opaque, and Informational's role assignment is stated precisely.",Non-overriding summary,No,PASS,None
KBDL-THM-012,Blueprint section,"Theme-transition guidance (KBDL-THM-012, KBDL-THM-012a)","Theme-transition guidance (conceptual, no timing/easing); reduced-motion requirement",Uniform default,"Theme-transition guidance (conceptual, no timing/easing); reduced-motion requirement",Uniform default,Yes,PASS,None
KBDL-THM-012a,Blueprint section,"Theme-transition guidance (KBDL-THM-012, KBDL-THM-012a)","Theme-transition guidance (conceptual, no timing/easing); reduced-motion requirement",Uniform default,"Theme-transition guidance (conceptual, no timing/easing); reduced-motion requirement",Uniform default,Yes,PASS,None
KBDL-THM-012,Roadmap prompt,"Theme-transition guidance (KBDL-THM-012, KBDL-THM-012a)",KBDL-004,Uniform default,KBDL-004,Uniform default,Yes,PASS,None
KBDL-THM-012a,Roadmap prompt,"Theme-transition guidance (KBDL-THM-012, KBDL-THM-012a)",KBDL-004,Uniform default,KBDL-004,Uniform default,Yes,PASS,None
KBDL-THM-012,Specification location,"Theme-transition guidance (KBDL-THM-012, KBDL-THM-012a)",[themes/adaptation.md §7](themes/adaptation.md#7-theme-transition-guidance),Broad descriptive summary,[themes/adaptation.md §7](themes/adaptation.md#7-theme-transition-guidance),Non-overriding summary,No,PASS,None
KBDL-THM-012a,Specification location,"Theme-transition guidance (KBDL-THM-012, KBDL-THM-012a)",[themes/adaptation.md §7](themes/adaptation.md#7-theme-transition-guidance),Broad descriptive summary,[themes/adaptation.md §7](themes/adaptation.md#7-theme-transition-guidance),Non-overriding summary,No,PASS,None
KBDL-THM-012,Lifecycle status,"Theme-transition guidance (KBDL-THM-012, KBDL-THM-012a)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-THM-012a,Lifecycle status,"Theme-transition guidance (KBDL-THM-012, KBDL-THM-012a)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-THM-012,Provenance,"Theme-transition guidance (KBDL-THM-012, KBDL-THM-012a)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-THM-012a,Provenance,"Theme-transition guidance (KBDL-THM-012, KBDL-THM-012a)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-THM-012,Validation classification,"Theme-transition guidance (KBDL-THM-012, KBDL-THM-012a)",Not verified,Uniform status default,Not verified,Uniform default,Yes,PASS,None
KBDL-THM-012a,Validation classification,"Theme-transition guidance (KBDL-THM-012, KBDL-THM-012a)",Not verified,Uniform status default,Not verified,Uniform default,Yes,PASS,None
KBDL-THM-012,Authority,"Theme-transition guidance (KBDL-THM-012, KBDL-THM-012a)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-THM-012a,Authority,"Theme-transition guidance (KBDL-THM-012, KBDL-THM-012a)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-THM-012,Validation method,"Theme-transition guidance (KBDL-THM-012, KBDL-THM-012a)",Manual review confirming no timing/easing values were introduced (performed); manual review confirming reduced-motion behavior once implemented.,Broad descriptive summary,Manual review confirming no timing/easing values were introduced (performed); manual review confirming reduced-motion behavior once implemented.,Non-overriding summary,No,PASS,None
KBDL-THM-012a,Validation method,"Theme-transition guidance (KBDL-THM-012, KBDL-THM-012a)",Manual review confirming no timing/easing values were introduced (performed); manual review confirming reduced-motion behavior once implemented.,Broad descriptive summary,Manual review confirming no timing/easing values were introduced (performed); manual review confirming reduced-motion behavior once implemented.,Non-overriding summary,No,PASS,None
KBDL-THM-012,Validation evidence,"Theme-transition guidance (KBDL-THM-012, KBDL-THM-012a)",Manual scope-compliance review recorded in the KBDL-004 commit — confirmed zero millisecond/easing values anywhere in `docs/kbdl/themes/`.,Broad descriptive summary,Manual scope-compliance review recorded in the KBDL-004 commit — confirmed zero millisecond/easing values anywhere in `docs/kbdl/themes/`.,Non-overriding summary,No,PASS,None
KBDL-THM-012a,Validation evidence,"Theme-transition guidance (KBDL-THM-012, KBDL-THM-012a)",Manual scope-compliance review recorded in the KBDL-004 commit — confirmed zero millisecond/easing values anywhere in `docs/kbdl/themes/`.,Broad descriptive summary,Manual scope-compliance review recorded in the KBDL-004 commit — confirmed zero millisecond/easing values anywhere in `docs/kbdl/themes/`.,Non-overriding summary,No,PASS,None
KBDL-THM-012,Known limitation,"Theme-transition guidance (KBDL-THM-012, KBDL-THM-012a)","Exact timing/easing depends entirely on KBDL-005, which is eligible for its own future prompt and has not been started by this approval.",Broad descriptive summary,"Exact timing/easing depends entirely on KBDL-005, which is eligible for its own future prompt and has not been started by this approval.",Non-overriding summary,No,PASS,None
KBDL-THM-012a,Known limitation,"Theme-transition guidance (KBDL-THM-012, KBDL-THM-012a)","Exact timing/easing depends entirely on KBDL-005, which is eligible for its own future prompt and has not been started by this approval.",Broad descriptive summary,"Exact timing/easing depends entirely on KBDL-005, which is eligible for its own future prompt and has not been started by this approval.",Non-overriding summary,No,PASS,None
