Requirement ID,Validation method,Validation evidence,Known limitation,Method/evidence conflict,Limitation conflict
KBDL-CMP-102,Project-owner review (not yet performed). ### 16.5 Offline and Reconnecting State,Not verified — no implementation exists yet,KBDL-CMP-105 additionally cites the unapproved KBDL-RSP-011 as related context; KBDL-CMP-111 additionally depends on the eventual KBDL-RSP-002 value for its exact trigger point,False,False
KBDL-CMP-103,Manual claim-accuracy review once implemented. ### 16.6 Permission Denied and Restricted State,Not verified — no implementation exists yet,KBDL-CMP-105 additionally cites the unapproved KBDL-RSP-011 as related context; KBDL-CMP-111 additionally depends on the eventual KBDL-RSP-002 value for its exact trigger point,False,False
KBDL-CMP-104,"Manual security-review once implemented. ### 16.7 Not Found State Distinguished from Permission Denied: a not-found state does not require revealing whether a protected resource exists, per KBDL-CMP-104, applied here without change. ### 16.8 Maintenance, Unavailable, and Degraded State Uses the severity taxonomy and recovery hierarchy from KBDL-CMP-102 once approved; does not invent service-level commitments or recovery time estimates. ### 16.9 System Status Uses the Status Region/Log live-region model (KBDL-CMP-092) for its update stream, distinct from a transient Alert or Toast (KBDL-CMP-088, KBDL-CMP-090)",Not verified — no implementation exists yet,KBDL-CMP-105 additionally cites the unapproved KBDL-RSP-011 as related context; KBDL-CMP-111 additionally depends on the eventual KBDL-RSP-002 value for its exact trigger point,False,False
KBDL-CMP-105,"Project-owner review (not yet performed). Exact virtualization, column-resizing, column-reordering, and pinning behavior remain later implementation decisions, out of scope here. ### 18.2 Tree and Treegrid",Not verified — no implementation exists yet,KBDL-CMP-105 additionally cites the unapproved KBDL-RSP-011 as related context; KBDL-CMP-111 additionally depends on the eventual KBDL-RSP-002 value for its exact trigger point,False,False
KBDL-CMP-106,Project-owner review (not yet performed). ### 18.3 Carousel,Not verified — no implementation exists yet,KBDL-CMP-105 additionally cites the unapproved KBDL-RSP-011 as related context; KBDL-CMP-111 additionally depends on the eventual KBDL-RSP-002 value for its exact trigger point,False,False
KBDL-CMP-107,"Manual pause/stop/hide review once implemented. Whether KBDL permits automatic rotation by default at all, and any exact rotation interval, are new policy:",Not verified — no implementation exists yet,KBDL-CMP-105 additionally cites the unapproved KBDL-RSP-011 as related context; KBDL-CMP-111 additionally depends on the eventual KBDL-RSP-002 value for its exact trigger point,False,False
KBDL-CMP-108,Project-owner review (not yet performed). ### 18.4 Data Visualization,Not verified — no implementation exists yet,KBDL-CMP-105 additionally cites the unapproved KBDL-RSP-011 as related context; KBDL-CMP-111 additionally depends on the eventual KBDL-RSP-002 value for its exact trigger point,False,False
KBDL-CMP-109,"Manual review once implemented. The exact chart taxonomy, tooltip behavior, and interaction model are new policy; this document does not approve a data-visualization color palette (the palette itself remains a separate, unapproved theme matter, see [§40](#40-deferred-and-unresolved-items)):",Not verified — no implementation exists yet,KBDL-CMP-105 additionally cites the unapproved KBDL-RSP-011 as related context; KBDL-CMP-111 additionally depends on the eventual KBDL-RSP-002 value for its exact trigger point,False,False
KBDL-CMP-110,Project-owner review (not yet performed),Not verified — no implementation exists yet,KBDL-CMP-105 additionally cites the unapproved KBDL-RSP-011 as related context; KBDL-CMP-111 additionally depends on the eventual KBDL-RSP-002 value for its exact trigger point,False,False
KBDL-CMP-111,Project-owner review (not yet performed),Not verified — no implementation exists yet,KBDL-CMP-105 additionally cites the unapproved KBDL-RSP-011 as related context; KBDL-CMP-111 additionally depends on the eventual KBDL-RSP-002 value for its exact trigger point,False,False
KBDL-CUS-001,Record and implementation audit,Not verified — validation method has not been executed,No project customization exists to test,False,False
KBDL-CUS-002,Authority-source audit,Not verified — validation method has not been executed,Project records are not available,False,False
KBDL-CUS-003,Classification review,Not verified — validation method has not been executed,Classification has not been applied to a real request,False,False
KBDL-CUS-004,Source-bound comparison,Not verified — validation method has not been executed,Implementation choices are project-specific,False,False
KBDL-CUS-005,Content and locked-rule audit,Not verified — validation method has not been executed,Actual assets require project review,False,False
KBDL-CUS-006,Proposal-history audit,Not verified — validation method has not been executed,Exact reuse threshold is Recommended,False,False
KBDL-CUS-007,Exception/stop-path audit,Not verified — validation method has not been executed,No exception is created here,False,False
KBDL-CUS-008,Workflow-stage audit,Not verified — validation method has not been executed,No real workflow history exists,False,False
KBDL-CUS-009,Intake-field audit,Not verified — validation method has not been executed,Inapplicable fields require project rationale,False,False
KBDL-CUS-010,Programmatic field audit plus manual status review,Not verified — validation method has not been executed,No machine-readable format is mandated,False,False
KBDL-CUS-011,Impact/evidence plan audit,Not verified — validation method has not been executed,Final KBDL validation remains later scope,False,False
KBDL-CUS-012,Record-history and rollback audit,Not verified — validation method has not been executed,Exact cadence/expiry are Recommended,False,False
KBDL-CUS-013,Foundation-role/value audit,Not verified — validation method has not been executed,Project implementation absent,False,False
KBDL-CUS-014,Theme-role and parity audit,Not verified — validation method has not been executed,Pending theme items remain excluded,False,False
KBDL-CUS-015,Motion architecture/safety audit,Not verified — validation method has not been executed,Exact component values and technology remain excluded,False,False
KBDL-CUS-016,Responsive outcome audit,Not verified — validation method has not been executed,Pending exact values remain excluded,False,False
KBDL-CUS-017,WCAG/requirement audit,Not verified — validation method has not been executed,Implementation testing is absent,False,False
KBDL-CUS-018,Component-contract audit,Not verified — validation method has not been executed,Pending KBDL-007 items remain excluded,False,False
KBDL-CUS-019,System-component contract audit,Not verified — validation method has not been executed,Pending KBDL-008 items remain excluded,False,False
KBDL-CUS-020,Profile-invariant audit,Not verified — validation method has not been executed,Pending KBDL-009 policies remain excluded,False,False
KBDL-CUS-021,Security/privacy/correctness review,Not verified — validation method has not been executed,Backend architecture is out of scope,False,False
KBDL-CUS-022,Handoff-record and artifact audit,Not verified — validation method has not been executed,No implementation handoff exists,False,False
KBDL-CUS-023,Project-owner review,Not verified — validation method has not been executed,Records use a visible placeholder meanwhile,False,False
KBDL-CUS-024,Project-owner review,Not verified — validation method has not been executed,Current governance does not define exact local roles,False,False
KBDL-CUS-025,Project-owner review,Not verified — validation method has not been executed,KBDL-011 does not approve this discretionary policy,False,False
KBDL-CUS-026,Project-owner review,Not verified — validation method has not been executed,No default time period is authorized,False,False
KBDL-CUS-027,Project-owner review,Not verified — validation method has not been executed,Conflicts stop under current rules,False,False
KBDL-CUS-028,Project-owner review,Not verified — validation method has not been executed,Reuse always triggers review until a threshold is approved,False,False
KBDL-CUS-029,Project-owner review,Not verified — validation method has not been executed,Exact retention and evidence rules are not authorized,False,False
KBDL-CUS-030,Not applicable until resumed,Not verified — validation method has not been executed,"No JSON, YAML, schema, API, plugin, or automation is authorized",False,False
KBDL-FND-001,Manual review of role names against hue-independence at each later module's approval gate,Not verified — no theme or component content exists yet to check role usage against,Cannot be fully validated until THM and CMP requirements exist,False,False
KBDL-FND-002,Manual review at component-design time (later module) plus this module's conceptual examples,Not verified — no theme or component content exists yet to check role usage against,Cannot be fully validated until THM and CMP requirements exist,False,False
KBDL-FND-003,Manual review of spacing usage against the named step set; exceptions checked against [governance.md § Exception process](../governance.md#exception-process),Not verified — no responsive-behavior module exists yet,Cannot be fully validated until RSP requirements exist,False,False
KBDL-FND-004,Manual review of a layout's content-priority ranking at each supported breakpoint,Not verified — no responsive-behavior module exists yet,Cannot be fully validated until RSP requirements exist,False,False
KBDL-FND-005,Manual review confirming a simplified fallback exists for each elevation level,"Manual completeness review recorded in the KBDL-003 commit — confirmed all five elevation levels list a non-shadow-dependent fallback, and both icon and media sections state their respective anticipation requirements",None identified,False,False
KBDL-FND-006,Manual review of icon usage against the label-pairing rule,"Manual completeness review recorded in the KBDL-003 commit — confirmed all five elevation levels list a non-shadow-dependent fallback, and both icon and media sections state their respective anticipation requirements",None identified,False,False
KBDL-FND-007,Manual review confirming a static/paused equivalent and an anticipated accessible-text plan exist per media asset type,"Manual completeness review recorded in the KBDL-003 commit — confirmed all five elevation levels list a non-shadow-dependent fallback, and both icon and media sections state their respective anticipation requirements",None identified,False,False
KBDL-FND-008,Manual cross-profile review once the project-profiles module is approved,Not verified — PRO requirements do not exist yet,Cannot be fully validated until PRO requirements exist,False,False
KBDL-FND-009,"Contrast calculation (completed, see evidence); brand suitability review (not yet performed)","Contrast-ratio table in foundations/color.md §4, computed via a local dependency-free script (see the KBDL-003 validation evidence for the script and full output). Updated under KBDL-003-R1: neutral-50 (3.25:1) was found to fail the 4.5:1 normal-text threshold and is now restricted to large-text/non-text-UI/decorative use only; a new neutral-60 (5.59:1) was added and verified as the safe value for normal-sized secondary/tertiary text","Approval authorizes these defaults for implementation; it does not itself constitute rendering, brand-suitability, or licensing validation — those remain Not verified as noted above",False,False
KBDL-FND-010,Licensing verification (not yet performed) plus project-owner review (completed for the strategy; the specific family remains a separate future decision),"Contrast-ratio table in foundations/color.md §4, computed via a local dependency-free script (see the KBDL-003 validation evidence for the script and full output). Updated under KBDL-003-R1: neutral-50 (3.25:1) was found to fail the 4.5:1 normal-text threshold and is now restricted to large-text/non-text-UI/decorative use only; a new neutral-60 (5.59:1) was added and verified as the safe value for normal-sized secondary/tertiary text","Approval authorizes these defaults for implementation; it does not itself constitute rendering, brand-suitability, or licensing validation — those remain Not verified as noted above",False,False
KBDL-FND-011,Project-owner review (completed); exact pixel values validated once chosen,"Contrast-ratio table in foundations/color.md §4, computed via a local dependency-free script (see the KBDL-003 validation evidence for the script and full output). Updated under KBDL-003-R1: neutral-50 (3.25:1) was found to fail the 4.5:1 normal-text threshold and is now restricted to large-text/non-text-UI/decorative use only; a new neutral-60 (5.59:1) was added and verified as the safe value for normal-sized secondary/tertiary text","Approval authorizes these defaults for implementation; it does not itself constitute rendering, brand-suitability, or licensing validation — those remain Not verified as noted above",False,False
KBDL-FND-012,Project-owner review (completed),"Contrast-ratio table in foundations/color.md §4, computed via a local dependency-free script (see the KBDL-003 validation evidence for the script and full output). Updated under KBDL-003-R1: neutral-50 (3.25:1) was found to fail the 4.5:1 normal-text threshold and is now restricted to large-text/non-text-UI/decorative use only; a new neutral-60 (5.59:1) was added and verified as the safe value for normal-sized secondary/tertiary text","Approval authorizes these defaults for implementation; it does not itself constitute rendering, brand-suitability, or licensing validation — those remain Not verified as noted above",False,False
KBDL-GOV-001,"Manual review — heading hierarchy, relative-link resolution, and heading-anchor correctness checked across all KBDL-001 files",Manual review recorded in commit 2d356b4 (KBDL-001 initial commit); re-checked for this remediation in commit-to-follow (see decision-register.md § KBDL-DEC-011),"No automated Markdown linter or link checker was available in this environment; verification is manual, not tool-based",False,False
KBDL-GOV-002,Manual review; no automated check is applicable yet,Not verified — no A11Y requirement exists yet for this rule to be checked against,"Cannot be validated against a real accessibility requirement, since none exist yet",False,False
KBDL-GOV-003,"Manual review against this prompt's required governance topics (ownership, proposal, review, approval, scope-change, exception, deprecation, versioning, documentation-update, accessibility/motion/responsive review, conformance-review, conflict-resolution, restoration, evidence)","Manual review recorded in commit 2d356b4, corrected in the remediation commit for this status-model fix",None identified,False,False
KBDL-MOT-001,Manual review confirming every documented motion pattern cites a purpose from the approved list,Manual review recorded in motion/validation.md §6,"Per-component purpose assignment depends on the Components module (CMP), not yet reached",False,False
KBDL-MOT-002,Manual terminology-consistency review,Manual review recorded in motion/validation.md §6,"Per-component purpose assignment depends on the Components module (CMP), not yet reached",False,False
KBDL-MOT-003,Manual review of motion decisions against the priority order; disputes escalated per [governance.md](../governance.md),Manual review recorded in motion/validation.md §6,"Per-component purpose assignment depends on the Components module (CMP), not yet reached",False,False
KBDL-MOT-004,Manual completeness review per category,Manual review recorded in motion/validation.md §1,"Exceptional-level (Level 4) usage requires project-owner review each time; not yet exercised, since no implementation exists",False,False
KBDL-MOT-005,"Manual review of Exceptional-level usage once implemented; project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved))",Manual review recorded in motion/validation.md §1,"Exceptional-level (Level 4) usage requires project-owner review each time; not yet exercised, since no implementation exists",False,False
KBDL-MOT-006,"Manual review of intensity assessments once implemented; project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved))",Manual review recorded in motion/validation.md §1,"Exceptional-level (Level 4) usage requires project-owner review each time; not yet exercised, since no implementation exists",False,False
KBDL-MOT-007,"Manual review of timing-class usage once implemented; project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved))","motion/validation.md §2 — every value has a stated purpose, exit durations are equal to or shorter than paired entrances, and no value is marked Verified without implementation evidence","Approval is a lifecycle decision, not implementation validation; these values must not be treated as Verified until an implementation exists and is measured",False,False
KBDL-MOT-008,"Project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved)); manual implementation review once an implementation exists","motion/validation.md §2 — every value has a stated purpose, exit durations are equal to or shorter than paired entrances, and no value is marked Verified without implementation evidence","Approval is a lifecycle decision, not implementation validation; these values must not be treated as Verified until an implementation exists and is measured",False,False
KBDL-MOT-009,"Manual conceptual review (performed, see [timing-easing.md §3](timing-easing.md#3-easing-architecture)); project-owner approval (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved))","motion/validation.md §2 — every value has a stated purpose, exit durations are equal to or shorter than paired entrances, and no value is marked Verified without implementation evidence","Approval is a lifecycle decision, not implementation validation; these values must not be treated as Verified until an implementation exists and is measured",False,False
KBDL-MOT-010,"Manual review once implemented; project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved))",Not verified — no implementation exists yet,Exact pixel/percentage movement and scale values are deferred to the Components module,False,False
KBDL-MOT-011,"Manual review once implemented; project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved))",Not verified — no implementation exists yet,Exact pixel/percentage movement and scale values are deferred to the Components module,False,False
KBDL-MOT-012,Manual review once implemented; project-owner review (not yet performed),Not verified — no implementation exists yet,Exact pixel/percentage movement and scale values are deferred to the Components module,False,False
KBDL-MOT-013,"Manual review once implemented; project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved))",Not verified — no implementation exists yet,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review,False,False
KBDL-MOT-014,Manual review once implemented; project-owner review (not yet performed),Not verified — no implementation exists yet,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review,False,False
KBDL-MOT-015,Manual review once implemented; project-owner review (not yet performed),Not verified — no implementation exists yet,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review,False,False
KBDL-MOT-016,Manual review once implemented; project-owner review (not yet performed),Not verified — no implementation exists yet,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review,False,False
KBDL-MOT-017,Manual review once implemented; project-owner review (not yet performed),Not verified — no implementation exists yet,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review,False,False
KBDL-MOT-018,Manual review once implemented; project-owner review (not yet performed),Not verified — no implementation exists yet,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review,False,False
KBDL-MOT-019,Manual review once implemented; project-owner review (not yet performed),Not verified — no implementation exists yet,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review,False,False
KBDL-MOT-020,"Manual review of the worked example (performed, see [patterns.md §8](patterns.md#8-theme-transition-motion)); project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved))","motion/patterns.md §8 — conceptually verified against the already-Verified opaque contrast pair (17.17:1, unrelated example) and the KBDL-004 non-blocking/readability requirements; no live implementation has been rendered or measured",No intermediate-frame contrast measurement has actually been performed against a live implementation,False,False
KBDL-MOT-021,Manual review once implemented; project-owner review (not yet performed),"motion/validation.md §3 (reduced-motion parity, passed) and motion/validation.md §4 (pattern coverage, passed)","No implementation exists to measure actual frame rate, input latency, or cross-input-method behavior",False,False
KBDL-MOT-022,"Manual parity review per pattern (performed, see [accessibility-performance.md §1](accessibility-performance.md#1-reduced-motion-and-no-motion-parity)); implementation-level review not yet performed","motion/validation.md §3 (reduced-motion parity, passed) and motion/validation.md §4 (pattern coverage, passed)","No implementation exists to measure actual frame rate, input latency, or cross-input-method behavior",False,False
KBDL-MOT-023,Manual review once implemented; project-owner review (not yet performed),"motion/validation.md §3 (reduced-motion parity, passed) and motion/validation.md §4 (pattern coverage, passed)","No implementation exists to measure actual frame rate, input latency, or cross-input-method behavior",False,False
KBDL-MOT-024,Implementation-level performance measurement (not yet performed — no implementation exists),"motion/validation.md §3 (reduced-motion parity, passed) and motion/validation.md §4 (pattern coverage, passed)","No implementation exists to measure actual frame rate, input latency, or cross-input-method behavior",False,False
KBDL-MOT-025,Manual review once implemented; project-owner review (not yet performed),"motion/validation.md §3 (reduced-motion parity, passed) and motion/validation.md §4 (pattern coverage, passed)","No implementation exists to measure actual frame rate, input latency, or cross-input-method behavior",False,False
KBDL-MOT-026,Manual cross-profile review once the project-profiles module is approved,"motion/validation.md §3 (reduced-motion parity, passed) and motion/validation.md §4 (pattern coverage, passed)","No implementation exists to measure actual frame rate, input latency, or cross-input-method behavior",False,False
KBDL-MOT-027,Manual review confirming no Recommended motion value is implemented or marked Approved without a decision-register entry,"motion/validation.md §3 (reduced-motion parity, passed) and motion/validation.md §4 (pattern coverage, passed)","No implementation exists to measure actual frame rate, input latency, or cross-input-method behavior",False,False
KBDL-MOT-028,"Manual review once implemented; project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved))",Not verified — no implementation exists yet; conceptual manual review recorded in motion/validation.md where applicable,"Approval is a lifecycle decision, not implementation validation; these values must not be treated as Verified until an implementation exists and is measured",False,False
KBDL-MOT-029,"Manual review once implemented; project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved))",Not verified — no implementation exists yet; conceptual manual review recorded in motion/validation.md where applicable,"Approval is a lifecycle decision, not implementation validation; these values must not be treated as Verified until an implementation exists and is measured",False,False
KBDL-MOT-030,"Manual review once implemented; project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved))",Not verified — no implementation exists yet; conceptual manual review recorded in motion/validation.md where applicable,"Approval is a lifecycle decision, not implementation validation; these values must not be treated as Verified until an implementation exists and is measured",False,False
KBDL-MOT-031,"Manual review once implemented; project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved))",Not verified — no implementation exists yet; conceptual manual review recorded in motion/validation.md where applicable,"Approval is a lifecycle decision, not implementation validation; these values must not be treated as Verified until an implementation exists and is measured",False,False
KBDL-MOT-032,"Manual review (performed, see [motion/validation.md §3](validation.md#3-reduced-motion-matrix-review-performed)); project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved))",Not verified — no implementation exists yet; conceptual manual review recorded in motion/validation.md where applicable,"Approval is a lifecycle decision, not implementation validation; these values must not be treated as Verified until an implementation exists and is measured",False,False
KBDL-MOT-033,"Manual review once implemented; project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved))",Not verified — no implementation exists yet; conceptual manual review recorded in motion/validation.md where applicable,"Approval is a lifecycle decision, not implementation validation; these values must not be treated as Verified until an implementation exists and is measured",False,False
KBDL-MOT-034,"Manual cross-profile review once the project-profiles module is approved; project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved))",Not verified — no implementation exists yet; conceptual manual review recorded in motion/validation.md where applicable,"Approval is a lifecycle decision, not implementation validation; these values must not be treated as Verified until an implementation exists and is measured",False,False
KBDL-PRN-001,Manual design review against this section at each later module's approval gate,"Not verified — validation method has not yet been run against a later module, since none exist yet","Cannot be checked against real foundation, theme, or component content until those modules exist",False,False
KBDL-PRN-002,Manual review of design decisions against the priority order; disputes escalated per Section 8,Not verified,No real design decisions exist yet to test the priority order against,False,False
KBDL-PRN-003,"Manual review using each principle's review questions, at each later module's approval gate",Not verified — the requirement's later-module approval-gate method has not been executed completely,Complete evidence across every later module is unavailable,False,False
KBDL-PRN-004,"Manual cross-reference review once foundation, theme, and responsive modules are approved",Not verified — dependent modules do not exist yet,"Cannot be fully validated until FND, THM, and RSP requirements exist",False,False
KBDL-PRN-005,Manual review of any proposed exception against the exception process,Not verified — the requirement's full later-module and implementation review has not been executed,Controlled-variable ranges are intentionally undefined pending later modules,False,False
KBDL-PRN-006,Manual review of decision records against the hierarchy; conflicts escalated per governance's conflict-resolution process,Not verified — no real design decision has been escalated through this hierarchy yet,None identified,False,False
KBDL-PRN-007,Manual cross-profile consistency review once the project-profiles module is approved,Not verified — the project-profiles module (PRO) does not exist yet,Cannot be fully validated until PRO requirements exist,False,False
KBDL-PRN-008,"Manual conformance review against the pattern list at each later module's approval gate, recorded in the [conformance checklist](conformance-checklist.md). ---",Not verified — example-count evidence does not execute the requirement's later-module conformance-review method,Examples are conceptual; no mockups or token values exist to check them against yet,False,False
KBDL-PRO-001,"Manual cross-profile architecture review (performed for this document's own consistency, see implementation report).",Not verified — no implementation exists yet,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,False,False
KBDL-PRO-002,Manual terminology-consistency review.,Not verified — no implementation exists yet,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,False,False
KBDL-PRO-003,Manual review once a project profile is implemented.,Not verified — no implementation exists yet,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,False,False
KBDL-PRO-004,Manual review once a project profile is implemented.,Not verified — no implementation exists yet,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,False,False
KBDL-PRO-005,Manual review once a project profile is implemented.,Not verified — no implementation exists yet,"Not applicable — restates an existing scope/governance rule, not independently testable against an implementation",False,False
KBDL-PRO-006,"Manual scope-compliance review (performed, see implementation report).",Not verified — no implementation exists yet,"Not applicable — scope-control requirement, not independently testable against an implementation",False,False
KBDL-PRO-007,Manual review of a project's declaration once one exists.,Not verified — no implementation exists yet,No project profile declaration exists yet to review against this requirement's field list,False,False
KBDL-PRO-008,Manual review of a project's stated selection rationale.,Not verified — no implementation exists yet,"No project profile declaration exists yet to review against this requirement. Whether a project must select exactly one primary profile, may select a secondary profile, or may use a hybrid model is new governance policy:",False,False
KBDL-PRO-009,Project-owner review (not yet performed).,Not verified — no implementation exists yet,Recommended — grants no implementation authority pending project-owner review; see the decision packet,False,False
KBDL-PRO-010,Manual cross-module consistency review.,Not verified — no implementation exists yet,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against. ### 10.2 Component Interpretation,False,False
KBDL-PRO-011,Manual cross-module consistency review.,Not verified — no implementation exists yet,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against. ### 11.2 Component Interpretation,False,False
KBDL-PRO-012,Manual cross-module consistency review.,Not verified — no implementation exists yet,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against. ### 12.2 Component Interpretation,False,False
KBDL-PRO-013,Manual component-composition review.,Not verified — no implementation exists yet,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against. Any exact Showcase card-variant or composition default remains new policy:,False,False
KBDL-PRO-014,Manual component-composition review. This requirement does not adopt the pending grid-versus-table threshold (KBDL-CMP-105) or data-dense transformation strategy (KBDL-RSP-011) as authority — both remain cited only as unapproved context (see [§37](#37-kbdl-008-approval-boundary-audit)).,Not verified — no implementation exists yet,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against. Any exact Precision density or component-variant default remains new policy:,False,False
KBDL-PRO-015,Manual component-composition review. This requirement does not adopt the pending button-hierarchy (KBDL-CMP-015) or form-action-row-ordering (KBDL-CMP-036) recommendations as authority for Flow's action sequences — both remain cited only as unapproved context (see [§36](#36-kbdl-007-approval-boundary-audit)).,Not verified — no implementation exists yet,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against. Any exact Flow action-hierarchy or workflow-component default remains new policy:,False,False
KBDL-PRO-016,Project-owner review (not yet performed); not independently approvable until KBDL-CMP-067 is approved.,Not verified — no implementation exists yet,Contingent on the unapproved KBDL-008 KBDL-CMP-067; cannot be approved independently through the KBDL-009 packet until KBDL-CMP-067 is approved or replaced,False,False
KBDL-PRO-017,Project-owner review (not yet performed).,Not verified — no implementation exists yet,Recommended — grants no implementation authority pending project-owner review; see the decision packet,False,False
KBDL-PRO-018,Project-owner review (not yet performed); not independently approvable until KBDL-CMP-015/036 are approved.,Not verified — no implementation exists yet,Contingent on the unapproved KBDL-007 KBDL-CMP-015/036; cannot be approved independently through the KBDL-009 packet until those are approved or replaced,False,False
KBDL-PRO-019,Manual principle-by-principle review using each principle's review questions ([principles.md §6](principles.md#6-core-principles)).,Not verified — no implementation exists yet,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,False,False
KBDL-PRO-020,Manual cross-profile component-semantics review.,Not verified — no implementation exists yet,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,False,False
KBDL-PRO-021,Manual cross-profile component-semantics review.,Not verified — no implementation exists yet,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,False,False
KBDL-PRO-022,Manual content review. Showcase may emphasize editorial storytelling and project narrative; Precision may emphasize scannable labels and operational precision; Flow may emphasize reassuring instructions and recovery guidance — none of these emphases changes the shared requirements above.,Not verified — no implementation exists yet,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,False,False
KBDL-PRO-023,Manual security review. Precision density must not obscure permissions or errors; Showcase expression must not expose private media or metadata; Flow reassurance must not make unconfirmed success claims — each restates the shared rule above for its own emphasis area.,Not verified — no implementation exists yet,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,False,False
KBDL-PRO-024,Manual review of any proposed exception against the governance exception process.,Not verified — no implementation exists yet,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,False,False
KBDL-PRO-025,"Manual scope-compliance review (performed, see implementation report).",Not verified — no implementation exists yet,"Not applicable — scope-control requirement, not independently testable against an implementation",False,False
KBDL-PRO-026,Manual review of a project's adoption record once one exists.,Not verified — no implementation exists yet,"No project profile adoption record exists yet to review against this requirement's field list. Whether a profile may change after adoption, whether a project may have multiple profile scopes, and how migration is governed are new decisions:",False,False
KBDL-PRO-027,Project-owner review (not yet performed).,Not verified — no implementation exists yet,Recommended — grants no implementation authority pending project-owner review; see the decision packet,False,False
KBDL-PRO-028,Project-owner review (not yet performed).,Not verified — no implementation exists yet,Recommended — grants no implementation authority pending project-owner review; see the decision packet,False,False
KBDL-PRO-029,Project-owner review (not yet performed).,Not verified — no implementation exists yet,Recommended — grants no implementation authority pending project-owner review; see the decision packet. Manual customization of a project's KBDL implementation is governed by [customization.md](customization.md); this profile document does not itself authorize a project customization,False,False
KBDL-RSP-001,Manual review once implemented; comparing content inventory across breakpoints,Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until a real layout exists,False,False
KBDL-RSP-002,Project-owner review (not yet performed); manual implementation review once an implementation exists,Not verified — no implementation exists yet,These are recommendations awaiting project-owner approval; must not be treated as Approved or implemented until that approval is recorded,False,False
KBDL-RSP-003,Project-owner review (not yet performed),Not verified — no implementation exists yet,These are recommendations awaiting project-owner approval; must not be treated as Approved or implemented until that approval is recorded,False,False
KBDL-RSP-004,Project-owner review (not yet performed),Not verified — no implementation exists yet,These are recommendations awaiting project-owner approval; must not be treated as Approved or implemented until that approval is recorded,False,False
KBDL-RSP-005,Project-owner review (not yet performed),Not verified — no implementation exists yet,These are recommendations awaiting project-owner approval; must not be treated as Approved or implemented until that approval is recorded,False,False
KBDL-RSP-006,Manual reflow testing once an implementation exists (documented as a distinct method in [§34](#34-responsive-validation-matrix)),Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until a real layout exists,False,False
