Requirement ID,Exact location,Derivation,Targets,Invalid targets,Match
KBDL-CMP-108,components-system.md#183-carousel; components-system.md#33-kbdl-008-decision-packet,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,components-system.md#183-carousel; components-system.md#33-kbdl-008-decision-packet,None,True
KBDL-CMP-109,components-system.md#184-data-visualization,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,components-system.md#184-data-visualization,None,True
KBDL-CMP-110,components-system.md#184-data-visualization; components-system.md#33-kbdl-008-decision-packet,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,components-system.md#184-data-visualization; components-system.md#33-kbdl-008-decision-packet,None,True
KBDL-CMP-111,components-system.md#19-responsive-transformation-policy; components-system.md#33-kbdl-008-decision-packet,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,components-system.md#19-responsive-transformation-policy; components-system.md#33-kbdl-008-decision-packet,None,True
KBDL-CUS-001,customization.md#1-purpose-and-scope,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,customization.md#1-purpose-and-scope,None,True
KBDL-CUS-002,customization.md#5-customization-authority-model,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,customization.md#5-customization-authority-model,None,True
KBDL-CUS-003,customization.md#6-locked-controlled-open-proposed-and-exception-classifications,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,customization.md#6-locked-controlled-open-proposed-and-exception-classifications,None,True
KBDL-CUS-004,customization.md#12-approval-and-escalation-paths,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,customization.md#12-approval-and-escalation-paths,None,True
KBDL-CUS-005,customization.md#24-content-and-open-brand-expression,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,customization.md#24-content-and-open-brand-expression,None,True
KBDL-CUS-006,customization.md#26-reusable-versus-project-local-customization,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,customization.md#26-reusable-versus-project-local-customization,None,True
KBDL-CUS-007,customization.md#27-conflict-handling-and-exceptions,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,customization.md#27-conflict-handling-and-exceptions,None,True
KBDL-CUS-008,customization.md#7-manual-customization-workflow,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,customization.md#7-manual-customization-workflow,None,True
KBDL-CUS-009,customization.md#8-customization-request-intake,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,customization.md#8-customization-request-intake,None,True
KBDL-CUS-010,customization.md#11-customization-record,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,customization.md#11-customization-record,None,True
KBDL-CUS-011,customization.md#10-impact-assessment; customization.md#14-validation-and-evidence-planning,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,customization.md#10-impact-assessment; customization.md#14-validation-and-evidence-planning,None,True
KBDL-CUS-012,customization.md#15-review-expiry-change-and-rollback,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,customization.md#15-review-expiry-change-and-rollback,None,True
KBDL-CUS-013,customization.md#16-foundations-customization,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,customization.md#16-foundations-customization,None,True
KBDL-CUS-014,customization.md#17-theme-customization,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,customization.md#17-theme-customization,None,True
KBDL-CUS-015,customization.md#18-motion-customization,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,customization.md#18-motion-customization,None,True
KBDL-CUS-016,customization.md#19-responsive-customization,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,customization.md#19-responsive-customization,None,True
KBDL-CUS-017,customization.md#20-accessibility-customization-boundary,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,customization.md#20-accessibility-customization-boundary,None,True
KBDL-CUS-018,customization.md#21-core-component-customization,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,customization.md#21-core-component-customization,None,True
KBDL-CUS-019,customization.md#22-system-component-customization,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,customization.md#22-system-component-customization,None,True
KBDL-CUS-020,customization.md#23-project-profile-customization,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,customization.md#23-project-profile-customization,None,True
KBDL-CUS-021,customization.md#25-security-privacy-correctness-and-data-integrity,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,customization.md#25-security-privacy-correctness-and-data-integrity,None,True
KBDL-CUS-022,customization.md#13-implementation-handoff-boundary,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,customization.md#13-implementation-handoff-boundary,None,True
KBDL-CUS-023,customization.md#11-customization-record,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,customization.md#11-customization-record,None,True
KBDL-CUS-024,customization.md#12-approval-and-escalation-paths,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,customization.md#12-approval-and-escalation-paths,None,True
KBDL-CUS-025,customization.md#14-validation-and-evidence-planning,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,customization.md#14-validation-and-evidence-planning,None,True
KBDL-CUS-026,customization.md#15-review-expiry-change-and-rollback,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,customization.md#15-review-expiry-change-and-rollback,None,True
KBDL-CUS-027,customization.md#15-review-expiry-change-and-rollback,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,customization.md#15-review-expiry-change-and-rollback,None,True
KBDL-CUS-028,customization.md#26-reusable-versus-project-local-customization,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,customization.md#26-reusable-versus-project-local-customization,None,True
KBDL-CUS-029,customization.md#15-review-expiry-change-and-rollback; customization.md#24-content-and-open-brand-expression,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,customization.md#15-review-expiry-change-and-rollback; customization.md#24-content-and-open-brand-expression,None,True
KBDL-CUS-030,customization.md#41-deferred-and-unresolved-items,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,customization.md#41-deferred-and-unresolved-items,None,True
KBDL-FND-001,foundations/color.md#1-architectural-principles-approved,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,foundations/color.md#1-architectural-principles-approved,None,True
KBDL-FND-002,foundations/color.md#24-status-roles; foundations/iconography-media.md#11-required-principles-approved,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,foundations/color.md#24-status-roles; foundations/iconography-media.md#11-required-principles-approved,None,True
KBDL-FND-003,foundations/spacing-layout.md#1-spacing-and-sizing-logic,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,foundations/spacing-layout.md#1-spacing-and-sizing-logic,None,True
KBDL-FND-004,foundations/spacing-layout.md#3-content-driven-breakpoint-philosophy-approved-principle-recommended-values,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,foundations/spacing-layout.md#3-content-driven-breakpoint-philosophy-approved-principle-recommended-values,None,True
KBDL-FND-005,foundations/shape-depth.md#3-elevation-and-depth,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,foundations/shape-depth.md#3-elevation-and-depth,None,True
KBDL-FND-006,foundations/iconography-media.md#1-iconography,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,foundations/iconography-media.md#1-iconography,None,True
KBDL-FND-007,foundations/iconography-media.md#2-imagery-and-media,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,foundations/iconography-media.md#2-imagery-and-media,None,True
KBDL-FND-008,foundations/README.md#4-project-profile-adjustments--foundation-summary,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,foundations/README.md#4-project-profile-adjustments--foundation-summary,None,True
KBDL-FND-009,foundations/color.md#3-default-foundation,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,foundations/color.md#3-default-foundation,None,True
KBDL-FND-010,foundations/typography.md#3-type-scale-and-text-roles,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,foundations/typography.md#3-type-scale-and-text-roles,None,True
KBDL-FND-011,foundations/spacing-layout.md#13-default-modular-spacing-system,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,foundations/spacing-layout.md#13-default-modular-spacing-system,None,True
KBDL-FND-012,foundations/shape-depth.md#13-default-corner-system,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,foundations/shape-depth.md#13-default-corner-system,None,True
KBDL-GOV-001,governance.md#kbdl-gov-001--specification-architecture-is-established,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,governance.md#kbdl-gov-001--specification-architecture-is-established,None,True
KBDL-GOV-002,governance.md#kbdl-gov-002--accessibility-requirements-are-protected,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,governance.md#kbdl-gov-002--accessibility-requirements-are-protected,None,True
KBDL-GOV-003,governance.md#kbdl-gov-003--documentation-governance-process,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,governance.md#kbdl-gov-003--documentation-governance-process,None,True
KBDL-MOT-001,motion/foundations.md#1-motion-purposes,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/foundations.md#1-motion-purposes,None,True
KBDL-MOT-002,motion/README.md#2-motion-terminology,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/README.md#2-motion-terminology,None,True
KBDL-MOT-003,motion/README.md#33-relationship-and-conflict-resolution,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/README.md#33-relationship-and-conflict-resolution,None,True
KBDL-MOT-004,motion/foundations.md#2-motion-categories,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/foundations.md#2-motion-categories,None,True
KBDL-MOT-005,motion/foundations.md#3-motion-hierarchy,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/foundations.md#3-motion-hierarchy,None,True
KBDL-MOT-006,motion/foundations.md#4-motion-intensity,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/foundations.md#4-motion-intensity,None,True
KBDL-MOT-007,motion/timing-easing.md#1-timing-architecture,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/timing-easing.md#1-timing-architecture,None,True
KBDL-MOT-008,motion/timing-easing.md#2-duration-recommendations,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/timing-easing.md#2-duration-recommendations,None,True
KBDL-MOT-009,motion/timing-easing.md#3-easing-architecture,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/timing-easing.md#3-easing-architecture,None,True
KBDL-MOT-010,motion/foundations.md#6-spatial-movement,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/foundations.md#6-spatial-movement,None,True
KBDL-MOT-011,motion/foundations.md#5-choreography-and-sequencing,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/foundations.md#5-choreography-and-sequencing,None,True
KBDL-MOT-012,motion/foundations.md#7-entrance-and-exit-behavior,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/foundations.md#7-entrance-and-exit-behavior,None,True
KBDL-MOT-013,motion/patterns.md#1-navigation-and-spatial-continuity,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/patterns.md#1-navigation-and-spatial-continuity,None,True
KBDL-MOT-014,motion/patterns.md#2-loading-and-progress,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/patterns.md#2-loading-and-progress,None,True
KBDL-MOT-015,motion/patterns.md#3-direct-manipulation-and-gesture-response,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/patterns.md#3-direct-manipulation-and-gesture-response,None,True
KBDL-MOT-016,motion/patterns.md#4-attention-motion,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/patterns.md#4-attention-motion,None,True
KBDL-MOT-017,motion/patterns.md#5-ambient-and-continuous-motion,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/patterns.md#5-ambient-and-continuous-motion,None,True
KBDL-MOT-018,motion/patterns.md#6-scroll-linked-motion,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/patterns.md#6-scroll-linked-motion,None,True
KBDL-MOT-019,motion/patterns.md#7-media-motion,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/patterns.md#7-media-motion,None,True
KBDL-MOT-020,motion/patterns.md#8-theme-transition-motion,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/patterns.md#8-theme-transition-motion,None,True
KBDL-MOT-021,motion/patterns.md#9-interruption-reversal-and-recovery,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/patterns.md#9-interruption-reversal-and-recovery,None,True
KBDL-MOT-022,motion/accessibility-performance.md#1-reduced-motion-and-no-motion-parity,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/accessibility-performance.md#1-reduced-motion-and-no-motion-parity,None,True
KBDL-MOT-023,motion/accessibility-performance.md#2-motion-safety,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/accessibility-performance.md#2-motion-safety,None,True
KBDL-MOT-024,motion/accessibility-performance.md#3-performance-requirements,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/accessibility-performance.md#3-performance-requirements,None,True
KBDL-MOT-025,motion/accessibility-performance.md#4-mobile-and-input-method-considerations,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/accessibility-performance.md#4-mobile-and-input-method-considerations,None,True
KBDL-MOT-026,motion/patterns.md#10-profile-level-motion-interpretation,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/patterns.md#10-profile-level-motion-interpretation,None,True
KBDL-MOT-027,motion/README.md#10-motion-decision-packet,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/README.md#10-motion-decision-packet,None,True
KBDL-MOT-028,motion/foundations.md#7-entrance-and-exit-behavior,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/foundations.md#7-entrance-and-exit-behavior,None,True
KBDL-MOT-029,motion/patterns.md#4-attention-motion,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/patterns.md#4-attention-motion,None,True
KBDL-MOT-030,motion/patterns.md#5-ambient-and-continuous-motion,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/patterns.md#5-ambient-and-continuous-motion,None,True
KBDL-MOT-031,motion/patterns.md#6-scroll-linked-motion,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/patterns.md#6-scroll-linked-motion,None,True
KBDL-MOT-032,motion/accessibility-performance.md#14-per-category-parity-matrix,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/accessibility-performance.md#14-per-category-parity-matrix,None,True
KBDL-MOT-033,motion/timing-easing.md#4-conceptual-motion-tokens,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/timing-easing.md#4-conceptual-motion-tokens,None,True
KBDL-MOT-034,motion/patterns.md#10-profile-level-motion-interpretation,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,motion/patterns.md#10-profile-level-motion-interpretation,None,True
KBDL-PRN-001,principles.md#1-identity-statement,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,principles.md#1-identity-statement,None,True
KBDL-PRN-002,principles.md#4-relationship-between-luxury-and-utility,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,principles.md#4-relationship-between-luxury-and-utility,None,True
KBDL-PRN-003,principles.md#6-core-principles,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,principles.md#6-core-principles,None,True
KBDL-PRN-004,principles.md#7-visual-consistency,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,principles.md#7-visual-consistency,None,True
KBDL-PRN-005,principles.md#5-stable-and-variable-identity-elements,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,principles.md#5-stable-and-variable-identity-elements,None,True
KBDL-PRN-006,principles.md#8-design-decision-hierarchy,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,principles.md#8-design-decision-hierarchy,None,True
KBDL-PRN-007,principles.md#9-profile-level-interpretation,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,principles.md#9-profile-level-interpretation,None,True
KBDL-PRN-008,principles.md#10-conforming-design-directions; principles.md#11-non-conforming-design-directions,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,principles.md#10-conforming-design-directions; principles.md#11-non-conforming-design-directions,None,True
KBDL-PRO-001,profiles.md#5-profile-architecture; profiles.md#9-cross-profile-invariants,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,profiles.md#5-profile-architecture; profiles.md#9-cross-profile-invariants,None,True
KBDL-PRO-002,profiles.md#4-project-profile-terminology,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,profiles.md#4-project-profile-terminology,None,True
KBDL-PRO-003,profiles.md#7-locked-controlled-and-open-profile-decisions,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,profiles.md#7-locked-controlled-and-open-profile-decisions,None,True
KBDL-PRO-004,profiles.md#7-locked-controlled-and-open-profile-decisions,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,profiles.md#7-locked-controlled-and-open-profile-decisions,None,True
KBDL-PRO-005,profiles.md#7-locked-controlled-and-open-profile-decisions,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,profiles.md#7-locked-controlled-and-open-profile-decisions,None,True
KBDL-PRO-006,profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#35-kbdl-006-approval-boundary-audit; profiles.md#37-kbdl-008-approval-boundary-audit,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#35-kbdl-006-approval-boundary-audit; profiles.md#37-kbdl-008-approval-boundary-audit,None,True
KBDL-PRO-007,profiles.md#8-profile-selection-and-declaration,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,profiles.md#8-profile-selection-and-declaration,None,True
KBDL-PRO-008,profiles.md#8-profile-selection-and-declaration,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,profiles.md#8-profile-selection-and-declaration,None,True
KBDL-PRO-009,profiles.md#8-profile-selection-and-declaration; profiles.md#33-kbdl-009-decision-packet,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,profiles.md#8-profile-selection-and-declaration; profiles.md#33-kbdl-009-decision-packet,None,True
KBDL-PRO-010,profiles.md#101-purpose,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,profiles.md#101-purpose,None,True
KBDL-PRO-011,profiles.md#111-purpose,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,profiles.md#111-purpose,None,True
KBDL-PRO-012,profiles.md#121-purpose,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,profiles.md#121-purpose,None,True
KBDL-PRO-013,profiles.md#102-component-interpretation,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,profiles.md#102-component-interpretation,None,True
KBDL-PRO-014,profiles.md#112-component-interpretation,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,profiles.md#112-component-interpretation,None,True
KBDL-PRO-015,profiles.md#122-component-interpretation,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,profiles.md#122-component-interpretation,None,True
KBDL-PRO-016,profiles.md#102-component-interpretation; profiles.md#34-approval-ready-versus-contingent-decisions,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,profiles.md#102-component-interpretation; profiles.md#34-approval-ready-versus-contingent-decisions,None,True
KBDL-PRO-017,profiles.md#112-component-interpretation; profiles.md#33-kbdl-009-decision-packet,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,profiles.md#112-component-interpretation; profiles.md#33-kbdl-009-decision-packet,None,True
KBDL-PRO-018,profiles.md#122-component-interpretation; profiles.md#34-approval-ready-versus-contingent-decisions,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,profiles.md#122-component-interpretation; profiles.md#34-approval-ready-versus-contingent-decisions,None,True
KBDL-PRO-019,profiles.md#14-principles-mapping,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,profiles.md#14-principles-mapping,None,True
KBDL-PRO-020,profiles.md#20-core-component-mapping,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,profiles.md#20-core-component-mapping,None,True
KBDL-PRO-021,profiles.md#21-system-component-mapping,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,profiles.md#21-system-component-mapping,None,True
KBDL-PRO-022,profiles.md#22-content-and-communication-considerations,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,profiles.md#22-content-and-communication-considerations,None,True
KBDL-PRO-023,profiles.md#23-security-privacy-and-correctness,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,profiles.md#23-security-privacy-and-correctness,None,True
KBDL-PRO-024,profiles.md#24-profile-conflicts-and-exception-handling,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,profiles.md#24-profile-conflicts-and-exception-handling,None,True
KBDL-PRO-025,profiles.md#24-profile-conflicts-and-exception-handling,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,profiles.md#24-profile-conflicts-and-exception-handling,None,True
KBDL-PRO-026,profiles.md#25-profile-adoption-and-change-management,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,profiles.md#25-profile-adoption-and-change-management,None,True
KBDL-PRO-027,profiles.md#25-profile-adoption-and-change-management; profiles.md#33-kbdl-009-decision-packet,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,profiles.md#25-profile-adoption-and-change-management; profiles.md#33-kbdl-009-decision-packet,None,True
KBDL-PRO-028,profiles.md#8-profile-selection-and-declaration; profiles.md#33-kbdl-009-decision-packet,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,profiles.md#8-profile-selection-and-declaration; profiles.md#33-kbdl-009-decision-packet,None,True
KBDL-PRO-029,profiles.md#25-profile-adoption-and-change-management; profiles.md#33-kbdl-009-decision-packet,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,profiles.md#25-profile-adoption-and-change-management; profiles.md#33-kbdl-009-decision-packet,None,True
KBDL-RSP-001,responsive.md#4-responsive-content-priority,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,responsive.md#4-responsive-content-priority,None,True
KBDL-RSP-002,responsive.md#7-proposed-exact-breakpoint-thresholds,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,responsive.md#7-proposed-exact-breakpoint-thresholds,None,True
KBDL-RSP-003,responsive.md#8-grid-and-column-behavior,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,responsive.md#8-grid-and-column-behavior,None,True
KBDL-RSP-004,responsive.md#9-container-widths-and-reading-measures,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,responsive.md#9-container-widths-and-reading-measures,None,True
KBDL-RSP-005,responsive.md#10-gutters-and-responsive-spacing,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,responsive.md#10-gutters-and-responsive-spacing,None,True
KBDL-RSP-006,responsive.md#11-layout-reflow,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,responsive.md#11-layout-reflow,None,True
KBDL-RSP-007,responsive.md#12-source-order-and-reading-order,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,responsive.md#12-source-order-and-reading-order,None,True
KBDL-RSP-008,responsive.md#13-navigation-adaptation,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,responsive.md#13-navigation-adaptation,None,True
KBDL-RSP-009,responsive.md#14-content-density-adaptation,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,responsive.md#14-content-density-adaptation,None,True
KBDL-RSP-010,responsive.md#15-media-and-image-adaptation,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,responsive.md#15-media-and-image-adaptation,None,True
KBDL-RSP-011,responsive.md#16-data-dense-and-tabular-content,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,responsive.md#16-data-dense-and-tabular-content,None,True
KBDL-RSP-012,responsive.md#17-full-bleed-and-asymmetric-layouts,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,responsive.md#17-full-bleed-and-asymmetric-layouts,None,True
KBDL-RSP-013,responsive.md#18-sticky-and-fixed-regions,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,responsive.md#18-sticky-and-fixed-regions,None,True
KBDL-RSP-014,responsive.md#19-safe-areas-and-viewport-edges,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,responsive.md#19-safe-areas-and-viewport-edges,None,True
KBDL-RSP-015,responsive.md#20-orientation-changes,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,responsive.md#20-orientation-changes,None,True
KBDL-RSP-016,responsive.md#21-zoom-and-enlarged-text,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,responsive.md#21-zoom-and-enlarged-text,None,True
KBDL-RSP-017,responsive.md#22-virtual-keyboard-behavior,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,responsive.md#22-virtual-keyboard-behavior,None,True
KBDL-RSP-018,responsive.md#23-touch-pointer-keyboard-and-hybrid-input,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,responsive.md#23-touch-pointer-keyboard-and-hybrid-input,None,True
KBDL-RSP-019,responsive.md#24-hover-independent-discoverability,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,responsive.md#24-hover-independent-discoverability,None,True
KBDL-RSP-020,responsive.md#25-responsive-focus-management,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,responsive.md#25-responsive-focus-management,None,True
KBDL-RSP-021,responsive.md#26-responsive-motion-behavior,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,responsive.md#26-responsive-motion-behavior,None,True
KBDL-RSP-022,responsive.md#27-performance-and-low-capability-contexts,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,responsive.md#27-performance-and-low-capability-contexts,None,True
KBDL-THM-001,themes/semantic-roles.md#1-semantic-role-inventory,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,themes/semantic-roles.md#1-semantic-role-inventory,None,True
KBDL-THM-002,themes/semantic-roles.md#2-semantic-parity,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,themes/semantic-roles.md#2-semantic-parity,None,True
