Module,Traceability group,Missing fields,Affected ID
MOT,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",provenance;packet;dependency,KBDL-MOT-003
MOT,"Motion category and hierarchy structure (KBDL-MOT-004, KBDL-MOT-005, KBDL-MOT-006)",provenance;packet;dependency,KBDL-MOT-004
MOT,"Motion category and hierarchy structure (KBDL-MOT-004, KBDL-MOT-005, KBDL-MOT-006)",provenance;packet;dependency,KBDL-MOT-005
MOT,"Motion category and hierarchy structure (KBDL-MOT-004, KBDL-MOT-005, KBDL-MOT-006)",provenance;packet;dependency,KBDL-MOT-006
MOT,"Timing, duration, and easing architecture (KBDL-MOT-007, KBDL-MOT-008, KBDL-MOT-009)",provenance;packet;dependency,KBDL-MOT-007
MOT,"Timing, duration, and easing architecture (KBDL-MOT-007, KBDL-MOT-008, KBDL-MOT-009)",provenance;packet;dependency,KBDL-MOT-008
MOT,"Timing, duration, and easing architecture (KBDL-MOT-007, KBDL-MOT-008, KBDL-MOT-009)",provenance;packet;dependency,KBDL-MOT-009
MOT,"Spatial movement and choreography (KBDL-MOT-010, KBDL-MOT-011, KBDL-MOT-012)",provenance;packet;dependency,KBDL-MOT-010
MOT,"Spatial movement and choreography (KBDL-MOT-010, KBDL-MOT-011, KBDL-MOT-012)",provenance;packet;dependency,KBDL-MOT-011
MOT,"Spatial movement and choreography (KBDL-MOT-010, KBDL-MOT-011, KBDL-MOT-012)",provenance;packet;dependency,KBDL-MOT-012
MOT,Interaction-category motion rules (KBDL-MOT-013 through KBDL-MOT-019),provenance;packet;dependency,KBDL-MOT-013
MOT,Interaction-category motion rules (KBDL-MOT-013 through KBDL-MOT-019),provenance;packet;dependency,KBDL-MOT-014
MOT,Interaction-category motion rules (KBDL-MOT-013 through KBDL-MOT-019),provenance;packet;dependency,KBDL-MOT-015
MOT,Interaction-category motion rules (KBDL-MOT-013 through KBDL-MOT-019),provenance;packet;dependency,KBDL-MOT-016
MOT,Interaction-category motion rules (KBDL-MOT-013 through KBDL-MOT-019),provenance;packet;dependency,KBDL-MOT-017
MOT,Interaction-category motion rules (KBDL-MOT-013 through KBDL-MOT-019),provenance;packet;dependency,KBDL-MOT-018
MOT,Interaction-category motion rules (KBDL-MOT-013 through KBDL-MOT-019),provenance;packet;dependency,KBDL-MOT-019
MOT,Theme-transition motion (KBDL-MOT-020),provenance;packet;dependency,KBDL-MOT-020
MOT,"Interruption, recovery, and accessibility/performance requirements (KBDL-MOT-021 through KBDL-MOT-027)",provenance;packet;dependency,KBDL-MOT-021
MOT,"Interruption, recovery, and accessibility/performance requirements (KBDL-MOT-021 through KBDL-MOT-027)",provenance;packet;dependency,KBDL-MOT-022
MOT,"Interruption, recovery, and accessibility/performance requirements (KBDL-MOT-021 through KBDL-MOT-027)",provenance;packet;dependency,KBDL-MOT-023
MOT,"Interruption, recovery, and accessibility/performance requirements (KBDL-MOT-021 through KBDL-MOT-027)",provenance;packet;dependency,KBDL-MOT-024
MOT,"Interruption, recovery, and accessibility/performance requirements (KBDL-MOT-021 through KBDL-MOT-027)",provenance;packet;dependency,KBDL-MOT-025
MOT,"Interruption, recovery, and accessibility/performance requirements (KBDL-MOT-021 through KBDL-MOT-027)",provenance;packet;dependency,KBDL-MOT-026
MOT,"Interruption, recovery, and accessibility/performance requirements (KBDL-MOT-021 through KBDL-MOT-027)",provenance;packet;dependency,KBDL-MOT-027
MOT,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),provenance;packet;dependency,KBDL-MOT-028
MOT,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),provenance;packet;dependency,KBDL-MOT-029
MOT,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),provenance;packet;dependency,KBDL-MOT-030
MOT,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),provenance;packet;dependency,KBDL-MOT-031
MOT,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),provenance;packet;dependency,KBDL-MOT-032
MOT,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),provenance;packet;dependency,KBDL-MOT-033
MOT,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),provenance;packet;dependency,KBDL-MOT-034
PRN,KBDL identity statement and exclusions,provenance;packet;dependency,KBDL-PRN-001
PRN,Luxury/utility conflict resolution,provenance;packet;dependency,KBDL-PRN-002
PRN,Core principles,provenance;packet;dependency,KBDL-PRN-003
PRN,Visual-consistency relationships,provenance;packet;dependency,KBDL-PRN-004
PRN,"Locked, controlled, and open identity model",provenance;packet;dependency,KBDL-PRN-005
PRN,Design-decision hierarchy,provenance;packet;dependency,KBDL-PRN-006
PRN,"Profile-level interpretation (Showcase, Precision, Flow)",provenance;packet;dependency,KBDL-PRN-007
PRN,Conforming and non-conforming design directions,provenance;packet;dependency,KBDL-PRN-008
RSP,"Responsive-content priority, source/reading order, and reflow core (KBDL-RSP-001, KBDL-RSP-006, KBDL-RSP-007, KBDL-RSP-015, KBDL-RSP-016, KBDL-RSP-020)",provenance;packet;dependency,KBDL-RSP-001
RSP,"Breakpoint, grid, container, and gutter defaults (KBDL-RSP-002, KBDL-RSP-003, KBDL-RSP-004, KBDL-RSP-005)",provenance;packet;dependency,KBDL-RSP-002
RSP,"Breakpoint, grid, container, and gutter defaults (KBDL-RSP-002, KBDL-RSP-003, KBDL-RSP-004, KBDL-RSP-005)",provenance;packet;dependency,KBDL-RSP-003
RSP,"Breakpoint, grid, container, and gutter defaults (KBDL-RSP-002, KBDL-RSP-003, KBDL-RSP-004, KBDL-RSP-005)",provenance;packet;dependency,KBDL-RSP-004
RSP,"Breakpoint, grid, container, and gutter defaults (KBDL-RSP-002, KBDL-RSP-003, KBDL-RSP-004, KBDL-RSP-005)",provenance;packet;dependency,KBDL-RSP-005
RSP,"Responsive-content priority, source/reading order, and reflow core (KBDL-RSP-001, KBDL-RSP-006, KBDL-RSP-007, KBDL-RSP-015, KBDL-RSP-016, KBDL-RSP-020)",provenance;packet;dependency,KBDL-RSP-006
RSP,"Responsive-content priority, source/reading order, and reflow core (KBDL-RSP-001, KBDL-RSP-006, KBDL-RSP-007, KBDL-RSP-015, KBDL-RSP-016, KBDL-RSP-020)",provenance;packet;dependency,KBDL-RSP-007
RSP,"Navigation, density, media, and data-dense adaptation (KBDL-RSP-008, KBDL-RSP-009, KBDL-RSP-010, KBDL-RSP-011, KBDL-RSP-012)",provenance;packet;dependency,KBDL-RSP-008
RSP,"Navigation, density, media, and data-dense adaptation (KBDL-RSP-008, KBDL-RSP-009, KBDL-RSP-010, KBDL-RSP-011, KBDL-RSP-012)",provenance;packet;dependency,KBDL-RSP-009
RSP,"Navigation, density, media, and data-dense adaptation (KBDL-RSP-008, KBDL-RSP-009, KBDL-RSP-010, KBDL-RSP-011, KBDL-RSP-012)",provenance;packet;dependency,KBDL-RSP-010
RSP,"Navigation, density, media, and data-dense adaptation (KBDL-RSP-008, KBDL-RSP-009, KBDL-RSP-010, KBDL-RSP-011, KBDL-RSP-012)",provenance;packet;dependency,KBDL-RSP-011
RSP,"Navigation, density, media, and data-dense adaptation (KBDL-RSP-008, KBDL-RSP-009, KBDL-RSP-010, KBDL-RSP-011, KBDL-RSP-012)",provenance;packet;dependency,KBDL-RSP-012
RSP,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",provenance;packet;dependency,KBDL-RSP-013
RSP,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",provenance;packet;dependency,KBDL-RSP-014
RSP,"Responsive-content priority, source/reading order, and reflow core (KBDL-RSP-001, KBDL-RSP-006, KBDL-RSP-007, KBDL-RSP-015, KBDL-RSP-016, KBDL-RSP-020)",provenance;packet;dependency,KBDL-RSP-015
RSP,"Responsive-content priority, source/reading order, and reflow core (KBDL-RSP-001, KBDL-RSP-006, KBDL-RSP-007, KBDL-RSP-015, KBDL-RSP-016, KBDL-RSP-020)",provenance;packet;dependency,KBDL-RSP-016
RSP,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",provenance;packet;dependency,KBDL-RSP-017
RSP,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",provenance;packet;dependency,KBDL-RSP-018
RSP,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",provenance;packet;dependency,KBDL-RSP-019
RSP,"Responsive-content priority, source/reading order, and reflow core (KBDL-RSP-001, KBDL-RSP-006, KBDL-RSP-007, KBDL-RSP-015, KBDL-RSP-016, KBDL-RSP-020)",provenance;packet;dependency,KBDL-RSP-020
RSP,"Responsive motion and performance (KBDL-RSP-021, KBDL-RSP-022)",provenance;packet;dependency,KBDL-RSP-021
RSP,"Responsive motion and performance (KBDL-RSP-021, KBDL-RSP-022)",provenance;packet;dependency,KBDL-RSP-022
THM,"Theme architecture, terminology, and semantic-role inventory (KBDL-THM-001)",provenance;packet;dependency,KBDL-THM-001
THM,Semantic parity (KBDL-THM-002),provenance;packet;dependency,KBDL-THM-002
THM,"Theme selection precedence — approved core (KBDL-THM-003, narrowed under KBDL-004-R1)",provenance;packet;dependency,KBDL-THM-003
THM,"Persistence baseline (KBDL-THM-004, reclassified under KBDL-004-R1)",provenance;packet;dependency,KBDL-THM-004
THM,"Accessibility-preserving override core (KBDL-THM-005, narrowed) and profile sharing (KBDL-THM-006)",provenance;packet;dependency,KBDL-THM-005
THM,"Accessibility-preserving override core (KBDL-THM-005, narrowed) and profile sharing (KBDL-THM-006)",provenance;packet;dependency,KBDL-THM-006
THM,"Recommended light and dark theme mappings (KBDL-THM-007, KBDL-THM-008)",provenance;packet;dependency,KBDL-THM-007
THM,"Recommended light and dark theme mappings (KBDL-THM-007, KBDL-THM-008)",provenance;packet;dependency,KBDL-THM-008
THM,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)",provenance;packet;dependency,KBDL-THM-009
THM,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)",provenance;packet;dependency,KBDL-THM-010
THM,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)",provenance;packet;dependency,KBDL-THM-011
THM,"Theme-transition guidance (KBDL-THM-012, KBDL-THM-012a)",provenance;packet;dependency,KBDL-THM-012
THM,"Theme-transition guidance (KBDL-THM-012, KBDL-THM-012a)",provenance;packet;dependency,KBDL-THM-012a
THM,"Detailed selection-precedence ordering (KBDL-THM-013, new under KBDL-004-R1)",provenance;packet;dependency,KBDL-THM-013
THM,"Detailed project-override list (KBDL-THM-014, new under KBDL-004-R1)",provenance;packet;dependency,KBDL-THM-014
THM,"Local contrast contexts (KBDL-THM-015, new under KBDL-004-R1)",provenance;packet;dependency,KBDL-THM-015
VAL,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",validation,KBDL-VAL-001
VAL,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",validation,KBDL-VAL-002
VAL,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",validation,KBDL-VAL-003
VAL,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",validation,KBDL-VAL-004
VAL,"Decisions, traceability, documentation, and architecture (KBDL-VAL-005 through KBDL-VAL-008)",validation,KBDL-VAL-005
VAL,"Decisions, traceability, documentation, and architecture (KBDL-VAL-005 through KBDL-VAL-008)",validation,KBDL-VAL-006
VAL,"Decisions, traceability, documentation, and architecture (KBDL-VAL-005 through KBDL-VAL-008)",validation,KBDL-VAL-007
VAL,"Decisions, traceability, documentation, and architecture (KBDL-VAL-005 through KBDL-VAL-008)",validation,KBDL-VAL-008
VAL,"Calculations, evidence ledgers, and completion gate (KBDL-VAL-009 through KBDL-VAL-012)",validation,KBDL-VAL-009
VAL,"Calculations, evidence ledgers, and completion gate (KBDL-VAL-009 through KBDL-VAL-012)",validation,KBDL-VAL-010
VAL,"Calculations, evidence ledgers, and completion gate (KBDL-VAL-009 through KBDL-VAL-012)",validation,KBDL-VAL-011
VAL,"Calculations, evidence ledgers, and completion gate (KBDL-VAL-009 through KBDL-VAL-012)",validation,KBDL-VAL-012
