Requirement ID,Source file,Traceability group,Complete,Location match,Lifecycle match,Provenance match,Validation-status match,Authority match,Packet match,Dependency match,Defect details
KBDL-CMP-104,components-system.md,"System-state, complex-presentation, and profile/security baselines (KBDL-CMP-063, 064, 066, 097, 099–111)",True,True,True,True,True,True,True,True,
KBDL-CMP-105,components-system.md,"System-state, complex-presentation, and profile/security baselines (KBDL-CMP-063, 064, 066, 097, 099–111)",True,True,True,True,True,True,True,True,
KBDL-CMP-106,components-system.md,"System-state, complex-presentation, and profile/security baselines (KBDL-CMP-063, 064, 066, 097, 099–111)",True,True,True,True,True,True,True,True,
KBDL-CMP-107,components-system.md,"System-state, complex-presentation, and profile/security baselines (KBDL-CMP-063, 064, 066, 097, 099–111)",True,True,True,True,True,True,True,True,
KBDL-CMP-108,components-system.md,"System-state, complex-presentation, and profile/security baselines (KBDL-CMP-063, 064, 066, 097, 099–111)",True,True,True,True,True,True,True,True,
KBDL-CMP-109,components-system.md,"System-state, complex-presentation, and profile/security baselines (KBDL-CMP-063, 064, 066, 097, 099–111)",True,True,True,True,True,True,True,True,
KBDL-CMP-110,components-system.md,"System-state, complex-presentation, and profile/security baselines (KBDL-CMP-063, 064, 066, 097, 099–111)",True,True,True,True,True,True,True,True,
KBDL-CMP-111,components-system.md,"System-state, complex-presentation, and profile/security baselines (KBDL-CMP-063, 064, 066, 097, 099–111)",True,True,True,True,True,True,True,True,
KBDL-CUS-001,customization.md,"Authority, classification, workflow, and records (KBDL-CUS-001 through KBDL-CUS-012)",True,True,True,True,True,True,True,True,
KBDL-CUS-002,customization.md,"Authority, classification, workflow, and records (KBDL-CUS-001 through KBDL-CUS-012)",True,True,True,True,True,True,True,True,
KBDL-CUS-003,customization.md,"Authority, classification, workflow, and records (KBDL-CUS-001 through KBDL-CUS-012)",True,True,True,True,True,True,True,True,
KBDL-CUS-004,customization.md,"Authority, classification, workflow, and records (KBDL-CUS-001 through KBDL-CUS-012)",True,True,True,True,True,True,True,True,
KBDL-CUS-005,customization.md,"Authority, classification, workflow, and records (KBDL-CUS-001 through KBDL-CUS-012)",True,True,True,True,True,True,True,True,
KBDL-CUS-006,customization.md,"Authority, classification, workflow, and records (KBDL-CUS-001 through KBDL-CUS-012)",True,True,True,True,True,True,True,True,
KBDL-CUS-007,customization.md,"Authority, classification, workflow, and records (KBDL-CUS-001 through KBDL-CUS-012)",True,True,True,True,True,True,True,True,
KBDL-CUS-008,customization.md,"Authority, classification, workflow, and records (KBDL-CUS-001 through KBDL-CUS-012)",True,True,True,True,True,True,True,True,
KBDL-CUS-009,customization.md,"Authority, classification, workflow, and records (KBDL-CUS-001 through KBDL-CUS-012)",True,True,True,True,True,True,True,True,
KBDL-CUS-010,customization.md,"Authority, classification, workflow, and records (KBDL-CUS-001 through KBDL-CUS-012)",True,True,True,True,True,True,True,True,
KBDL-CUS-011,customization.md,"Authority, classification, workflow, and records (KBDL-CUS-001 through KBDL-CUS-012)",True,True,True,True,True,True,True,True,
KBDL-CUS-012,customization.md,"Authority, classification, workflow, and records (KBDL-CUS-001 through KBDL-CUS-012)",True,True,True,True,True,True,True,True,
KBDL-CUS-013,customization.md,Cross-module preservation and handoff (KBDL-CUS-013 through KBDL-CUS-022),True,True,True,True,True,True,True,True,
KBDL-CUS-014,customization.md,Cross-module preservation and handoff (KBDL-CUS-013 through KBDL-CUS-022),True,True,True,True,True,True,True,True,
KBDL-CUS-015,customization.md,Cross-module preservation and handoff (KBDL-CUS-013 through KBDL-CUS-022),True,True,True,True,True,True,True,True,
KBDL-CUS-016,customization.md,Cross-module preservation and handoff (KBDL-CUS-013 through KBDL-CUS-022),True,True,True,True,True,True,True,True,
KBDL-CUS-017,customization.md,Cross-module preservation and handoff (KBDL-CUS-013 through KBDL-CUS-022),True,True,True,True,True,True,True,True,
KBDL-CUS-018,customization.md,Cross-module preservation and handoff (KBDL-CUS-013 through KBDL-CUS-022),True,True,True,True,True,True,True,True,
KBDL-CUS-019,customization.md,Cross-module preservation and handoff (KBDL-CUS-013 through KBDL-CUS-022),True,True,True,True,True,True,True,True,
KBDL-CUS-020,customization.md,Cross-module preservation and handoff (KBDL-CUS-013 through KBDL-CUS-022),True,True,True,True,True,True,True,True,
KBDL-CUS-021,customization.md,Cross-module preservation and handoff (KBDL-CUS-013 through KBDL-CUS-022),True,True,True,True,True,True,True,True,
KBDL-CUS-022,customization.md,Cross-module preservation and handoff (KBDL-CUS-013 through KBDL-CUS-022),True,True,True,True,True,True,True,True,
KBDL-CUS-023,customization.md,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),True,True,True,True,True,True,True,True,
KBDL-CUS-024,customization.md,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),True,True,True,True,True,True,True,True,
KBDL-CUS-025,customization.md,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),True,True,True,True,True,True,True,True,
KBDL-CUS-026,customization.md,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),True,True,True,True,True,True,True,True,
KBDL-CUS-027,customization.md,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),True,True,True,True,True,True,True,True,
KBDL-CUS-028,customization.md,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),True,True,True,True,True,True,True,True,
KBDL-CUS-029,customization.md,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),True,True,True,True,True,True,True,True,
KBDL-CUS-030,customization.md,Deferred machine-readable format (KBDL-CUS-030),True,True,True,True,True,True,True,True,
KBDL-FND-001,foundations/README.md,"Color role architecture (KBDL-FND-001, KBDL-FND-002)",True,True,True,True,True,True,True,True,
KBDL-FND-002,foundations/README.md,"Color role architecture (KBDL-FND-001, KBDL-FND-002)",True,True,True,True,True,True,True,True,
KBDL-FND-003,foundations/README.md,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",True,True,True,True,True,True,True,True,
KBDL-FND-004,foundations/README.md,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",True,True,True,True,True,True,True,True,
KBDL-FND-005,foundations/README.md,"Elevation and icon/media accessibility anticipation (KBDL-FND-005, KBDL-FND-006, KBDL-FND-007)",True,True,True,True,True,True,True,True,
KBDL-FND-006,foundations/README.md,"Elevation and icon/media accessibility anticipation (KBDL-FND-005, KBDL-FND-006, KBDL-FND-007)",True,True,True,True,True,True,True,True,
KBDL-FND-007,foundations/README.md,"Elevation and icon/media accessibility anticipation (KBDL-FND-005, KBDL-FND-006, KBDL-FND-007)",True,True,True,True,True,True,True,True,
KBDL-FND-008,foundations/README.md,Shared foundation architecture across profiles (KBDL-FND-008),True,True,True,True,True,True,True,True,
KBDL-FND-009,foundations/README.md,"Approved color, typography, spacing, and shape/elevation defaults (KBDL-FND-009 through KBDL-FND-012)",True,True,True,True,True,True,True,True,
KBDL-FND-010,foundations/README.md,"Approved color, typography, spacing, and shape/elevation defaults (KBDL-FND-009 through KBDL-FND-012)",True,True,True,True,True,True,True,True,
KBDL-FND-011,foundations/README.md,"Approved color, typography, spacing, and shape/elevation defaults (KBDL-FND-009 through KBDL-FND-012)",True,True,True,True,True,True,True,True,
KBDL-FND-012,foundations/README.md,"Approved color, typography, spacing, and shape/elevation defaults (KBDL-FND-009 through KBDL-FND-012)",True,True,True,True,True,True,True,True,
KBDL-GOV-001,governance.md,Specification architecture,True,True,True,True,True,True,True,True,
KBDL-GOV-002,governance.md,Accessibility baseline protection,True,True,True,True,True,True,True,True,
KBDL-GOV-003,governance.md,Documentation governance process,True,True,True,True,True,True,True,True,
KBDL-MOT-001,motion/README.md,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",True,True,True,True,True,True,True,True,
KBDL-MOT-002,motion/README.md,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",True,True,True,True,True,True,True,True,
KBDL-MOT-003,motion/README.md,"Motion purpose, terminology, and conflict resolution (KBDL-MOT-001, KBDL-MOT-002, KBDL-MOT-003)",True,True,True,True,True,True,True,True,
KBDL-MOT-004,motion/README.md,"Motion category and hierarchy structure (KBDL-MOT-004, KBDL-MOT-005, KBDL-MOT-006)",True,True,True,True,True,True,True,True,
KBDL-MOT-005,motion/README.md,"Motion category and hierarchy structure (KBDL-MOT-004, KBDL-MOT-005, KBDL-MOT-006)",True,True,True,True,True,True,True,True,
KBDL-MOT-006,motion/README.md,"Motion category and hierarchy structure (KBDL-MOT-004, KBDL-MOT-005, KBDL-MOT-006)",True,True,True,True,True,True,True,True,
KBDL-MOT-007,motion/README.md,"Timing, duration, and easing architecture (KBDL-MOT-007, KBDL-MOT-008, KBDL-MOT-009)",True,True,True,True,True,True,True,True,
KBDL-MOT-008,motion/README.md,"Timing, duration, and easing architecture (KBDL-MOT-007, KBDL-MOT-008, KBDL-MOT-009)",True,True,True,True,True,True,True,True,
KBDL-MOT-009,motion/README.md,"Timing, duration, and easing architecture (KBDL-MOT-007, KBDL-MOT-008, KBDL-MOT-009)",True,True,True,True,True,True,True,True,
KBDL-MOT-010,motion/README.md,"Spatial movement and choreography (KBDL-MOT-010, KBDL-MOT-011, KBDL-MOT-012)",True,True,True,True,True,True,True,True,
KBDL-MOT-011,motion/README.md,"Spatial movement and choreography (KBDL-MOT-010, KBDL-MOT-011, KBDL-MOT-012)",True,True,True,True,True,True,True,True,
KBDL-MOT-012,motion/README.md,"Spatial movement and choreography (KBDL-MOT-010, KBDL-MOT-011, KBDL-MOT-012)",True,True,True,True,True,True,True,True,
KBDL-MOT-013,motion/README.md,Interaction-category motion rules (KBDL-MOT-013 through KBDL-MOT-019),True,True,True,True,True,True,True,True,
KBDL-MOT-014,motion/README.md,Interaction-category motion rules (KBDL-MOT-013 through KBDL-MOT-019),True,True,True,True,True,True,True,True,
KBDL-MOT-015,motion/README.md,Interaction-category motion rules (KBDL-MOT-013 through KBDL-MOT-019),True,True,True,True,True,True,True,True,
KBDL-MOT-016,motion/README.md,Interaction-category motion rules (KBDL-MOT-013 through KBDL-MOT-019),True,True,True,True,True,True,True,True,
KBDL-MOT-017,motion/README.md,Interaction-category motion rules (KBDL-MOT-013 through KBDL-MOT-019),True,True,True,True,True,True,True,True,
KBDL-MOT-018,motion/README.md,Interaction-category motion rules (KBDL-MOT-013 through KBDL-MOT-019),True,True,True,True,True,True,True,True,
KBDL-MOT-019,motion/README.md,Interaction-category motion rules (KBDL-MOT-013 through KBDL-MOT-019),True,True,True,True,True,True,True,True,
KBDL-MOT-020,motion/README.md,Theme-transition motion (KBDL-MOT-020),True,True,True,True,True,True,True,True,
KBDL-MOT-021,motion/README.md,"Interruption, recovery, and accessibility/performance requirements (KBDL-MOT-021 through KBDL-MOT-027)",True,True,True,True,True,True,True,True,
KBDL-MOT-022,motion/README.md,"Interruption, recovery, and accessibility/performance requirements (KBDL-MOT-021 through KBDL-MOT-027)",True,True,True,True,True,True,True,True,
KBDL-MOT-023,motion/README.md,"Interruption, recovery, and accessibility/performance requirements (KBDL-MOT-021 through KBDL-MOT-027)",True,True,True,True,True,True,True,True,
KBDL-MOT-024,motion/README.md,"Interruption, recovery, and accessibility/performance requirements (KBDL-MOT-021 through KBDL-MOT-027)",True,True,True,True,True,True,True,True,
KBDL-MOT-025,motion/README.md,"Interruption, recovery, and accessibility/performance requirements (KBDL-MOT-021 through KBDL-MOT-027)",True,True,True,True,True,True,True,True,
KBDL-MOT-026,motion/README.md,"Interruption, recovery, and accessibility/performance requirements (KBDL-MOT-021 through KBDL-MOT-027)",True,True,True,True,True,True,True,True,
KBDL-MOT-027,motion/README.md,"Interruption, recovery, and accessibility/performance requirements (KBDL-MOT-021 through KBDL-MOT-027)",True,True,True,True,True,True,True,True,
KBDL-MOT-028,motion/README.md,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),True,True,True,True,True,True,True,True,
KBDL-MOT-029,motion/README.md,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),True,True,True,True,True,True,True,True,
KBDL-MOT-030,motion/README.md,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),True,True,True,True,True,True,True,True,
KBDL-MOT-031,motion/README.md,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),True,True,True,True,True,True,True,True,
KBDL-MOT-032,motion/README.md,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),True,True,True,True,True,True,True,True,
KBDL-MOT-033,motion/README.md,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),True,True,True,True,True,True,True,True,
KBDL-MOT-034,motion/README.md,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),True,True,True,True,True,True,True,True,
KBDL-PRN-001,principles.md,KBDL identity statement and exclusions,True,True,True,True,True,True,True,True,
KBDL-PRN-002,principles.md,Luxury/utility conflict resolution,True,True,True,True,True,True,True,True,
KBDL-PRN-003,principles.md,Core principles,True,True,True,True,True,True,True,True,
KBDL-PRN-004,principles.md,Visual-consistency relationships,True,True,True,True,True,True,True,True,
KBDL-PRN-005,principles.md,"Locked, controlled, and open identity model",True,True,True,True,True,True,True,True,
KBDL-PRN-006,principles.md,Design-decision hierarchy,True,True,True,True,True,True,True,True,
KBDL-PRN-007,principles.md,"Profile-level interpretation (Showcase, Precision, Flow)",True,True,True,True,True,True,True,True,
KBDL-PRN-008,principles.md,Conforming and non-conforming design directions,True,True,True,True,True,True,True,True,
KBDL-PRO-001,profiles.md,"Shared architecture, terminology, and governance (KBDL-PRO-001 through KBDL-PRO-009)",True,True,True,True,True,True,True,True,
KBDL-PRO-002,profiles.md,"Shared architecture, terminology, and governance (KBDL-PRO-001 through KBDL-PRO-009)",True,True,True,True,True,True,True,True,
KBDL-PRO-003,profiles.md,"Shared architecture, terminology, and governance (KBDL-PRO-001 through KBDL-PRO-009)",True,True,True,True,True,True,True,True,
KBDL-PRO-004,profiles.md,"Shared architecture, terminology, and governance (KBDL-PRO-001 through KBDL-PRO-009)",True,True,True,True,True,True,True,True,
KBDL-PRO-005,profiles.md,"Shared architecture, terminology, and governance (KBDL-PRO-001 through KBDL-PRO-009)",True,True,True,True,True,True,True,True,
KBDL-PRO-006,profiles.md,"Shared architecture, terminology, and governance (KBDL-PRO-001 through KBDL-PRO-009)",True,True,True,True,True,True,True,True,
KBDL-PRO-007,profiles.md,"Shared architecture, terminology, and governance (KBDL-PRO-001 through KBDL-PRO-009)",True,True,True,True,True,True,True,True,
KBDL-PRO-008,profiles.md,"Shared architecture, terminology, and governance (KBDL-PRO-001 through KBDL-PRO-009)",True,True,True,True,True,True,True,True,
KBDL-PRO-009,profiles.md,"Shared architecture, terminology, and governance (KBDL-PRO-001 through KBDL-PRO-009)",True,True,True,True,True,True,True,True,
KBDL-PRO-010,profiles.md,"Showcase, Precision, and Flow profile definitions (KBDL-PRO-010 through KBDL-PRO-018)",True,True,True,True,True,True,True,True,
KBDL-PRO-011,profiles.md,"Showcase, Precision, and Flow profile definitions (KBDL-PRO-010 through KBDL-PRO-018)",True,True,True,True,True,True,True,True,
KBDL-PRO-012,profiles.md,"Showcase, Precision, and Flow profile definitions (KBDL-PRO-010 through KBDL-PRO-018)",True,True,True,True,True,True,True,True,
KBDL-PRO-013,profiles.md,"Showcase, Precision, and Flow profile definitions (KBDL-PRO-010 through KBDL-PRO-018)",True,True,True,True,True,True,True,True,
KBDL-PRO-014,profiles.md,"Showcase, Precision, and Flow profile definitions (KBDL-PRO-010 through KBDL-PRO-018)",True,True,True,True,True,True,True,True,
KBDL-PRO-015,profiles.md,"Showcase, Precision, and Flow profile definitions (KBDL-PRO-010 through KBDL-PRO-018)",True,True,True,True,True,True,True,True,
KBDL-PRO-016,profiles.md,"Showcase, Precision, and Flow profile definitions (KBDL-PRO-010 through KBDL-PRO-018)",True,True,True,True,True,True,True,True,
KBDL-PRO-017,profiles.md,"Showcase, Precision, and Flow profile definitions (KBDL-PRO-010 through KBDL-PRO-018)",True,True,True,True,True,True,True,True,
KBDL-PRO-018,profiles.md,"Showcase, Precision, and Flow profile definitions (KBDL-PRO-010 through KBDL-PRO-018)",True,True,True,True,True,True,True,True,
KBDL-PRO-019,profiles.md,"Mapping, content, security, conflict, and adoption requirements (KBDL-PRO-019 through KBDL-PRO-029)",True,True,True,True,True,True,True,True,
KBDL-PRO-020,profiles.md,"Mapping, content, security, conflict, and adoption requirements (KBDL-PRO-019 through KBDL-PRO-029)",True,True,True,True,True,True,True,True,
KBDL-PRO-021,profiles.md,"Mapping, content, security, conflict, and adoption requirements (KBDL-PRO-019 through KBDL-PRO-029)",True,True,True,True,True,True,True,True,
KBDL-PRO-022,profiles.md,"Mapping, content, security, conflict, and adoption requirements (KBDL-PRO-019 through KBDL-PRO-029)",True,True,True,True,True,True,True,True,
KBDL-PRO-023,profiles.md,"Mapping, content, security, conflict, and adoption requirements (KBDL-PRO-019 through KBDL-PRO-029)",True,True,True,True,True,True,True,True,
KBDL-PRO-024,profiles.md,"Mapping, content, security, conflict, and adoption requirements (KBDL-PRO-019 through KBDL-PRO-029)",True,True,True,True,True,True,True,True,
KBDL-PRO-025,profiles.md,"Mapping, content, security, conflict, and adoption requirements (KBDL-PRO-019 through KBDL-PRO-029)",True,True,True,True,True,True,True,True,
KBDL-PRO-026,profiles.md,"Mapping, content, security, conflict, and adoption requirements (KBDL-PRO-019 through KBDL-PRO-029)",True,True,True,True,True,True,True,True,
KBDL-PRO-027,profiles.md,"Mapping, content, security, conflict, and adoption requirements (KBDL-PRO-019 through KBDL-PRO-029)",True,True,True,True,True,True,True,True,
KBDL-PRO-028,profiles.md,"Mapping, content, security, conflict, and adoption requirements (KBDL-PRO-019 through KBDL-PRO-029)",True,True,True,True,True,True,True,True,
KBDL-PRO-029,profiles.md,"Mapping, content, security, conflict, and adoption requirements (KBDL-PRO-019 through KBDL-PRO-029)",True,True,True,True,True,True,True,True,
KBDL-RSP-001,responsive.md,"Responsive-content priority, source/reading order, and reflow core (KBDL-RSP-001, KBDL-RSP-006, KBDL-RSP-007, KBDL-RSP-015, KBDL-RSP-016, KBDL-RSP-020)",True,True,True,True,True,True,True,True,
KBDL-RSP-002,responsive.md,"Breakpoint, grid, container, and gutter defaults (KBDL-RSP-002, KBDL-RSP-003, KBDL-RSP-004, KBDL-RSP-005)",True,True,True,True,True,True,True,True,
KBDL-RSP-003,responsive.md,"Breakpoint, grid, container, and gutter defaults (KBDL-RSP-002, KBDL-RSP-003, KBDL-RSP-004, KBDL-RSP-005)",True,True,True,True,True,True,True,True,
KBDL-RSP-004,responsive.md,"Breakpoint, grid, container, and gutter defaults (KBDL-RSP-002, KBDL-RSP-003, KBDL-RSP-004, KBDL-RSP-005)",True,True,True,True,True,True,True,True,
KBDL-RSP-005,responsive.md,"Breakpoint, grid, container, and gutter defaults (KBDL-RSP-002, KBDL-RSP-003, KBDL-RSP-004, KBDL-RSP-005)",True,True,True,True,True,True,True,True,
KBDL-RSP-006,responsive.md,"Responsive-content priority, source/reading order, and reflow core (KBDL-RSP-001, KBDL-RSP-006, KBDL-RSP-007, KBDL-RSP-015, KBDL-RSP-016, KBDL-RSP-020)",True,True,True,True,True,True,True,True,
KBDL-RSP-007,responsive.md,"Responsive-content priority, source/reading order, and reflow core (KBDL-RSP-001, KBDL-RSP-006, KBDL-RSP-007, KBDL-RSP-015, KBDL-RSP-016, KBDL-RSP-020)",True,True,True,True,True,True,True,True,
KBDL-RSP-008,responsive.md,"Navigation, density, media, and data-dense adaptation (KBDL-RSP-008, KBDL-RSP-009, KBDL-RSP-010, KBDL-RSP-011, KBDL-RSP-012)",True,True,True,True,True,True,True,True,
KBDL-RSP-009,responsive.md,"Navigation, density, media, and data-dense adaptation (KBDL-RSP-008, KBDL-RSP-009, KBDL-RSP-010, KBDL-RSP-011, KBDL-RSP-012)",True,True,True,True,True,True,True,True,
KBDL-RSP-010,responsive.md,"Navigation, density, media, and data-dense adaptation (KBDL-RSP-008, KBDL-RSP-009, KBDL-RSP-010, KBDL-RSP-011, KBDL-RSP-012)",True,True,True,True,True,True,True,True,
KBDL-RSP-011,responsive.md,"Navigation, density, media, and data-dense adaptation (KBDL-RSP-008, KBDL-RSP-009, KBDL-RSP-010, KBDL-RSP-011, KBDL-RSP-012)",True,True,True,True,True,True,True,True,
KBDL-RSP-012,responsive.md,"Navigation, density, media, and data-dense adaptation (KBDL-RSP-008, KBDL-RSP-009, KBDL-RSP-010, KBDL-RSP-011, KBDL-RSP-012)",True,True,True,True,True,True,True,True,
KBDL-RSP-013,responsive.md,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",True,True,True,True,True,True,True,True,
KBDL-RSP-014,responsive.md,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",True,True,True,True,True,True,True,True,
KBDL-RSP-015,responsive.md,"Responsive-content priority, source/reading order, and reflow core (KBDL-RSP-001, KBDL-RSP-006, KBDL-RSP-007, KBDL-RSP-015, KBDL-RSP-016, KBDL-RSP-020)",True,True,True,True,True,True,True,True,
KBDL-RSP-016,responsive.md,"Responsive-content priority, source/reading order, and reflow core (KBDL-RSP-001, KBDL-RSP-006, KBDL-RSP-007, KBDL-RSP-015, KBDL-RSP-016, KBDL-RSP-020)",True,True,True,True,True,True,True,True,
KBDL-RSP-017,responsive.md,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",True,True,True,True,True,True,True,True,
KBDL-RSP-018,responsive.md,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",True,True,True,True,True,True,True,True,
KBDL-RSP-019,responsive.md,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",True,True,True,True,True,True,True,True,
KBDL-RSP-020,responsive.md,"Responsive-content priority, source/reading order, and reflow core (KBDL-RSP-001, KBDL-RSP-006, KBDL-RSP-007, KBDL-RSP-015, KBDL-RSP-016, KBDL-RSP-020)",True,True,True,True,True,True,True,True,
KBDL-RSP-021,responsive.md,"Responsive motion and performance (KBDL-RSP-021, KBDL-RSP-022)",True,True,True,True,True,True,True,True,
KBDL-RSP-022,responsive.md,"Responsive motion and performance (KBDL-RSP-021, KBDL-RSP-022)",True,True,True,True,True,True,True,True,
KBDL-THM-001,themes/README.md,"Theme architecture, terminology, and semantic-role inventory (KBDL-THM-001)",True,True,True,True,True,True,True,True,
KBDL-THM-002,themes/README.md,Semantic parity (KBDL-THM-002),True,True,True,True,True,True,True,True,
KBDL-THM-003,themes/README.md,"Theme selection precedence — approved core (KBDL-THM-003, narrowed under KBDL-004-R1)",True,True,True,True,True,True,True,True,
KBDL-THM-004,themes/README.md,"Persistence baseline (KBDL-THM-004, reclassified under KBDL-004-R1)",True,True,True,True,True,True,True,True,
KBDL-THM-005,themes/README.md,"Accessibility-preserving override core (KBDL-THM-005, narrowed) and profile sharing (KBDL-THM-006)",True,True,True,True,True,True,True,True,
KBDL-THM-006,themes/README.md,"Accessibility-preserving override core (KBDL-THM-005, narrowed) and profile sharing (KBDL-THM-006)",True,True,True,True,True,True,True,True,
KBDL-THM-007,themes/README.md,"Recommended light and dark theme mappings (KBDL-THM-007, KBDL-THM-008)",True,True,True,True,True,True,True,True,
KBDL-THM-008,themes/README.md,"Recommended light and dark theme mappings (KBDL-THM-007, KBDL-THM-008)",True,True,True,True,True,True,True,True,
KBDL-THM-009,themes/README.md,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)",True,True,True,True,True,True,True,True,
KBDL-THM-010,themes/README.md,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)",True,True,True,True,True,True,True,True,
KBDL-THM-011,themes/README.md,"Status-family theme values, gradient strategy, and color-value expression (KBDL-THM-009, KBDL-THM-010, KBDL-THM-011)",True,True,True,True,True,True,True,True,
KBDL-THM-012,themes/README.md,"Theme-transition guidance (KBDL-THM-012, KBDL-THM-012a)",True,True,True,True,True,True,True,True,
KBDL-THM-012a,themes/README.md,"Theme-transition guidance (KBDL-THM-012, KBDL-THM-012a)",True,True,True,True,True,True,True,True,
KBDL-THM-013,themes/README.md,"Detailed selection-precedence ordering (KBDL-THM-013, new under KBDL-004-R1)",True,True,True,True,True,True,True,True,
KBDL-THM-014,themes/README.md,"Detailed project-override list (KBDL-THM-014, new under KBDL-004-R1)",True,True,True,True,True,True,True,True,
KBDL-THM-015,themes/README.md,"Local contrast contexts (KBDL-THM-015, new under KBDL-004-R1)",True,True,True,True,True,True,True,True,
KBDL-VAL-001,validation.md,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",True,True,True,True,True,True,True,True,
KBDL-VAL-002,validation.md,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",True,True,True,True,True,True,True,True,
KBDL-VAL-003,validation.md,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",True,True,True,True,True,True,True,True,
KBDL-VAL-004,validation.md,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",True,True,True,True,True,True,True,True,
KBDL-VAL-005,validation.md,"Decisions, traceability, documentation, and architecture (KBDL-VAL-005 through KBDL-VAL-008)",True,True,True,True,True,True,True,True,
KBDL-VAL-006,validation.md,"Decisions, traceability, documentation, and architecture (KBDL-VAL-005 through KBDL-VAL-008)",True,True,True,True,True,True,True,True,
KBDL-VAL-007,validation.md,"Decisions, traceability, documentation, and architecture (KBDL-VAL-005 through KBDL-VAL-008)",True,True,True,True,True,True,True,True,
KBDL-VAL-008,validation.md,"Decisions, traceability, documentation, and architecture (KBDL-VAL-005 through KBDL-VAL-008)",True,True,True,True,True,True,True,True,
KBDL-VAL-009,validation.md,"Calculations, evidence ledgers, and completion gate (KBDL-VAL-009 through KBDL-VAL-012)",True,True,True,True,True,True,True,True,
KBDL-VAL-010,validation.md,"Calculations, evidence ledgers, and completion gate (KBDL-VAL-009 through KBDL-VAL-012)",True,True,True,True,True,True,True,True,
KBDL-VAL-011,validation.md,"Calculations, evidence ledgers, and completion gate (KBDL-VAL-009 through KBDL-VAL-012)",True,True,True,True,True,True,True,True,
KBDL-VAL-012,validation.md,"Calculations, evidence ledgers, and completion gate (KBDL-VAL-009 through KBDL-VAL-012)",True,True,True,True,True,True,True,True,
