Resolution issue ID,Category,Requirement ID,Field or relationship,Current candidate value,Current candidate source,Permitted authoritative source,Authoritative source found,R16 defect category,R16 evidence reference,Affected validation gate,Affected effective record,Related requirements,Related decisions,Related packet item,Related standard,Current risk,Recommended resolution approach,Alternative approaches,Trade-offs,Required owner decision,Implementation action potentially unlocked,Additional approval required,Owner decision,Owner decision date,Owner evidence,Resolution status,Notes
SMR1-KL-0026,Known limitation,KBDL-A11Y-031,Known limitation,"This document does not claim full WCAG conformance, screen-reader compatibility, or real-device support — those require an implementation and recorded test evidence",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-A11Y-031,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-A11Y-031's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-KL-0027,Known limitation,KBDL-A11Y-032,Known limitation,"This document does not claim full WCAG conformance, screen-reader compatibility, or real-device support — those require an implementation and recorded test evidence",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-A11Y-032,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-A11Y-032's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-KL-0028,Known limitation,KBDL-A11Y-033,Known limitation,"This document does not claim full WCAG conformance, screen-reader compatibility, or real-device support — those require an implementation and recorded test evidence",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-A11Y-033,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-A11Y-033's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-VC-0007,Validation classification,KBDL-A11Y-034,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv,VAL-003; VAL-006,KBDL-A11Y-034,,,,,Normative record,No approach recommended; options only: PROVIDE ORIGINAL OR APPROVED SOURCE / CONFIRM CURRENT CLASSIFICATION AS NEW CURRENT AUTHORITY / REVISE CLASSIFICATION / SET TO NOT VERIFIED / DEFER DECISION,Setting to Not verified is the most conservative alternative and requires no new authority.,Confirming current classification as new current authority would be current and non-retroactive; would not reconstruct historical approval; would not prove execution evidence; would not change lifecycle; would require a later recording and validation prompt. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-A11Y-034's validation classification field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,
SMR1-KL-0029,Known limitation,KBDL-A11Y-034,Known limitation,"This document does not claim full WCAG conformance, screen-reader compatibility, or real-device support — those require an implementation and recorded test evidence",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-A11Y-034,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-A11Y-034's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-KL-0030,Known limitation,KBDL-A11Y-037,Known limitation,"This document does not claim full WCAG conformance, screen-reader compatibility, or real-device support — those require an implementation and recorded test evidence",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-A11Y-037,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-A11Y-037's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-KL-0031,Known limitation,KBDL-A11Y-040,Known limitation,"This document does not claim full WCAG conformance, screen-reader compatibility, or real-device support — those require an implementation and recorded test evidence",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-A11Y-040,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-A11Y-040's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-KL-0032,Known limitation,KBDL-CMP-001,Known limitation,Implementation-dependent; cannot be tested until real components exist,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-CMP-001,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-CMP-001's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-KL-0033,Known limitation,KBDL-CMP-002,Known limitation,Implementation-dependent; cannot be tested until real components exist,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-CMP-002,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-CMP-002's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-KL-0034,Known limitation,KBDL-CMP-003,Known limitation,Implementation-dependent; cannot be tested until real components exist,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-CMP-003,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-CMP-003's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-VC-0008,Validation classification,KBDL-CMP-004,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv,VAL-003; VAL-006,KBDL-CMP-004,,,,,Normative record,No approach recommended; options only: PROVIDE ORIGINAL OR APPROVED SOURCE / CONFIRM CURRENT CLASSIFICATION AS NEW CURRENT AUTHORITY / REVISE CLASSIFICATION / SET TO NOT VERIFIED / DEFER DECISION,Setting to Not verified is the most conservative alternative and requires no new authority.,Confirming current classification as new current authority would be current and non-retroactive; would not reconstruct historical approval; would not prove execution evidence; would not change lifecycle; would require a later recording and validation prompt. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-CMP-004's validation classification field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,
SMR1-KL-0035,Known limitation,KBDL-CMP-004,Known limitation,Implementation-dependent; cannot be tested until real components exist,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-CMP-004,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-CMP-004's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-KL-0036,Known limitation,KBDL-CMP-006,Known limitation,Implementation-dependent; cannot be tested until real components exist,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-CMP-006,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-CMP-006's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-KL-0037,Known limitation,KBDL-CMP-007,Known limitation,Implementation-dependent; cannot be tested until real components exist,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-CMP-007,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-CMP-007's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-KL-0038,Known limitation,KBDL-CMP-008,Known limitation,Implementation-dependent; cannot be tested until real components exist,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-CMP-008,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-CMP-008's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-KL-0039,Known limitation,KBDL-CMP-009,Known limitation,Implementation-dependent; cannot be tested until real components exist,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-CMP-009,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-CMP-009's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-KL-0040,Known limitation,KBDL-CMP-010,Known limitation,Implementation-dependent; cannot be tested until real components exist,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-CMP-010,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-CMP-010's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-KL-0041,Known limitation,KBDL-CMP-011,Known limitation,Implementation-dependent; cannot be tested until real components exist,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-CMP-011,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-CMP-011's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-KL-0042,Known limitation,KBDL-CMP-012,Known limitation,Implementation-dependent; cannot be tested until real components exist,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-CMP-012,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-CMP-012's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-KL-0043,Known limitation,KBDL-CMP-013,Known limitation,Implementation-dependent; cannot be tested until real components exist,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-CMP-013,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-CMP-013's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-KL-0044,Known limitation,KBDL-CMP-014,Known limitation,Implementation-dependent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-CMP-014,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-CMP-014's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-KL-0045,Known limitation,KBDL-CMP-016,Known limitation,Implementation-dependent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-CMP-016,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-CMP-016's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-AU-0005,Authority,KBDL-CMP-018,Authority,Approved (directly restates WAI-ARIA),traceability-metadata.csv (candidate only),B — Governance-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv,VAL-003,KBDL-CMP-018,,,,,Authority graph,No approach recommended; options only: PROVIDE ORIGINAL OR APPROVED AUTHORITY / CONFIRM CURRENT NON-RETROACTIVE AUTHORITY / REVISE AUTHORITY EXPRESSION / REJECT AUTHORITY / DEFER DECISION,Rejecting the authority expression would require reclassifying dependent requirement text.,"Lifecycle status, ledger presence, and implementation history are not treated as authority under this packet's source-of-truth hierarchy. Prohibited automatic correction: Ledger/readable-group self-proof.",Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-CMP-018's authority field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,
SMR1-KL-0046,Known limitation,KBDL-CMP-018,Known limitation,Implementation-dependent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-CMP-018,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-CMP-018's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
